316ff06080f702f81425406d4a8b544fb06480f65ef1662b0858e9d6e63937db,2dab1efce72b38559e29f2b3ce52e8c6881a89e22b1b6caeeb39bfa72cd59f50,3f45154b3679c3152c433c5d36a967b27b26222ea0d74988bbf3e03d79c4231e,801cf61fa9a310acfb9925ee8c95bf8be8f04943dce8d4bf488d2a459e95b85e,d2e605415f139beca30a695d0e6ef992aba01cb085c41d5cbb1e726487ea54aa
"92411030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","405"
"92411030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","406"
"92411030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","407"
"92411030","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","408"
"92411110","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","409"
"92411110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","410"
"92411110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","411"
"92411110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","412"
"92411110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","413"
"92411110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","414"
"92411110","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","415"
"92411120","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","416"
"92411120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","417"
"92411120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","418"
"92411120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","419"
"92411120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","420"
"92411120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","421"
"92411120","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","422"
"92411130","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","423"
"92411130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","424"
"92411130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","425"
"92411130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","426"
"92411130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","427"
"92411130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","428"
"92411130","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","429"
"92411140","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","430"
"92411140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","431"
"92411140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","432"
"92411140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","433"
"92411140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","434"
"92411140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","435"
"92411140","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","436"
"92411210","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","437"
"92411210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","438"
"92411210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","439"
"92411210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","440"
"92411210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","441"
"92411210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","442"
"92411210","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","443"
"92411220","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","444"
"92411220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","445"
"92411220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","446"
"92411220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","447"
"92411220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","448"
"92411220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","449"
"92411220","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","450"
"92411230","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","451"
"92411230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","452"
"92411230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","453"
"92411230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","454"
"92411230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","455"
"92411230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","456"
"92411230","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","457"
"92411240","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","458"
"92411240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","459"
"92411240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","460"
"92411240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","461"
"92411240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","462"
"92411240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","463"
"92411240","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","464"
"92411310","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","465"
"92411310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","466"
"92411310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","467"
"92411310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","468"
"92411310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","469"
"92411310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","470"
"92411310","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","471"
"92411320","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","472"
"92411320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","473"
"92411320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","474"
"92411320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","475"
"92411320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","476"
"92411320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","477"
"92411320","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","478"
"92411330","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","479"
"92411330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","480"
"92411330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","481"
"92411330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","482"
"92411330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","483"
"92411330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","484"
"92411330","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","485"
"92411340","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","火屬性獎勵特大幅度提升","12","486"
"92411340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","487"
"92411340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","488"
"92411340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","489"
"92411340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","490"
"92411340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","491"
"92411340","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","492"
"92412010","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","493"
"92412010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","494"
"92412010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","495"
"92412010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","496"
"92412010","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","497"
"92412020","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","498"
"92412020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","499"
"92412020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","500"
"92412020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","501"
"92412020","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","502"
"92412030","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","503"
"92412030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","504"
"92412030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","505"
"92412030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","506"
"92412030","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","507"
"92412110","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","508"
"92412110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","509"
"92412110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","510"
"92412110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","511"
"92412110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","512"
"92412110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","513"
"92412110","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","514"
"92412120","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","515"
"92412120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","516"
"92412120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","517"
"92412120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","518"
"92412120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","519"
"92412120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","520"
"92412120","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","521"
"92412130","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","522"
"92412130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","523"
"92412130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","524"
"92412130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","525"
"92412130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","526"
"92412130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","527"
"92412130","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","528"
"92412140","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","529"
"92412140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","530"
"92412140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","531"
"92412140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","532"
"92412140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","533"
"92412140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","534"
"92412140","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","535"
"92412210","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","536"
"92412210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","537"
"92412210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","538"
"92412210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","539"
"92412210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","540"
"92412210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","541"
"92412210","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","542"
"92412220","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","543"
"92412220","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","544"
"92412220","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","545"
"92412220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","546"
"92412220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","547"
"92412220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","548"
"92412220","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","549"
"92412230","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","550"
"92412230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","551"
"92412230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","552"
"92412230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","553"
"92412230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","554"
"92412230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","555"
"92412230","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","556"
"92412240","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","557"
"92412240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","558"
"92412240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","559"
"92412240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","560"
"92412240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","561"
"92412240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","562"
"92412240","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","563"
"92412310","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","564"
"92412310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","565"
"92412310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","566"
"92412310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","567"
"92412310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","568"
"92412310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","569"
"92412310","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","570"
"92412320","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","571"
"92412320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","572"
"92412320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","573"
"92412320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","574"
"92412320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","575"
"92412320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","576"
"92412320","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","577"
"92412330","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","578"
"92412330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","579"
"92412330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","580"
"92412330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","581"
"92412330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","582"
"92412330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","583"
"92412330","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","584"
"92412340","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","風屬性獎勵特大幅度提升","14","585"
"92412340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","586"
"92412340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","587"
"92412340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","減少降低TP","boss_tp_down_cut","588"
"92412340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","18","589"
"92412340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","590"
"92412340","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","591"
"92501010","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","闇屬性獎勵特大幅度提升","16","592"
"92501010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","593"
"92501010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","594"
"92501010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","595"
"92501010","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","596"
"92501020","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","闇屬性獎勵特大幅度提升","16","597"
"92501020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","598"
"92501020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","599"
"92501020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","600"
"92501020","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","601"
"92501030","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","闇屬性獎勵特大幅度提升","16","602"
"92501030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","603"
"92501030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","604"
"92501030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","賦予TP上升的上限","17","605"
"92501030","戰鬥開始時，中幅度降低全體角色的HP吸收。","降低HP吸收","9","606"
"92501110","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","闇屬性獎勵特大幅度提升","16","607"
"92501110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","boss_def_lower_limit","608"
"92501110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","609"
