f220901f58276ea7a791ed782996e56ba31297cb3505d3bcd408a71092cdb9bf,e4d679df998889057589544362bc7546e4d767f979bcdb1deb620c0782bfa623,275ad87821f9ed90ba950123ce148734695a9c9a20de629f57f27349a5639d34,9098e3b54dd5624090e50447f113e0bcb5a995f7736d1b78e4c1bcfa46fcafdb,717daaff0d0dacd53756cd6a0905fdbb1779c40b3e01cfa07ba0f103c0196510,e9eb38cd0f5ab5407413d1459142dde22f51b5a7e9a68a36bd3cd451ffb6bc1c,d9725f238747be881217c29ed1b91a38dc1439c1b40d1b3055646f81b3ea2253,88ebbfb4a647b6351f550b10a0352456b472451a22c869a475ac76eba92b3e26,999e8fe189285e4c70d378378e577e7a20cfbc463b06884bd42fadb9308ceb76,87b9c0cf22938422bb245164fb107a5917b4dde2126bf6fbe1dd5e6334d0616a,4dc813b8026d2cd960c0069671e727fc8868268327293c7549b82380956bbc72,4547672686292b157cde3b3c7fdf468dee11cac4df6f9e39cb53e3d90a871263,dac87907e3f1cd07197171b2b4b3e6ab98752887acf8c21bdc3c4545985a5216
"vo_minigame_1012_result_2081","0","5","2","2","9","2","2.67","3","果然很難耶……\n但是感覺下一次能答對更多題！","22300149","3001","4"
"vo_minigame_1012_result_2082","0","5","2","2","9","2","4.68","6","題目那麼難，\n這分數很可以了吧？\n咦？感覺還能更好？","22300150","3001","10"
"vo_minigame_1012_result_2083","0","5","2","2","9","2","0","9","哪裡錯了呢？\n人家完全不曉得……\n不愧是很難的題目。","22300151","3001","9"
"vo_minigame_1012_result_2084","0","5","2","3","9","2","3.55","3","雖然難到爆，\n但要做的事還是一樣的吧？\n人家也會跟著秀才的，\n就腳踏實地地努力吧！","22300152","3001","0"
"vo_minigame_1012_result_2085","0","5","2","3","9","2","2.51","6","果然難翻天了……\n對了，猶豫的話，\n使用提示也是很可以的吧？","22300153","3001","4"
"vo_minigame_1012_result_2086","0","5","2","3","9","2","6.15","5","果然考試\n不能想說船到橋頭自然直？\n只能記起來嗎？\n那就只能努力了……","22300154","3001","9"
"vo_minigame_1012_result_2087","6","1","2","1","4","2","4.12","9","本來以為可以的，\n但卻不是那麼一回事？\n考試真的好殘酷……","22300155","3001","4"
"vo_minigame_1012_result_2088","6","1","2","1","4","2","0.01","4","唔嗯……完全不懂！\n但這是簡單的題目吧……？\n要再試一次嗎？","22300156","3001","4"
"vo_minigame_1012_result_2089","0","1","2","1","4","2","5.28","3","我們還在\n學習中嘛……\n之後才會展現成果吧？\n對吧，秀才！","22300157","3001","0"
"vo_minigame_1012_result_2090","0","1","2","2","4","2","2.89","3","一點一滴記起來就OK了吧！\n跟人家一起學習吧！","22300158","3001","0"
"vo_minigame_1012_result_2091","0","1","2","2","4","2","5.45","7","即使不擅長讀書，\n但人家很喜歡跟秀才一起學習！\n所以說，\n能再教人家一次嗎？","22300159","3001","0"
"vo_minigame_1012_result_2092","3","1","2","2","4","2","4.29","10","即使記了也馬上就忘，\n該怎麼辦才好？\n啊，這種時候，\n就是要複習？","22300160","3001","4"
"vo_minigame_1012_result_2093","6","1","2","3","4","2","4.64","8","太難了！\n腦筋都要秀逗了！\n秀才，\n吹吹人家的頭～","22300161","3001","4"
"vo_minigame_1012_result_2094","0","1","2","3","4","2","3.14","5","題目難到翻好難過～\n但是秀才很努力，\n人家也要加油！","22300162","3001","9"
"vo_minigame_1012_result_2095","0","1","2","3","4","2","6.59","4","跟秀才同分，\n人家好像有點安心了，\n我們一起加油吧～！\n可別丟下人家喔！","22300163","3001","7"
"vo_minigame_1012_result_2096","0","0","2","1","0","2","0","3","……總之，不會有比這更低分了，\n下次來個大逆轉，\n讓分數飆升吧！","22300164","3001","3"
"vo_minigame_1012_result_2097","5","0","2","1","0","2","2.2","10","這是0分嘛……\n對了，下次要不要試試看，\n用擲鉛筆來選答案的作戰？","22300165","3001","9"
"vo_minigame_1012_result_2098","6","0","2","1","0","2","0.01","4","有時候會沒辦法思考呢……\n秀才也有過那種感覺嗎？","22300166","3001","4"
"vo_minigame_1012_result_2099","3","0","2","2","0","2","2.8","2","咦？秀才也考0分？\n那就跟人家一樣了嘛♪\n不過也別急，\n我們一起學習吧！","22300167","3001","6"
"vo_minigame_1012_result_2100","6","0","2","2","0","2","3.22","4","唔唔唔～0分……！\n即使記起來了也馬上就忘，\n讀書真的好辛苦。","22300168","3001","9"
"vo_minigame_1012_result_2101","11","0","2","2","0","2","2.1","0","0分呢……\n不過沒事沒事，\n只要能雪恥，結果就沒問題！","22300169","3001","4"
"vo_minigame_1012_result_2102","3","0","2","3","0","2","2.74","2","吃點點心休息一下，\n再來雪恥吧！\n吃了甜食後一定可以的吧！","22300170","3001","0"
"vo_minigame_1012_result_2103","9","0","2","3","0","2","3","9","秀才你也覺得\n這難翻天了嗎？\n那這份測驗，\n不就誰都沒辦法答對？","22300171","3001","6"
"vo_minigame_1012_result_2104","0","0","2","3","0","2","4.37","2","……奇怪？\n我把0看成〇了！\n呀哈，\n我可能稍微湧出幹勁了！","22300172","3001","10"
"vo_minigame_1012_gamestart_200","10","0","3","0","0","2","0.01","0","好～加油吧～","23100101","1001","0"
"vo_minigame_1012_gamestart_201","0","0","3","0","0","2","0","2","學習，\n學習～！","23100102","1001","2"
"vo_minigame_1012_gamestart_202","0","0","3","0","0","2","0","3","秀才，請多指教～","23100103","1001","3"
"vo_minigame_1012_gamestart_203","4","3","3","0","-1","2","0.01","0","重複複習很重要呢♪","23100201","1002","0"
"vo_minigame_1012_gamestart_204","0","3","3","0","-1","2","0","7","那個那個，再多教人家一點～","23100202","1002","7"
"vo_minigame_1012_gamestart_205","0","1","3","0","1","2","0","5","首先從這開始……！","23100301","1003","5"
"vo_minigame_1012_gamestart_206","0","1","3","0","1","2","0","0","請多指教，手下留情～","23100302","1003","0"
"vo_minigame_1012_gamestart_207","0","2","3","0","2","2","0","6","好像還蠻難的喔？","23100303","1003","6"
"vo_minigame_1012_gamestart_208","0","2","3","0","2","2","0","5","OK～人家努力看看……！","23100304","1003","5"
"vo_minigame_1012_gamestart_209","0","3","3","0","3","2","0","4","慘了，這難翻天了……！","23100305","1003","4"
"vo_minigame_1012_gamestart_210","0","3","3","0","3","2","0","10","這是會讓腦筋秀逗的東西吧？","23100306","1003","10"
"vo_minigame_1012_gamestart_211","0","0","3","0","0","2","0","3","OK～人家也不會放棄的～","23100401","1004","3"
"vo_minigame_1012_gamestart_212","0","0","3","0","0","2","0","2","再複習一次吧！","23100402","1004","2"
"vo_minigame_1012_gamestart_213","0","0","3","0","0","2","0","3","我有看到\n你和凱留寶\n一起讀書♪","23100501","1005","3"
"vo_minigame_1012_gamestart_214","0","0","3","0","0","2","0","0","人家也像凱留寶一樣戴眼鏡試試看吧？","23100502","1005","0"
"vo_minigame_1012_start_200","0","0","3","0","0","2","0","3","來吧～！","23110101","1101","3"
"vo_minigame_1012_start_201","0","0","3","0","0","2","0","4","答得出來嗎？","23110102","1101","4"
"vo_minigame_1012_start_202","0","0","3","0","0","2","0","2","秀才老師～！","23110103","1101","2"
"vo_minigame_1012_start_203","0","0","3","0","0","2","0","5","還早得很！","23110201","1102","5"
"vo_minigame_1012_start_204","0","0","3","0","0","2","0","0","來反攻吧！","23110202","1102","0"
"vo_minigame_1012_start_205","0","0","3","0","0","2","0","5","專心，專心！","23110203","1102","5"
"vo_minigame_1012_start_206","0","2","3","0","4","2","0","3","現在才開始！","23110301","1103","3"
"vo_minigame_1012_start_207","0","2","3","0","4","2","0","3","積極進攻囉！","23110302","1103","3"
"vo_minigame_1012_start_208","0","2","3","0","4","2","0","2","氣氛嗨起來～","23110303","1103","2"
"vo_minigame_1012_start_209","0","5","3","0","7","2","0","2","加油～加油～！","23110304","1103","2"
"vo_minigame_1012_start_210","0","5","1","0","7","2","0","5","還有一半……！","23110305","1103","5"
"vo_minigame_1012_start_211","0","5","1","0","7","2","0","5","下半場……！","23110306","1103","5"
"vo_minigame_1012_start_212","0","8","1","0","10","2","0","0","差不多要結束了！","23110307","1103","0"
"vo_minigame_1012_start_213","0","8","1","0","10","2","0","2","還剩一點！","23110308","1103","2"
"vo_minigame_1012_start_214","0","8","1","0","10","2","0","5","再堅持一下……！","23110309","1103","5"
"vo_minigame_1012_start_215","0","2","3","0","2","2","0","0","能選到正確答案就好了呢。","23110401","1104","0"
"vo_minigame_1012_start_216","0","2","3","0","2","2","0","6","哪個是正確答案呢～？","23110402","1104","6"
"vo_minigame_1012_start_217","0","2","3","0","2","2","0","0","好像是單選！","23110403","1104","0"
"vo_minigame_1012_start_218","0","1","3","0","1","2","0","3","是是非題呢！","23110404","1104","3"
"vo_minigame_1012_start_219","0","1","3","0","1","2","0","6","是〇嗎？還是×？","23110405","1104","6"
"vo_minigame_1012_start_220","0","1","3","0","1","2","0","0","你覺得是哪個？","23110406","1104","0"
"vo_minigame_1012_start_221","0","3","3","0","3","2","0","2","要選出所有\n正確答案！","23110407","1104","2"
"vo_minigame_1012_start_222","0","3","3","0","3","2","0","0","好像有好幾個正確答案。","23110408","1104","0"
"vo_minigame_1012_start_223","0","3","3","0","3","2","0","6","好像只要選出正確答案～","23110409","1104","6"
"vo_minigame_1012_start_227","0","0","3","0","0","2","0","6","人家可能知道答案！","23110501","1105","6"
"vo_minigame_1012_start_228","0","0","3","0","0","2","0","5","呃……人家記得……","23110502","1105","5"
"vo_minigame_1012_start_229","0","0","3","0","0","2","0","10","之前有答對過嗎？","23110503","1105","10"
"vo_minigame_1012_start_224","0","0","3","0","0","2","0","4","好難的題目……！","23110601","1106","4"
"vo_minigame_1012_start_225","0","0","3","0","0","2","0","10","這是什麼啊？","23110602","1106","10"
"vo_minigame_1012_start_226","0","0","3","0","0","2","0","0","有看過吧？","23110603","1106","0"
"vo_minigame_1012_start_230","0","0","3","0","0","2","0","3","好，快了快了！","23110701","1107","3"
"vo_minigame_1012_start_231","4","0","3","0","0","2","0.01","2","再一題～♪","23110702","1107","2"
"vo_minigame_1012_start_232","0","0","3","0","0","2","0","6","奇怪，\n這下超不妙的吧……？","23110801","1108","6"
"vo_minigame_1012_start_233","0","0","3","0","0","2","0","4","這個，是不及格吧……？","23110802","1108","4"
"vo_minigame_1012_correct_200","0","0","3","0","0","2","0","6","原來如此～","23120101","1201","6"
"vo_minigame_1012_correct_201","0","0","3","0","0","2","0","2","是這樣啊～！","23120102","1201","2"
"vo_minigame_1012_correct_202","11","0","3","0","0","2","0.01","3","耶～！","23120103","1201","3"
"vo_minigame_1012_correct_203","0","0","3","0","0","2","0","3","答對了～！","23120104","1201","3"
"vo_minigame_1012_correct_204","2","0","3","0","0","2","0.01","1","嗯嗯……！","23120105","1201","1"
"vo_minigame_1012_correct_205","0","0","3","0","0","2","0","6","我不曉得……","23120106","1201","6"
"vo_minigame_1012_correct_206","0","0","3","0","0","2","0","3","很完美嘛！","23120107","1201","3"
"vo_minigame_1012_correct_210","0","0","3","0","3000","2","0","6","快到爆～","23120201","1202","6"
"vo_minigame_1012_correct_211","0","0","3","0","3000","2","0","6","等一下！","23120202","1202","6"
"vo_minigame_1012_correct_212","8","3001","3","0","6000","2","0.01","6","真是的～下一題！？","23120203","1202","6"
"vo_minigame_1012_correct_213","8","3001","3","0","6000","2","0.01","6","太快了吧！？","23120204","1202","6"
"vo_minigame_1012_correct_214","0","3001","3","0","6000","2","0","3","很行嘛！","23120205","1202","3"
"vo_minigame_1012_correct_216","0","13333","3","0","-1","2","0","4","好難喔。","23120206","1202","4"
"vo_minigame_1012_correct_220","0","0","3","0","0","2","0","3","氣氛超級嗨～","23120301","1203","3"
"vo_minigame_1012_correct_224","0","0","3","0","0","2","0","3","輕輕鬆鬆嘛！","23120401","1204","3"
"vo_minigame_1012_correct_226","0","0","3","0","0","2","0","3","已經～很完美囉！","23120402","1204","3"
"vo_minigame_1012_correct_221","0","0","3","0","0","2","0","2","答對了～！！","23120501","1205","2"
"vo_minigame_1012_correct_222","0","0","3","0","0","2","0","3","來雪恥吧！","23120502","1205","3"
"vo_minigame_1012_correct_227","0","3","3","0","-1","2","0","2","不錯喔～","23120601","1206","2"
"vo_minigame_1012_correct_229","4","3","3","0","-1","2","0.01","3","嗨起來～！","23120602","1206","3"
"vo_minigame_1012_correct_230","0","3","3","0","-1","2","0","5","好戲現在才開始！","23120701","1207","5"
"vo_minigame_1012_incorrect_200","6","0","3","0","0","2","0.01","4","唔～嗯……","23130101","1301","4"
"vo_minigame_1012_incorrect_201","0","0","3","0","0","2","0","4","怎麼會～","23130102","1301","4"
"vo_minigame_1012_incorrect_202","0","0","3","0","0","2","0","10","是這樣啊～！","23130103","1301","10"
"vo_minigame_1012_incorrect_203","0","0","3","0","0","2","0","9","騙人～！？","23130104","1301","9"
"vo_minigame_1012_incorrect_204","0","0","3","0","0","2","0","4","答錯了？","23130105","1301","4"
"vo_minigame_1012_incorrect_205","6","0","3","0","0","2","0.01","4","震驚……","23130106","1301","4"
"vo_minigame_1012_incorrect_206","0","0","3","0","0","2","0","9","為什麼為什麼～！","23130107","1301","9"
"vo_minigame_1012_incorrect_210","8","0","3","0","3000","2","0.01","6","真的嗎！？","23130201","1302","6"
"vo_minigame_1012_incorrect_211","8","0","3","0","3000","2","0.01","6","秀才！？","23130202","1302","6"
"vo_minigame_1012_incorrect_212","0","3001","3","0","6000","2","0","4","奇怪……？","23130203","1302","4"
"vo_minigame_1012_incorrect_213","0","3001","3","0","6000","2","0","4","答錯了！？","23130204","1302","4"
"vo_minigame_1012_incorrect_214","0","3001","3","0","6000","2","0","4","別急喔！","23130205","1302","4"
"vo_minigame_1012_incorrect_215","0","20000","3","0","-1","2","0","4","時間到了？","23130206","1302","4"
"vo_minigame_1012_incorrect_220","0","0","3","0","0","2","0","9","真的莫名其妙～","23130301","1303","9"
"vo_minigame_1012_incorrect_221","0","0","3","0","0","2","0","10","人家忘了……","23130401","1304","10"
"vo_minigame_1012_incorrect_222","0","0","3","0","0","2","0","4","是這樣嗎？","23130402","1304","4"
"vo_minigame_1012_incorrect_224","0","0","3","0","0","2","0","10","剛好出局？","23130501","1305","10"
"vo_minigame_1012_incorrect_225","0","0","3","0","0","2","0","5","真可惜～！","23130502","1305","5"
"vo_minigame_1012_hint_200","0","0","3","0","0","2","0","5","唔唔唔……","23140101","1401","5"
"vo_minigame_1012_hint_201","0","0","3","0","0","2","0","5","是哪個呢～？","23140102","1401","5"
"vo_minigame_1012_hint_202","0","0","3","0","0","2","0","4","不知道啦～","23140103","1401","4"
"vo_minigame_1012_hint_203","0","0","3","0","0","2","0","5","思考中……","23140104","1401","5"
"vo_minigame_1012_hint_204","7","0","3","0","0","2","0.01","5","人、人家沒睡著……！","23140105","1401","5"
"vo_minigame_1012_hint_205","4","0","3","0","0","2","0.01","2","哼哼哼～哼♪","23140106","1401","2"
"vo_minigame_1012_hint_206","11","0","3","0","0","2","0.01","3","呀哈，\n對到眼了呢♪","23140107","1401","3"
"vo_minigame_1012_hint_207","0","0","3","0","0","2","0","0","那個，要吃點心嗎？","23140108","1401","0"
"vo_minigame_1012_hint_208","0","0","3","0","0","2","0","4","腦袋要秀逗了……","23140109","1401","4"
"vo_minigame_1012_hint_209","0","0","3","0","0","2","0","10","感覺好像\n是這個吧？","23140110","1401","10"
"vo_minigame_1012_hint_210","0","0","3","0","0","2","0","4","這沒有答案吧……？","23140201","1402","4"
"vo_minigame_1012_hint_211","0","0","3","0","0","2","0","10","莫名其妙，笑死～","23140202","1402","10"
"vo_minigame_1012_hint_212","0","0","3","0","0","2","0","9","根本難到爆～","23140203","1402","9"
"vo_minigame_1012_hint_213","0","3001","3","0","20000","2","0","0","給人家提示～！","23150101","1501","0"
"vo_minigame_1012_hint_214","0","3001","3","0","20000","2","0","2","幫幫人家～","23150102","1501","2"
"vo_minigame_1012_hint_215","0","3001","3","0","20000","2","0","3","提示來吧～！","23150103","1501","3"
"vo_minigame_1012_hint_216","0","0","3","0","3000","2","0","2","提示提示～！","23150104","1501","2"
"vo_minigame_1012_hint_217","0","0","3","0","3000","2","0","8","救救人家～","23150105","1501","8"
"vo_minigame_1012_tap_200","8","1","3","0","4","2","0.01","6","哇啊！\n嚇人家一跳！","23160101","1601","6"
"vo_minigame_1012_tap_201","11","1","3","0","4","2","0.01","3","哈嚕哈嚕～","23160102","1601","3"
"vo_minigame_1012_tap_202","4","5","3","0","9","2","0.01","2","耶～！","23160103","1601","2"
"vo_minigame_1012_tap_203","0","5","3","0","9","2","0","7","要讓氣氛嗨起來嗎？","23160104","1601","7"
"vo_minigame_1012_tap_204","0","10","3","0","-1","2","0","2","很癢啦～！","23160105","1601","2"
"vo_minigame_1012_tap_205","11","10","3","0","-1","2","0.01","3","氣氛超級嗨～♪","23160106","1601","3"
"vo_minigame_1012_select_200","0","0","3","0","0","2","0","0","要教人家哪個科目？","23200101","2001","0"
"vo_minigame_1012_select_201","0","0","3","0","0","2","0","8","每個好像都很難呢。","23200102","2001","8"
"vo_minigame_1012_select_202","0","0","3","0","0","2","0.99","7","那個，說「預備」後一起選嗎？","23200103","2001","0"
"vo_minigame_1012_archive_200","0","0","3","0","0","2","3.43","3","重新看過之前教人家的內容，\n就叫做預習複習……\n……對吧！","23400101","4001","2"
