379bbc10288b46592a87b6f8c2f651b759f13b5a9dea23f64f03a4ecb107fce4,2f11dc93896f8dbefe25124b9d2df64c5c95e5c445ee3b99c92a57322e63fca2,dce660000727f766a077f8478eb04b7e25e425d93ce775639f70f0247dbf2462,ff955942924e686fcc9b124a7422043e4776b2bd727c3b92a3ff4d4374c37873,aac6ba523e20149f834d7a059ce52a524b0ef93dd3c5e91280afc55386df72e3,3671c67ab4987c3d1f96c9a7d9ac56511e2378b85a379e8e8fdfa0ae042678e4,65660cdba0c02e3f7dc4da2f5497a3874d83ed1d190899100dd3b98319a16bf6
"被操控的雪人 NORMAL","610081103","0","0","0","610081102","610081101"
"被操控的雪人 HARD","610081203","0","0","0","610081202","610081201"
"被操控的雪人 VERY HARD","610081303","0","0","0","610081302","610081301"
"被操控的雪人 SP1","610081413","0","0","0","610081412","610081401"
"被操控的雪人 SP2","610081423","0","0","0","610081422","610081402"
"被操控的雪人 SP3","610081433","0","0","0","610081432","610081403"
"超載力量","610085103","0","0","0","610085102","610085101"
"超載力量","610085203","0","0","0","610085202","610085201"
"超載力量","610085303","0","0","0","610085302","610085301"
"超載力量","610085412","0","0","0","610085411","610085401"
"超載力量","610085422","0","0","0","610085421","610085402"
"超載力量","610085432","0","0","0","610085431","610085403"
"爆裂‧時間儀 NORMAL","610093103","610093105","0","610093104","610093102","610093101"
"爆裂‧時間儀 HARD","610093203","610093205","0","610093204","610093202","610093201"
"爆裂‧時間儀 VERY HARD","610093303","610093305","0","610093304","610093302","610093301"
"爆裂‧時間儀 SP1","610093412","610093414","0","610093413","610093411","610093401"
"爆裂‧時間儀 SP2","610093422","610093424","0","610093423","610093421","610093402"
"爆裂‧時間儀 SP3","610093432","610093434","0","610093433","610093431","610093403"
"樂園守護者 NORMAL","610110103","610110105","0","610110104","610110102","610110101"
"樂園守護者 HARD","610110203","610110205","0","610110204","610110202","610110201"
"樂園守護者 VERY HARD","610110303","610110305","0","610110304","610110302","610110301"
"樂園守護者 SP1","610110412","610110414","0","610110413","610110411","610110401"
"樂園守護者 SP2","610110422","610110424","0","610110423","610110421","610110402"
"樂園守護者 SP3","610110432","610110434","0","610110433","610110431","610110403"
"超載力量","610113103","0","0","0","610113102","610113101"
"超載力量","610113203","0","0","0","610113202","610113201"
"超載力量","610113303","0","0","0","610113302","610113301"
"超載力量","610113412","0","0","0","610113411","610113401"
"超載力量","610113422","0","0","0","610113421","610113402"
"超載力量","610113432","0","0","0","610113431","610113403"
"顯露苦衷 埃拉＆志那都 NORMAL","610137103","0","0","0","610137102","610137101"
"顯露苦衷 埃拉＆志那都 HARD","610137203","0","0","0","610137202","610137201"
"顯露苦衷 埃拉＆志那都 VERY HARD","610137303","0","0","0","610137302","610137301"
"顯露苦衷 埃拉＆志那都 SP1","610137412","0","0","0","610137411","610137401"
"顯露苦衷 埃拉＆志那都 SP2","610137421","0","0","0","610137422","610137402"
"顯露苦衷 埃拉＆志那都 SP3","610137432","0","0","0","610137431","610137403"
"顯露苦衷 埃拉＆志那都 EX+1","610137512","0","0","0","610137511","610137501"
"顯露苦衷 埃拉＆志那都 EX+2","610137521","0","0","0","610137522","610137502"
"顯露苦衷 埃拉＆志那都 EX+3","610137532","0","0","0","610137531","610137503"
"樂園守護者 NORMAL","610138103","610138105","0","610138104","610138102","610138101"
"樂園守護者 HARD","610138203","610138205","0","610138204","610138202","610138201"
"樂園守護者 VERY HARD","610138303","610138305","0","610138304","610138302","610138301"
"樂園守護者 SP1","610138412","610138414","0","610138413","610138411","610138401"
"樂園守護者 SP2","610138422","610138424","0","610138423","610138421","610138402"
"樂園守護者 SP3","610138432","610138434","0","610138433","610138431","610138403"
"混沌生成系統 NORMAL","610150103","610150105","0","610150104","610150102","610150101"
"混沌生成系統 HARD","610150203","610150205","0","610150204","610150202","610150201"
"混沌生成系統 VERY HARD","610150303","610150305","0","610150304","610150302","610150301"
"混沌生成系統 SP1","610150412","610150414","0","610150413","610150411","610150401"
"混沌生成系統 SP2","610150422","610150424","0","610150423","610150421","610150402"
"混沌生成系統 SP3","610150432","610150434","0","610150433","610150431","610150403"
"混沌生成系統 EX+1","610150512","610150514","0","610150513","610150511","610150501"
"混沌生成系統 EX+2","610150522","610150524","0","610150523","610150521","610150502"
"混沌生成系統 EX+3","610150532","610150534","0","610150533","610150531","610150503"
"貝特魯吉烏斯 NORMAL","610153103","0","0","610153104","610153102","610153101"
"貝特魯吉烏斯 HARD","610153203","0","0","610153204","610153202","610153201"
"貝特魯吉烏斯 VERY HARD","610153303","0","0","610153304","610153302","610153301"
"貝特魯吉烏斯 SP1","610153412","0","0","610153413","610153411","610153401"
"貝特魯吉烏斯 SP2","610153422","0","0","610153423","610153421","610153402"
"貝特魯吉烏斯 SP3","610153432","0","0","610153433","610153431","610153403"
"惡毒巨蛇 NORMAL","610154103","0","0","610154104","610154102","610154101"
"惡毒巨蛇 HARD","610154203","0","0","610154204","610154202","610154201"
"惡毒巨蛇 VERY HARD","610154303","0","0","610154304","610154302","610154301"
"惡毒巨蛇 SP1","610154412","0","0","610154413","610154411","610154401"
"惡毒巨蛇 SP2","610154422","0","0","610154423","610154421","610154402"
"惡毒巨蛇 SP3","610154432","0","0","610154433","610154431","610154403"
"惡毒巨蛇 EX+1","610154512","0","0","610154513","610154511","610154501"
"惡毒巨蛇 EX+2","610154522","0","0","610154523","610154521","610154502"
"惡毒巨蛇 EX+3","610154532","0","0","610154533","610154531","610154503"
"年幼鬼魂‧吐舌鬼 NORMAL","610158103","0","0","610158104","610158102","610158101"
"年幼鬼魂‧吐舌鬼 HARD","610158203","0","0","610158204","610158202","610158201"
"年幼鬼魂‧吐舌鬼 VERY HARD","610158303","0","0","610158304","610158302","610158301"
"年幼鬼魂‧吐舌鬼 SP1","610158412","0","0","610158413","610158411","610158401"
"年幼鬼魂‧吐舌鬼 SP2","610158422","0","0","610158423","610158421","610158402"
"年幼鬼魂‧吐舌鬼 SP3","610158432","0","0","610158433","610158431","610158403"
"年幼鬼魂‧吐舌鬼 EX+1","610158512","0","0","610158513","610158511","610158501"
"年幼鬼魂‧吐舌鬼 EX+2","610158522","0","0","610158523","610158521","610158502"
"年幼鬼魂‧吐舌鬼 EX+3","610158532","0","0","610158533","610158531","610158503"
"被操控的雪人 NORMAL","660031103","0","0","0","660031102","660031101"
"被操控的雪人 HARD","660031203","0","0","0","660031202","660031201"
"被操控的雪人 VERY HARD","660031303","0","0","0","660031302","660031301"
"爆裂‧時間儀 NORMAL","660037103","660037105","0","660037104","660037102","660037101"
"爆裂‧時間儀 HARD","660037203","660037205","0","660037204","660037202","660037201"
"爆裂‧時間儀 VERY HARD","660037303","660037305","0","660037304","660037302","660037301"
"超載力量","660047103","0","0","0","660047102","660047101"
"超載力量","660047203","0","0","0","660047202","660047201"
"超載力量","660047303","0","0","0","660047302","660047301"
"樂園守護者 NORMAL","660059103","660059105","0","660059104","660059102","660059101"
"樂園守護者 HARD","660059203","660059205","0","660059204","660059202","660059201"
"樂園守護者 VERY HARD","660059303","660059305","0","660059304","660059302","660059301"
"顯露苦衷 埃拉＆志那都 NORMAL","660068103","0","0","0","660068102","660068101"
"顯露苦衷 埃拉＆志那都 HARD","660068203","0","0","0","660068202","660068201"
"顯露苦衷 埃拉＆志那都 VERY HARD","660068303","0","0","0","660068302","660068301"
"石像鬼‧炸裂","701000403","0","0","701000404","701000402","701000401"
"石像鬼‧炸裂","701000407","0","0","701000408","701000406","701000405"
"石像鬼‧炸裂","701000411","0","0","701000412","701000410","701000409"
"石像鬼‧炸裂","701000415","0","0","701000416","701000414","701000413"
"石像鬼‧炸裂","701000419","0","0","701000420","701000418","701000417"
"石像鬼‧魔幻","701000503","0","0","701000504","701000502","701000501"
"石像鬼‧魔幻","701000507","0","0","701000508","701000506","701000505"
"石像鬼‧魔幻","701000511","0","0","701000512","701000510","701000509"
"石像鬼‧魔幻","701000515","0","0","701000516","701000514","701000513"
"石像鬼‧魔幻","701000519","0","0","701000520","701000518","701000517"
"露娜之塔最上層","710078007","0","0","0","710078006","710078005"
"露娜之塔最上層EX","720078007","0","0","0","720078006","720078005"
"追憶卡里莎","750000503","750000505","0","750000504","750000502","750000501"
"追憶蘭法","750000703","0","0","0","750000702","750000701"
"追憶僕役‧洛克斯（複部位）","750000903","0","0","750000904","750000902","750000901"
"Roguelike 冰霜獵犬","770330303","0","0","770330304","770330302","770330301"
"Roguelike 冰霜獵犬","770330803","0","0","770330804","770330802","770330801"
"Roguelike 冰霜獵犬","770331303","0","0","770331304","770331302","770331301"
"Roguelike 冰霜獵犬","770331803","0","0","770331804","770331802","770331801"
"Roguelike 狂怒綠龍","770530303","0","0","770530304","770530302","770530301"
"Roguelike 狂怒綠龍","770530803","0","0","770530804","770530802","770530801"
"Roguelike 狂怒綠龍","770531303","0","0","770531304","770531302","770531301"
"Roguelike 狂怒綠龍","770531803","0","0","770531804","770531802","770531801"
"機械莉瑪2020MODE3","800100213","0","0","800100214","800100212","800100203"
"霸瞳僕役（複合）","801100233","0","0","801100243","801100223","801100213"
"蘭法","802100212","0","0","0","802100211","802100210"
"卡里莎","802100232","802100234","0","802100233","802100231","802100230"
"蘭法","802100243","0","0","0","802100242","802100241"
"卡里莎","802100247","802100249","0","802100248","802100246","802100245"
"黑之王賈巴沃克","803100203","0","0","803100204","803100202","803100201"
"黑之王賈巴沃克","803100207","0","0","803100208","803100206","803100205"
"黑之王賈巴沃克","803100211","0","0","803100212","803100210","803100209"
"深域泰坦龍龜","820103003","0","0","820103004","820103002","820103001"
"深域涅普堤利昂","820104003","0","0","820104004","820104002","820104001"
"深域詛咒鎧甲‧洛克斯","820108003","0","0","820108004","820108002","820108001"
"深域哥布林騎兵","830102003","0","0","0","830102002","830102001"
"深域頑強幽靈","830107003","0","0","830107004","830107002","830107001"
"深域冰霜獵犬","840102003","0","0","840102004","840102002","840102001"
"深域三重岩","840105003","0","0","840105004","840105002","840105001"
"深域雷電","850103003","0","0","850103004","850103002","850103001"
"深域劍蛇","850105003","0","0","850105004","850105002","850105001"
"深域黑曜飛龍","850106003","0","0","850106004","850106002","850106001"
"7月深淵討伐戰冰霜獵犬","924072103","0","0","924072104","924072102","924072101"
"7月深淵討伐戰冰霜獵犬","924072203","0","0","924072204","924072202","924072201"
"7月深淵討伐戰冰霜獵犬","924072303","0","0","924072304","924072302","924072301"
"7月深淵討伐戰冰霜獵犬","924072403","0","0","924072404","924072402","924072401"
"8月深淵討伐戰三重岩","924082103","0","0","924082104","924082102","924082101"
"8月深淵討伐戰三重岩","924082203","0","0","924082204","924082202","924082201"
"8月深淵討伐戰三重岩","924082303","0","0","924082304","924082302","924082301"
"8月深淵討伐戰三重岩","924082403","0","0","924082404","924082402","924082401"
"9月深淵討伐戰劍蛇","924092103","0","0","924092104","924092102","924092101"
"9月深淵討伐戰劍蛇","924092203","0","0","924092204","924092202","924092201"
"9月深淵討伐戰劍蛇","924092303","0","0","924092304","924092302","924092301"
"9月深淵討伐戰劍蛇","924092403","0","0","924092404","924092402","924092401"
"10月深淵討伐戰黑曜飛龍","924102103","0","0","924102104","924102102","924102101"
"10月深淵討伐戰黑曜飛龍","924102203","0","0","924102204","924102202","924102201"
"10月深淵討伐戰黑曜飛龍","924102303","0","0","924102304","924102302","924102301"
"10月深淵討伐戰黑曜飛龍","924102403","0","0","924102404","924102402","924102401"
"11月深淵討伐戰雷電","924112103","0","0","924112104","924112102","924112101"
"11月深淵討伐戰雷電","924112203","0","0","924112204","924112202","924112201"
"11月深淵討伐戰雷電","924112303","0","0","924112304","924112302","924112301"
"11月深淵討伐戰雷電","924112403","0","0","924112404","924112402","924112401"
"12月深淵討伐戰泰坦龍龜","924122103","0","0","924122104","924122102","924122101"
"12月深淵討伐戰泰坦龍龜","924122203","0","0","924122204","924122202","924122201"
"12月深淵討伐戰泰坦龍龜","924122303","0","0","924122304","924122302","924122301"
"12月深淵討伐戰泰坦龍龜","924122403","0","0","924122404","924122402","924122401"
"2月深淵討伐戰涅普堤利昂","924142103","0","0","924142104","924142102","924142101"
"2月深淵討伐戰涅普堤利昂","924142203","0","0","924142204","924142202","924142201"
"2月深淵討伐戰涅普堤利昂","924142303","0","0","924142304","924142302","924142301"
"2月深淵討伐戰涅普堤利昂","924142403","0","0","924142404","924142402","924142401"
"3月深淵討伐戰三重岩","924152103","0","0","924152104","924152102","924152101"
"3月深淵討伐戰三重岩","924152203","0","0","924152204","924152202","924152201"
"3月深淵討伐戰三重岩","924152303","0","0","924152304","924152302","924152301"
"3月深淵討伐戰三重岩","924152403","0","0","924152404","924152402","924152401"
"4月深淵討伐戰泰坦龍龜","924162103","0","0","924162104","924162102","924162101"
"4月深淵討伐戰泰坦龍龜","924162203","0","0","924162204","924162202","924162201"
"4月深淵討伐戰泰坦龍龜","924162303","0","0","924162304","924162302","924162301"
"4月深淵討伐戰泰坦龍龜","924162403","0","0","924162404","924162402","924162401"
"5月深淵討伐戰頑強幽靈","924172103","0","0","924172104","924172102","924172101"
"5月深淵討伐戰頑強幽靈","924172203","0","0","924172204","924172202","924172201"
"5月深淵討伐戰頑強幽靈","924172303","0","0","924172304","924172302","924172301"
"5月深淵討伐戰頑強幽靈","924172403","0","0","924172404","924172402","924172401"
"7月深淵討伐戰雷電","924192103","0","0","924192104","924192102","924192101"
"7月深淵討伐戰雷電","924192203","0","0","924192204","924192202","924192201"
"7月深淵討伐戰雷電","924192303","0","0","924192304","924192302","924192301"
"7月深淵討伐戰雷電","924192403","0","0","924192404","924192402","924192401"
"8月深淵討伐戰黑曜飛龍","924202103","0","0","924202104","924202102","924202101"
"8月深淵討伐戰黑曜飛龍","924202203","0","0","924202204","924202202","924202201"
"8月深淵討伐戰黑曜飛龍","924202303","0","0","924202304","924202302","924202301"
"8月深淵討伐戰黑曜飛龍","924202403","0","0","924202404","924202402","924202401"
"9月深淵討伐戰城堡多倫多獸","924212103","0","0","924212104","924212102","924212101"
"9月深淵討伐戰城堡多倫多獸","924212203","0","0","924212204","924212202","924212201"
"9月深淵討伐戰城堡多倫多獸","924212303","0","0","924212304","924212302","924212301"
"9月深淵討伐戰城堡多倫多獸","924212403","0","0","924212404","924212402","924212401"
"10月深淵討伐戰詛咒鎧甲‧洛克斯（複部位）","924222103","0","0","924222104","924222102","924222101"
"10月深淵討伐戰詛咒鎧甲‧洛克斯（複部位）","924222203","0","0","924222204","924222202","924222201"
"10月深淵討伐戰詛咒鎧甲‧洛克斯（複部位）","924222303","0","0","924222304","924222302","924222301"
"10月深淵討伐戰詛咒鎧甲‧洛克斯（複部位）","924222403","0","0","924222404","924222402","924222401"
"11月深淵討伐戰劍蛇","924232103","0","0","924232104","924232102","924232101"
"11月深淵討伐戰劍蛇","924232203","0","0","924232204","924232202","924232201"
"11月深淵討伐戰劍蛇","924232303","0","0","924232304","924232302","924232301"
"11月深淵討伐戰劍蛇","924232403","0","0","924232404","924232402","924232401"
"12月深淵討伐戰冰霜獵犬","924242103","0","0","924242104","924242102","924242101"
"12月深淵討伐戰冰霜獵犬","924242203","0","0","924242204","924242202","924242201"
"12月深淵討伐戰冰霜獵犬","924242303","0","0","924242304","924242302","924242301"
"12月深淵討伐戰冰霜獵犬","924242403","0","0","924242404","924242402","924242401"
"1月深淵討伐戰哥布林騎兵","925012103","0","0","925012104","925012102","925012101"
"1月深淵討伐戰哥布林騎兵","925012203","0","0","925012204","925012202","925012201"
"1月深淵討伐戰哥布林騎兵","925012303","0","0","925012304","925012302","925012301"
"1月深淵討伐戰哥布林騎兵","925012403","0","0","925012404","925012402","925012401"
