84c82582bad477b2984b20e8e0adb647df2e858c80d422cb98abf3378676c023,6e074fdfe49ab7e531a5495edbd206c1c8e6e43c47f37095826543e876509a77,744eb978c1b466f5aa782de4c92c1279cc97aa081182e968f383c4e8e0dd01c2,8e764655a1580273ef7ccae567aea7ca4f0f80ae7bb12acf11e27c178324267a,0828c3a6d60b24f22336bcaff44ee1e7028f47b737047e2cd57f4def4e51ed99,1d075905652884ad36eac8b4bef04a7decc9eb0c41bed5d1763d9f2c9fd22c92,4005ca77c040606733f43de1214bad717dae4cb127c44465dcd188c409cb90ae,18525f658d37cbba455a5b3c6ffb33fefe522eed38bc53cc69a26759ff01a8c0,c82c4fd27d23e43c9845fb48163687c706708a2996ea9da565671ed9452da12c,bb717c071c1b4c6cb3ffa89b58db82d8661dfca7606d732eeeebae8ce7440627,286317b5e71e1fdbf29820a2c96588ddcd85fb732f8b65038b4ba1f390c6c7e4
"1.05","0","123","1.05","","3217","132170036","","0.3","1.05","1.05"
"75","","122","0.5","","3217","132170037","","","75",""
"301702","","32","","","3217","132170038","","","1",""
"0.4","","93","","","3217","132170039","","","0",""
"2","","32","","","3217","132170040","","","0",""
"310000","","32","","","3217","132170041","","","0",""
"321700","","32","","","3217","132170042","","","1",""
"0.4","","93","","","3217","132170043","","","0",""
"0.95","2","123","0.95","","3217","132170044","","2","0.95","0.95"
"0.2","","93","","","3217","132170045","","","0",""
"1000001","0.2","3","0","","3217","132170046","","","glad",""
"120","","32","","","3217","132170047","","","1",""
"0.4","","93","","","3217","132170048","","","0",""
"998","","32","","","3217","132170049","","","1",""
"0.6","","93","","","3217","132170050","","","0",""
"1000001","0.2","3","0","","3217","132170051","","1","joy_round3_in","joy_round3_loop"
"5","","93","","","3217","132170052","","","0",""
"1","","113","","","3217","132170053","","","",""
"330000","0","31","345.4","","3300","133000001","","1","330000","0"
"8","1","31","345.4","","3300","133000002","","1","8","0"
"8","","35","","","3300","133000003","","","0",""
"0","","91","","","3300","133000004","","","",""
"1.05","0","123","1.05","","3300","133000005","","7.4","1.05","1.05"
"1000001","0.2","3","0","","3300","133000006","","","wait",""
"2","","35","","","3300","133000007","","","1",""
"4.9","","93","","","3300","133000008","","","0",""
"0.95","0","123","0.95","","3300","133000009","","0.4","0.95","0.95"
"330000","","32","","","3300","133000010","","","1",""
"0.1","","93","","","3300","133000011","","","0",""
"2","","32","","","3300","133000012","","","0",""
"0.1","","93","","","3300","133000013","","","0",""
"997","","32","","","3300","133000014","","","1",""
"1000001","0.2","3","0","","3300","133000015","","","joy_from_wait",""
"1.63","","93","","","3300","133000016","","","0",""
"0.3","","93","","","3300","133000017","","","0",""
"3","","113","","","3300","133000018","","","",""
