1d075905652884ad36eac8b4bef04a7decc9eb0c41bed5d1763d9f2c9fd22c92,6e074fdfe49ab7e531a5495edbd206c1c8e6e43c47f37095826543e876509a77,84c82582bad477b2984b20e8e0adb647df2e858c80d422cb98abf3378676c023,744eb978c1b466f5aa782de4c92c1279cc97aa081182e968f383c4e8e0dd01c2,8e764655a1580273ef7ccae567aea7ca4f0f80ae7bb12acf11e27c178324267a,c82c4fd27d23e43c9845fb48163687c706708a2996ea9da565671ed9452da12c,18525f658d37cbba455a5b3c6ffb33fefe522eed38bc53cc69a26759ff01a8c0,0828c3a6d60b24f22336bcaff44ee1e7028f47b737047e2cd57f4def4e51ed99,4005ca77c040606733f43de1214bad717dae4cb127c44465dcd188c409cb90ae,286317b5e71e1fdbf29820a2c96588ddcd85fb732f8b65038b4ba1f390c6c7e4,bb717c071c1b4c6cb3ffa89b58db82d8661dfca7606d732eeeebae8ce7440627
"3217","0","1.05","123","1.05","0.3","","","132170036","1.05","1.05"
"3217","","75","122","0.5","","","","132170037","","75"
"3217","","301702","32","","","","","132170038","","1"
"3217","","0.4","93","","","","","132170039","","0"
"3217","","2","32","","","","","132170040","","0"
"3217","","310000","32","","","","","132170041","","0"
"3217","","321700","32","","","","","132170042","","1"
"3217","","0.4","93","","","","","132170043","","0"
"3217","2","0.95","123","0.95","2","","","132170044","0.95","0.95"
"3217","","0.2","93","","","","","132170045","","0"
"3217","0.2","1000001","3","0","","","","132170046","","glad"
"3217","","120","32","","","","","132170047","","1"
"3217","","0.4","93","","","","","132170048","","0"
"3217","","998","32","","","","","132170049","","1"
"3217","","0.6","93","","","","","132170050","","0"
"3217","0.2","1000001","3","0","1","","","132170051","joy_round3_loop","joy_round3_in"
"3217","","5","93","","","","","132170052","","0"
"3217","","1","113","","","","","132170053","",""
"3300","0","330000","31","345.4","1","","","133000001","0","330000"
"3300","1","8","31","345.4","1","","","133000002","0","8"
"3300","","8","35","","","","","133000003","","0"
"3300","","0","91","","","","","133000004","",""
"3300","0","1.05","123","1.05","7.4","","","133000005","1.05","1.05"
"3300","0.2","1000001","3","0","","","","133000006","","wait"
"3300","","2","35","","","","","133000007","","1"
"3300","","4.9","93","","","","","133000008","","0"
"3300","0","0.95","123","0.95","0.4","","","133000009","0.95","0.95"
"3300","","330000","32","","","","","133000010","","1"
"3300","","0.1","93","","","","","133000011","","0"
"3300","","2","32","","","","","133000012","","0"
"3300","","0.1","93","","","","","133000013","","0"
"3300","","997","32","","","","","133000014","","1"
"3300","0.2","1000001","3","0","","","","133000015","","joy_from_wait"
"3300","","1.63","93","","","","","133000016","","0"
"3300","","0.3","93","","","","","133000017","","0"
"3300","","3","113","","","","","133000018","",""
