5f66171b5f44a8cbbbd8d249d32fc858f6b347f3511042dc7441f50b94dee83a,5ce8d0af4bb700ad3e306e3b53f383f899f46b8b3c76498fe0e055630e5090ea,4aa9a67a28f8e012c7b8cc38f791a752cf0f96dae33b455d0632ba7664511093,2ccc726e34e3ac24419471d33f07e226df867d2e83732e1d34056c8d96499f2f,fb762ba1de2bc179f1a145fbf547da9dd2f17630d27a4617e61ae4dc1b3569f6,24a3c737f10462cb549aa0c012e6ac4a55d55bcd2d76f2eba9b2f2295944f4f9,9441ba3e824a02afe3467ed415b9f4e1fe59747c6f6d9e528c7ff1c008eb84e7
"2:40","故事劇情迷你內容\n-｢滿心期待SUMMER TIME！｣編曲-\n\n時間 / 02:40\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / 畑田浩孝（Cygames）","0:00","小繆快快長大日記","bgm_M612_juke","bgm_M612","236"
"2:02","劇情活動主題曲\n-｢優雅少女旅程｣編曲-\n\n時間 / 02:02\n作曲 / 金山秀士（Dream Monster）\n編曲 / 多田彰文","0:00","真步真步的神奇旅程！　旅行的少女與邊境的大樹","bgm_M618_juke","bgm_M618","237"
"1:30","劇情活動Boss戰\n-｢優雅少女旅程｣編曲-\n\n時間 / 01:30\n時間 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","0:00","哀執的植物羊","bgm_M621_juke","bgm_M621","238"
"1:36","角色歌曲\n\n時間 / 01:36\n演唱　 / 真步（内田真礼）\n作詞 / 金山秀士（Dream Monster）\n作曲 / 金山秀士（Dream Monster）\n編曲 / 金山秀士（Dream Monster）","0:55","優雅少女旅程","bgm_M617","bgm_M617","239"
"1:34","劇情活動主題曲\n-｢O-TA-O-TA WORLD｣編曲-\n\n時間 / 01:34\n作曲 / Heart's Cry (TOKYO LOGIC)\n編曲 / 市橋卓也（Cygames）","0:00","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","bgm_M623_juke","bgm_M623","240"
"2:00","劇情活動Boss戰\n\n時間 / 02:00\n作曲 / 榎本 三和子（Cygames）\n編曲 / 榎本 三和子（Cygames）","0:00","瘋狂直播主‧輝美","bgm_M625_juke","bgm_M625","241"
"1:35","角色歌曲\n\n時間 / 01:35\n演唱　 / 智（茅原実里）\n　　　七七香（佳村はるか）\n　　　鈴（小岩井ことり）\n作詞 / Heart's Cry (TOKYO LOGIC)\n作曲 / Heart's Cry (TOKYO LOGIC)\n編曲 / Heart's Cry (TOKYO LOGIC)","1:01","O-TA-O-TA WORLD","bgm_M622","bgm_M622","242"
"1:37","故事劇情主題曲\n-「Knight's Soul」編曲-\n\n時間 / 01:37\n作曲 / 設楽哲也\n編曲 / 畑田浩孝（Cygames）","0:00","部族精神　高揭之劍與榮耀和平之橋","bgm_M630_juke","bgm_M630","243"
"1:59","故事劇情Boss戰\n\n時間 / 01:59\n作曲 / 西村真吾\n編曲 / 西村真吾","0:00","黑曜魔像","bgm_M634_juke","bgm_M634","244"
"1:28","角色歌曲\n\n時間 / 01:28\n歌　 / 茉莉（下田麻美）\n　　　克莉絲提娜（たかはし智秋）\n作詞 / eNu\n作曲 / 設楽哲也\n編曲 / 設楽哲也","0:52","Knight's Soul","bgm_M637","bgm_M637","245"
"1:08","故事劇情主題曲\n-｢初雪雙胞胎的求愛｣編曲-\n\n時間 / 01:08\n作曲 / 森本練\n編曲 / 中村早織（Cygames）","0:00","Happy Happening　幸福的雙子天使與聖誕夜的禮物","bgm_M638_juke","bgm_M638","246"
"2:01","故事劇情Boss戰\n\n時間 / 02:01\n作曲 / 守谷勇人\n編曲 / 守谷勇人","0:00","不幸福的多倫多獸","bgm_M641_juke","bgm_M641","247"
"1:29","角色歌曲\n\n時間 / 01:29\n演唱　 /依里（原紗友里）\n　　　茜里（浅倉杏美）\n作詞 / 森本練\n作曲 / 森本練\n編曲 / 森本練","0:52","初雪雙胞胎的求愛","bgm_M656","bgm_M656","248"
"1:21","故事劇情主題曲\n-《ma.sa.yu.me.》編曲-\n\n時間／01:21\n作曲／ウツミタカアキ\n編曲／佐藤遥（Cygames）","0:00","煙霧繚繞忘年奇譚　為旭日初升舉杯","bgm_M647_juke","bgm_M647","249"
"1:54","故事劇情Boss戰\n\n時間／01:54\n作曲／亀井瑠美\n編曲／亀井瑠美","0:00","汙穢的湯之神‧陽卵","bgm_M650_juke","bgm_M650","250"
"1:39","角色歌曲\n\n時間／01:39\n演唱／帆稀（大西沙織）\n　　　美里（國府田マリ子）\n作詞／ウツミタカアキ\n作曲／ウツミタカアキ\n編曲／ウツミタカアキ","1:05","ma.sa.yu.me.","bgm_M666","bgm_M666","251"
"2:04","故事劇情迷你內容\n-《ma.sa.yu.me.》編曲-\n\n時間／02:04\n作曲／ウツミタカアキ\n編曲／Enarak（Cygames）","0:00","新春每日溫泉","bgm_M651_juke","bgm_M651","252"
"1:03","終炎的理想鄉\n\n時間／01:03\n作曲／中町友洋\n編曲／中町友洋","0:00","終炎的理想鄉","bgm_M643_juke","bgm_M643","253"
"2:05","終炎的理想鄉Boss戰\n\n時間／02:05\n作曲／植田能平\n編曲／植田能平","0:00","甦醒的威脅們","bgm_M645_juke","bgm_M645","254"
"1:35","終炎的理想鄉Boss戰\n\n時間／01:35\n作曲／千葉梓（Cygames）、関根修平（Cygames）\n編曲／関根修平（Cygames）","0:00","虛偽的救濟者","bgm_M646_Mode1_juke","bgm_M646","255"
"1:40","終炎的理想鄉Boss戰\n\n時間／01:40\n作曲／千葉梓（Cygames）、関根修平（Cygames）\n編曲／関根修平（Cygames）","0:00","司掌終炎的魔術師","bgm_M646_Mode2_juke","bgm_M646","256"
"2:00","終炎的理想鄉Boss戰\n-《Mirage Game》時間／編曲-\n\n時間／02:00\n作曲／田中公平\n編曲／吉川美矩、関根修平（Cygames）","0:00","追尋奧祕力量之人","bgm_M646_Mode3_juke","bgm_M646","257"
"1:00","故事劇情主題曲\n-《Never Lose Again》編曲-\n\n時間／01:00\n作曲／奥井康介\n編曲／榎本三和子（Cygames）","0:00","嚮往著希望的樂園","bgm_M659_juke","bgm_M659","258"
"1:17","故事劇情主題曲\n-《Never Lose Again》編曲-\n\n時間／01:17\n作曲／奥井康介\n編曲／Enarak（Cygames）","0:00","即便在充滿不確定性的未來","bgm_M660_juke","bgm_M660","259"
"2:12","故事劇情Boss戰\n\n時間／02:12\n作曲／西木康智\n編曲／佐藤遥（Cygames）","0:00","樂園守護者","bgm_M664_juke","bgm_M664","260"
"3:26","故事劇情Boss戰\n\n時間／03:26\n作曲／畑田浩孝（Cygames）\n編曲／畑田浩孝（Cygames）","0:00","象徵久遠庭園之人","bgm_M665_juke","bgm_M665","261"
"1:22","角色歌曲\n\n時間／01:22\n演唱／矛依未（潘めぐみ）\n作詞／稲葉エミ\n作曲／奥井康介\n編曲／奥井康介","0:42","Never Lose Again","bgm_M667","bgm_M667","262"
"1:39","故事劇情主題曲\n-《喵喵的奮力一擊》編曲-\n\n時間／01:39\n作曲／TAKT（TRYTONELABO）\n編曲／佐藤遥（Cygames）","0:00","貓與懷舊點心的咖啡廳　歡迎光臨Café Naschkatze","bgm_M668_juke","bgm_M668","263"
"1:34","故事劇情Boss戰\n\n時間／01:34\n作曲／多田彰文\n編曲／多田彰文","0:00","祈福託災的招財貓","bgm_M671_juke","bgm_M671","264"
"1:35","角色歌曲\n\n時間／01:35\n演唱　／珠希（沼倉愛美）\n作詞／TAKT（TRYTONELABO）\n作曲／TAKT（TRYTONELABO）\n編曲／TAKT（TRYTONELABO）","0:51","喵喵的奮力一擊","bgm_M674","bgm_M674","265"
"1:21","故事劇情主題曲\n-《我的色彩STORY》編曲-\n\n時間／01:21\n作曲／高木龍一（Dream Monster）\n編曲／Max Mullowney（Cygames）","0:00","Dears　歡迎回家與我回來了的約定","bgm_MC017_juke","bgm_MC017","266"
"2:31","故事劇情Boss戰\n\n時間／02:31\n作曲／小半大\n編曲／小半大","0:00","大王猩猩","bgm_MC020_juke","bgm_MC020","267"
"1:29","角色歌曲\n\n時間／01:29\n演唱　／栞（小清水亞美）\n作詞／Cocoro. （Dream Monster）\n作曲／高木龍一（Dream Monster）\n編曲／高木龍一（Dream Monster）","0:59","我的色彩STORY","bgm_MC034","bgm_MC034","268"
"2:19","故事劇情迷你內容\n-《我的色彩STORY》編曲-\n\n時間／02:19\n作曲／高木龍一（Dream Monster）\n編曲／Enarak（Cygames）","0:00","魔物生態報告書","bgm_MC021_juke","bgm_MC021","269"
"2:06","主線冒險\n\n時間／02:06\n作曲／佐藤遥（Cygames）\n編曲／佐藤遥（Cygames）","0:00","萬花綻放的新天地","bgm_MC001_juke","bgm_MC001","270"
"1:23","主線冒險\n\n時間／01:23\n作曲／長谷部翔（Cygames）\n編曲／長谷部翔（Cygames）","0:00","吉歐‧提格尼亞的戰鬥","bgm_MC022_juke","bgm_MC022","271"
"2:09","故事劇情主題曲\n-「羽翼的序幕」編曲-\n\n時間 / 02:09\n作曲 / 本多友紀 (Arte Refact)\n編曲 / 畑田浩孝（Cygames）","0:00","Connect‧With‧Blue　直至少女前往天際","bgm_MC026_juke","bgm_MC026","272"
"2:08","故事劇情Boss戰\n\n時間 / 02:08\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","0:00","智慧的鍊金術師‧莫夫","bgm_MC029_juke","bgm_MC029","273"
"1:32","角色歌曲\n\n時間 / 01:32\n演唱 / 吉塔（金元寿子）\n作詞 / 真崎エリカ\n作曲 / 本多友紀 (Arte Refact)\n編曲 / 本多友紀 (Arte Refact)","1:03","羽翼的序幕","bgm_MC035","bgm_MC035","274"
"1:58","故事劇情迷你內容\n-「羽翼的序幕」編曲-\n\n時間 / 01:58\n作曲 / 本多友紀 (Arte Refact)\n編曲 / 亀井瑠美","0:00","蘭德索爾一期一會","bgm_MC030_juke","bgm_MC030","275"
"1:07","次元斷層\n\n時間 / 01:07\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","0:00","次元斷層","bgm_MC007_juke","bgm_MC007","276"
"1:46","次元斷層\n\n時間 / 01:46\n作曲 / 中村博\n編曲 / 中村博","0:00","出現於次元夾縫的威脅","bgm_MC008_juke","bgm_MC008","277"
"1:32","主線冒險Boss戰\n\n時間 / 01:32\n作曲 / 中町友洋\n編曲 / 中町友洋","0:00","華麗世界的強敵","bgm_MC023_juke","bgm_MC023","278"
"1:13","故事劇情主題曲\n-《Gothical Radical † Eternal Wedding》\n編曲-\n\n時間 / 01:13\n作曲 / 毛蟹（LIVE LAB.）\n編曲 / 佐藤遥（Cygames）","0:00","吸血鬼傳聞錄　黑夜與美麗的饗宴","bgm_MC036_juke","bgm_MC036","279"
"2:07","故事劇情Boss戰\n\n時間 / 02:07\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","0:00","變貌的從者‧布拉德","bgm_MC039_juke","bgm_MC039","280"
"1:29","角色歌曲\n\n時間 / 01:29\n演唱　 / 伊莉亞（丹下桜）\n作詞 / 毛蟹（LIVE LAB.）\n作曲 / 毛蟹（LIVE LAB.）\n編曲 / 毛蟹（LIVE LAB.）","0:48","Gothical Radical † Eternal Wedding","bgm_MC052","bgm_MC052","281"
"1:28","故事劇情迷你內容\n-《Gothical Radical † Eternal Wedding》\n編曲-\n\n時間 / 01:28\n作曲 / 毛蟹（LIVE LAB.）\n編曲 / 中村早織（Cygames）","0:00","雪的審美會","bgm_MC040_juke","bgm_MC040","282"
"0:54","主線冒險\n\n時間 / 00:54\n作曲 / 西木康智\n編曲 / 西木康智","0:00","Princess Fight☆","bgm_M06_juke","bgm_M06","283"
"1:10","主線冒險\n\n時間 / 01:10\n作曲 / 白井友規（Cygames）\n編曲 / 白井友規（Cygames）","0:00","艾爾皮斯島之戰","bgm_M169_juke","bgm_M169","284"
"1:14","故事劇情主題曲\n-《變身萬花筒》編曲-\n\n時間 / 01:14\n作曲 / やしきん\n編曲 / 守谷勇人","0:00","大間的排光海水大作戰　祕密主義者與禁斷之海","bgm_MC046_juke","bgm_MC046","285"
"2:28","故事劇情Boss戰\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 中町友洋","0:00","復活的白色島鯨","bgm_MC048_juke","bgm_MC048","286"
"1:29","角色歌曲\n\n時間 / 01:29\n演唱　 / 似似花（井口裕香）\n作詞 / 高瀬愛虹\n作曲 / やしきん\n編曲 / やしきん","0:51","變身萬花筒","bgm_MC055","bgm_MC055","287"
"1:42","故事劇情迷你內容\n-《變身萬花筒》編曲-\n\n時間 / 01:42\n作曲 / やしきん\n編曲 / 塚越廉","0:00","公主的祕密","bgm_MC049_juke","bgm_MC049","288"
"1:39","巡遊 ｢Precious Journey｣編曲\n\n時間 / 01:39\n作曲 / 東大路憲太\n編曲 / 市橋卓也（Cygames）","0:00","美食獵人號，出發前進！","bgm_MC043_juke","bgm_MC043","289"
"1:08","故事劇情主題曲\n-「愛的羈絆」編曲-\n\n時間 / 01:08\n作曲 / 松坂康司（SUPA LOVE）\n編曲 / 関根修平（Cygames）","0:00","戰慄幽奇海岸　～夏日度假村驚悚怪談～","bgm_MC056_juke","bgm_MC056","290"
"1:27","故事劇情Boss戰\n\n時間 / 01:27\n作曲 / 畑田浩孝（Cygames）\n編曲 / 畑田浩孝（Cygames）","0:00","怨恨亡靈","bgm_MC058_juke","bgm_MC058","291"
"1:33","角色歌曲\n\n時間 / 01:33\n演唱　 / 蘭法（原田彩楓）\n作詞 / 松坂康司（SUPA LOVE）\n作曲 / 松坂康司（SUPA LOVE）\n編曲 / 松坂康司（SUPA LOVE）","0:55","愛的羈絆","bgm_MC072_juke","bgm_MC072","292"
"1:50","角色歌曲\n\n時間 / 01:50\n演唱　 / 貪吃佩可（M‧A‧O）\n　　　可可蘿（伊藤美來）\n　　　凱留（立花理香）\n　　　莉莉（鈴木みのり）\n　　　可璃亞（前田佳織里）\n　　　普蕾西亞（高尾奏音）\n作詞 / マイクスギヤマ\n作曲 / 東大路憲太\n編曲 / 東大路憲太","1:00","Precious Journey","bgm_MC070_juke","bgm_MC070","293"
"1:32","角色歌曲\n\n時間 / 01:32\n演唱　 / 貪吃佩可（M‧A‧O）\n　　　可可蘿（伊藤美來）\n　　　凱留（立花理香）\n作詞 / 瀬名航（SOVA）\n作曲 / 白戸佑輔（Dream Monster）\n編曲 / 白戸佑輔（Dream Monster）","0:52","晚霞色的漫步","bgm_MC071_juke","bgm_MC071","294"
"1:24","故事劇情主題曲\n-「那個春天，從日記的續篇開始」編曲-\n\n時間 / 01:24\n作曲 / 瀬名航（SOVA）\n編曲 / 中川峻彰","0:00","魔法師的青春時日　魔法學園與奇蹟之鐘","bgm_MC063_juke","bgm_MC063","295"
"2:25","故事劇情BOSS戰\n\n時間 / 02:25\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","被解放的暴魔‧阿爾杰什","bgm_MC066_juke","bgm_MC066","296"
"1:29","角色歌曲\n\n時間 / 01:29\n演唱　 / 凱留（立花理香）\n作詞 / 瀬名航（SOVA）\n作曲 / 瀬名航（SOVA）\n編曲 / 瀬名航（SOVA）","0:42","那個春天，從日記的續篇開始","bgm_MC073","bgm_MC073","297"
"2:37","角色主題曲\n-「萬花綻放的新天地」編曲-\n\n時間 / 02:37\n作曲 / 守谷勇人、佐藤遥（Cygames）\n編曲 / 守谷勇人","0:00","萊拉耶爾","bgm_MC024_juke","bgm_MC024","298"
"1:19","小遊戲\n-「那個春天，從日記的續篇開始」編曲-\n\n時間 / 01:19\n作曲 / 瀬名航（SOVA）\n編曲 / 畑田浩孝（Cygames）","0:00","做好要學習的準備了嗎？","bgm_MC067_juke","bgm_MC067","299"
"1:15","小遊戲\n-「那個春天，從日記的續篇開始」編曲-\n\n時間 / 01:15\n作曲 / 瀬名航（SOVA）\n編曲 / Enarak（Cygames）","0:00","放學後的讀書會","bgm_MC068_juke","bgm_MC068","300"
"1:46","故事劇情主題曲\n-「Adenium」編曲-\n\n時間 / 01:46\n作曲 / 山口朗彦\n編曲 / 畑田浩孝（Cygames）","0:00","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","bgm_MC075_juke","bgm_MC075","301"
"2:18","故事劇情Boss戰\n\n時間 / 02:18\n作曲 / 植田能平\n編曲 / 植田能平","0:00","哈立德","bgm_MC077_juke","bgm_MC077","302"
"1:37","角色歌曲\n\n時間 / 01:37\n演唱　 / 咲戀（堀江由衣）\n　　　流夏（佐藤利奈）\n作詞 / 山口朗彦\n作曲 / 山口朗彦\n編曲 / 山口朗彦","0:57","Adenium","bgm_MC074","bgm_MC074","303"
"1:59","角色主題曲\n\n時間 / 01:59\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","0:00","蠻賊三姊妹","bgm_MC032_juke","bgm_MC032","304"
"2:52","故事劇情迷你內容\n-「Adenium」編曲-\n\n時間 / 02:52\n作曲 / 山口朗彦\n編曲 / 佐藤遥（Cygames）","0:00","夢幻的婚姻模擬遊戲","bgm_MC078_juke","bgm_MC078","305"
"0:50","主線冒險Boss戰\n\n時間 / 00:50\n作曲 / 本田晃弘（Cygames）\n編曲 / 多田彰文","0:00","有魔物！！","bgm_M17_02_juke","bgm_M17","306"
"1:02","主線冒險Boss戰\n\n時間 / 01:02\n作曲 / 東大路憲太\n編曲 / 東大路憲太","0:00","新天地的強敵","bgm_M170_juke","bgm_M170","307"
"1:31","故事劇情主題曲\n-「Ylide Lotus」編曲-\n\n時間 / 01:31\n作曲 / 宮谷礼治\n編曲 / 佐藤遥（Cygames）","0:00","Criminal Rookie　天使們的悖論","bgm_MC082_juke","bgm_MC082","308"
"2:15","故事劇情Boss戰\n\n時間 / 02:15\n作曲 / IM.Lab\n編曲 / IM.Lab","0:00","最終冒險★","bgm_MC085_juke","bgm_MC085","309"
"1:27","角色歌曲\n\n時間 / 01:27\n演唱　 / 莉莉（鈴木みのり）\n　　　可璃亞（前田佳織里）\n　　　普蕾西亞（高尾奏音）\n作詞 / 宮谷礼治\n作曲 / 宮谷礼治\n編曲 / アッシュ井上（Dream Monster）","0:41","Ylide Lotus","bgm_MC089","bgm_MC089","310"
"1:35","故事劇情迷你內容\n-「Ylide Lotus」編曲-\n\n時間 / 01:35\n作曲 / 宮谷礼治\n編曲 / 田山里奈","0:00","旅行與成長（與反省）的記錄","bgm_MC083B_02_juke","bgm_MC083B","311"
"2:41","角色主題曲\n\n時間 / 02:41\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","0:00","幻變少女","bgm_MC002_juke","bgm_MC002","312"
"1:21","探險\n\n時間 / 01:21\n作曲 / 西村真吾\n編曲 / 西村真吾","0:00","探險","bgm_M615_juke","bgm_M615","313"
"1:06","故事劇情主題曲\n-《Christmas Blessing》編曲-\n\n時間 / 01:06\n作曲 / 高橋修平（SUPA LOVE）\n編曲 / 松尾早人","0:00","聖誕哭泣寶貝　為誰存在的幸福之日","bgm_MC091_juke","bgm_MC091","314"
"1:50","故事劇情Boss戰\n\n時間 / 01:50\n作曲 / 田山里奈\n編曲 / 田山里奈","0:00","巴西利斯克‧阿洛斯","bgm_MC094_juke","bgm_MC094","315"
"1:32","角色歌曲\n\n時間 / 01:32\n演唱　 / 貪吃佩可（M‧A‧O）\n　　　克蕾琪塔（Lynn）\n作詞 / 藤原優樹 （SUPA LOVE）\n作曲 / 高橋修平 （SUPA LOVE）\n編曲 / 高橋修平 （SUPA LOVE）\n弦樂編曲 / 曽木琢磨 （SUPA LOVE）","0:50","Christmas Blessing","bgm_MC090","bgm_MC090","316"
"2:09","故事劇情迷你內容\n-《Christmas Blessing》編曲-\n\n時間 / 02:09\n作曲 / 高橋修平（SUPA LOVE）\n編曲 / Enarak（Cygames）","0:00","降臨期日曆","bgm_MC095_juke","bgm_MC095","317"
"2:02","主線冒險\n\n時間 / 02:02\n作曲 / IM.Lab\n編曲 / IM.Lab","0:00","業火燃燒的密林","bgm_MC079_juke","bgm_MC079","318"
"1:38","主線冒險\n\n時間 / 01:38\n作曲 / 植田能平\n編曲 / 植田能平","0:00","吉歐‧格黑納之戰","bgm_MC086_juke","bgm_MC086","319"
"1:10","故事劇情主題曲\n-《未來的夢》編曲-\n\n時間 / 01:10\n作曲 / 篠崎あやと\n編曲 / 塚越廉","0:00","迎春夢想家們！　新年隕石碎碎平安！？","bgm_MC099_juke","bgm_MC099","320"
"2:44","故事劇情Boss戰\n\n時間 / 02:44\n作曲 / 佐藤遥（Cygames）\n編曲 / 佐藤遥（Cygames）","0:00","夢中隕石","bgm_MC101_juke","bgm_MC101","321"
"1:27","角色歌曲\n\n時間 / 01:27\n演唱　 / 初音（大橋彩香）\n作詞 / 篠崎あやと\n作曲 / 篠崎あやと\n編曲 / 篠崎あやと","0:59","未來的夢","bgm_MC107","bgm_MC107","322"
"1:31","故事劇情迷你內容\n-《未來的夢》編曲-\n\n時間 / 01:31\n作曲 / 篠崎あやと\n編曲 / 小出大和（Cygames）","0:00","初夢挑戰","bgm_MC102_juke","bgm_MC102","323"
"1:40","主線冒險Boss戰\n\n時間 / 01:40\n作曲 / IM.Lab\n編曲 / IM.Lab","0:00","焚燒世界的強敵","bgm_MC087_juke","bgm_MC087","324"
"1:45","EX冒險Boss戰\n-《蠻賊三姊妹》編曲-\n\n時間 / 01:45\n作曲 / 関根修平（Cygames）\n編曲 / 植田能平","0:00","天才發明家三女、布武機","bgm_MC081_Fubuki_juke","bgm_MC081","325"
"1:45","EX冒險Boss戰\n-《蠻賊三姊妹》編曲-\n\n時間 / 01:45\n作曲 / 関根修平（Cygames）\n編曲 / 植田能平","0:00","受難體質的次女、若菜","bgm_MC081_Wakana_juke","bgm_MC081","326"
"1:45","EX冒險Boss戰\n-《蠻賊三姊妹》編曲-\n\n時間 / 01:45\n作曲 / 関根修平（Cygames）\n編曲 / 植田能平","0:00","心胸開闊的長女、倭","bgm_MC081_Yamato_juke","bgm_MC081","327"
"2:30","角色主題曲\n-《業火燃燒的密林》編曲-\n\n時間 / 02:30\n作曲 / IM.Lab\n編曲 / IM.Lab","0:00","涅妃‧涅羅","bgm_MC096_juke","bgm_MC096","328"
"1:28","故事劇情主題曲\n-《Prayer》編曲-\n\n時間 / 01:28\n作曲 / 伊藤翼\n編曲 / Enarak（Cygames）","0:00","映於鏡中的訪客","bgm_MC110_juke","bgm_MC110","329"
"2:31","故事劇情主題曲\n-《Prayer》編曲-\n\n時間 / 02:31\n作曲 / 伊藤翼\n編曲 / 佐藤遥（Cygames）","0:00","再一次。並且，再也不會。","bgm_MC111_juke","bgm_MC111","330"
"1:51","故事劇情Boss戰\n\n時間 / 01:51\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","0:00","紅霧精靈","bgm_MC114_juke","bgm_MC114","331"
"2:28","故事劇情頭目戰\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 東大路憲太","0:00","顯露苦衷 埃拉＆志那都","bgm_MC115_juke","bgm_MC115","332"
"1:36","角色歌曲\n\n時間 / 01:36\n演唱　 / 厄莉絲（桑島法子）\n　　　優衣（種田梨沙）\n作詞 / 磯谷佳江\n作曲 / 伊藤翼\n編曲 / 伊藤翼","1:02","Prayer","bgm_MC108","bgm_MC108","333"
"4:38","故事劇情迷你內容\n-《Prayer》編曲-\n\n時間 / 04:38\n作曲 / 伊藤翼\n編曲 / 吉川美矩","0:00","Another Wish‧Log","bgm_MC116_juke","bgm_MC116","334"
"1:37","巡遊\n-《Precious Journey》編曲-\n\n時間 / 01:37\n作曲 / 東大路憲太\n編曲 / IM.Lab","0:00","穿越焚燒的世界","bgm_MC103_juke","bgm_MC103","335"
"1:40","巡遊\n-《蠻賊三姊妹》編曲-\n\n時間 / 01:40\n作曲 / 関根修平（Cygames）\n編曲 / IM.Lab","0:00","亂入！蠻賊三姊妹","bgm_MC104_juke","bgm_MC104","336"
"2:28","角色主題曲\n\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 東大路憲太","0:00","厄莉絲","bgm_M471_juke","bgm_M471","337"
"1:18","故事劇情主題曲\n-《妄想夏日光暈》編曲-\n\n時間 / 01:18\n作曲 / 出口遼\n編曲 / 関根修平（Cygames）","0:00","寒冬的盛夏與神聖學院的問題兒童","bgm_MC124_juke","bgm_MC124","338"
"1:42","故事劇情Boss戰\n\n時間 / 01:42\n作曲 / 小半大\n編曲 / 小半大","0:00","地獄的聖女富美惠","bgm_MC126_juke","bgm_MC126","339"
"1:41","角色歌曲\n\n時間 / 01:41\n演唱　 / 琪愛兒（佐倉綾音）\n　　　克蘿依（種﨑敦美）\n　　　優妮（小原好美）\n作詞 / 出口遼\n作曲 / 出口遼\n編曲 / 出口遼、半田翼","0:59","妄想夏日光暈","bgm_MC109","bgm_MC109","340"
"2:10","故事劇情迷你內容\n-《妄想夏日光暈》編曲-\n\n時間 / 02:10\n作曲 / 出口遼\n編曲 / 古見千桜子（Cygames）","0:00","【LIVE】漂漂河　白天","bgm_MC127_01_juke","bgm_MC127","341"
"2:10","故事劇情迷你內容\n-《妄想夏日光暈》編曲-\n\n時間 / 02:10\n作曲 / 出口遼\n編曲 / 小出大和（Cygames）","0:00","【LIVE】漂漂河　夜晚","bgm_MC128_01_juke","bgm_MC128","342"
"3:45","公主騎士強化\n-《公主騎士》編曲-\n\n時間 / 03:45\n作曲 / 西木康智\n編曲 / 佐藤遥（Cygames）","0:00","公主騎士之力","bgm_MC129_juke","bgm_MC129","343"
"0:59","深域冒險\n-《紅焰的深域》編曲-\n\n時間 / 00:59\n作曲 / 松尾早人\n編曲 / 多田彰文","0:00","抵達深奧的領域","bgm_MC130_juke","bgm_MC130","344"
"1:41","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","紅焰的深域","bgm_MC131_juke","bgm_MC131","345"
"1:41","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","蒼波的深域","bgm_MC132_juke","bgm_MC132","346"
"1:41","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","翠嵐的深域","bgm_MC133_juke","bgm_MC133","347"
"1:41","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","珀天的深域","bgm_MC134_juke","bgm_MC134","348"
"1:41","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","紫冥的深域","bgm_MC135_juke","bgm_MC135","349"
"1:36","故事劇情主題曲\n-《Into The Trust》編曲-\n\n時間 / 01:36\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 古見千桜子（Cygames）","0:00","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？","bgm_MC136_juke","bgm_MC136","350"
"2:06","故事劇情Boss戰\n\n時間 / 02:06\n作曲 / 中川峻彰\n編曲 / 中川峻彰","0:00","剛雷獸‧雷葛宏","bgm_MC139_juke","bgm_MC139","351"
"1:30","角色歌曲\n\n時間 / 01:30\n演唱　 / 惠理子（橋本ちなみ）\n　　　真琴（小松未可子）\n作詞 / Cocoro.（Dream Monster）\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 椿山日南子（Dream Monster）","1:00","Into The Trust","bgm_MC151","bgm_MC151","352"
"1:51","小遊戲\n-｢Into The Trust｣編曲-\n\n時間 / 01:51\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 小半大","0:00","惠理子和真琴的行軍A-Go-Go！","bgm_MC140_juke","bgm_MC140","353"
"3:23","小遊戲\n-｢Into The Trust｣編曲-\n\n時間 / 03:23\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 多田彰文","0:00","新兵們，隨我來","bgm_MC141_juke","bgm_MC141","354"
