a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022
"travel_topdrama_r_3007_idle_B","1","","1000002","","","3","","30091","0.2","1300910010"
"travel_topdrama_r_3007_idle_C","1","","1000003","","","3","","30091","0.2","1300910011"
"travel_topdrama_r_3007_idle_D","1","","1000004","","","3","","30091","0.2","1300910012"
"0","","","0","","","91","","30091","","1300910013"
"travel_topdrama_r_3007_idleF","0","","300915","","","3","","30091","0.2","1300910014"
"0","","","0","","","91","","30091","","1300910015"
"","","","1300910013","","","101","","30091","","1300910016"
"none","0","","0","","","3","","30091","","1300910017"
"","","","0","","","91","","30091","","1300910018"
"300901","3","","300901","1","-50","31","","30092","0","1300920001"
"","","","0","","d","91","","30092","","1300920002"
"se_travel_top_geyser_rumble","0","","se_travel_top","","","23","","30092","","1300920003"
"travel_topdrama_r_3007_geyserF","0","","300915","","","3","","30092","0","1300920004"
"travel_topdrama_r_3007_geyserB","0","","300916","","","3","","30092","0","1300920005"
"0","","","0.33","","","93","","30092","","1300920006"
"travel_topdrama_r_3007_geyser_A","0","","1000001","","","3","","30092","0.2","1300920007"
"travel_topdrama_r_3007_geyser_B","0","","1000002","","","3","","30092","0.2","1300920008"
"travel_topdrama_r_3007_geyser_C","0","","1000003","","","3","","30092","0.2","1300920009"
"travel_topdrama_r_3007_geyser_D","0","","1000004","","","3","","30092","0.2","1300920010"
"0","","","2.66","","","93","","30092","","1300920011"
"0","","","300900","","","32","","30092","","1300920012"
"1","","","300901","","","32","","30092","","1300920013"
"se_travel_top_geyser_splash","0","","se_travel_top","","","23","","30092","","1300920014"
"0","","","1.86","","","93","","30092","","1300920015"
"se_travel_top_geyser_splash_rare","0","","se_travel_top","","","23","","30092","","1300920016"
"0","","","1.14","","","93","","30092","","1300920017"
"","","","","","","111","","30092","","1300920018"
"","","","0","","","91","","30092","","1300920019"
"1000001","50","travel_topdrama_r_4001_idle_A","1","-55","25","1","0","40011","0.8","1400110001"
"1000002","51","travel_topdrama_r_4001_idle_B","1","-65","-25","1","0","40011","0.8","1400110002"
"0","55","normal","0","-75","0","5","0","40011","1","1400110003"
"0","","","0","","","91","","40011","","1400110004"
"travel_topdrama_r_4001_idle_A","1","","1000001","","","3","0","40011","0.2","1400110005"
"travel_topdrama_r_4001_idle_B","1","","1000002","","","3","0","40011","0.2","1400110006"
"0","","","0","","","91","","40011","","1400110007"
"","","","1400110005","","","101","","40011","","1400110008"
"0","","","0","","","91","","40011","","1400110009"
"1000001","49","travel_topdrama_r_4000_idle","1","-75","-390","1","0","40012","1.46","1400120001"
"1000002","50","travel_topdrama_r_4000_idle","1","-100","-510","1","0","40012","1.46","1400120002"
"6","55","disappear","6","-150","0","5","1","40012","0.6","1400120003"
"400100","0","","400100","1","0","31","","40012","1","1400120004"
"400101","0","","400101","1","0","31","","40012","1","1400120005"
"400102","0","","400102","1","0","31","","40012","0","1400120006"
"400103","0","","400103","1","0","31","","40012","0","1400120007"
"400104","140","","400104","1","190","31","","40012","0","1400120008"
"400105","0","","400105","1","0","31","","40012","0","1400120009"
"400001","0","","400001","1","0","31","","40012","0","1400120010"
"0","","","0","","","91","","40012","","1400120011"
"1","","","400001","","","32","","40012","","1400120012"
"se_travel_top_yamagami_foot","0","","se_travel_top","","","23","","40012","","1400120013"
"travel_topdrama_r_4001_A_01","1","","1000001","","","3","","40012","0.2","1400120014"
"60","-75","","1000001","","2.3","2","","40012","","1400120015"
"travel_topdrama_r_4001_B_01","1","","1000002","","","3","","40012","0.2","1400120016"
"-60","-100","","1000002","","2.3","2","","40012","","1400120017"
"0","","","2","","","93","","40012","","1400120018"
"se_travel_top_yamagami_rumble","0","","se_travel_top","","","23","","40012","","1400120019"
"5","1.3","","5","","","122","","40012","","1400120020"
"0","","","0.3","","","93","","40012","","1400120021"
"7.5","2.5","","7.5","","","122","","40012","","1400120022"
"se_travel_top_yamagami_emote_common","0","","se_travel_top","","","23","","40012","","1400120023"
"travel_topdrama_r_4001_A_02","0","","1000001","","","3","","40012","0.2","1400120024"
"3","0.3","","1000001","0","0","12","","40012","","1400120025"
"0","","","0.1","","","93","","40012","","1400120026"
"travel_topdrama_r_4001_B_02","0","","1000002","","","3","","40012","0.2","1400120027"
"3","0.2","","1000002","0","0","12","","40012","","1400120028"
"0","","","0.6","","","93","","40012","","1400120029"
"10","4","","10","","","122","","40012","","1400120030"
"run","0","","6","","disappear","3","","40012","0","1400120031"
"1","","","400102","","","32","","40012","","1400120032"
"1","","","400103","","","32","","40012","","1400120033"
"0","","","0.5","","","93","","40012","","1400120034"
"se_travel_top_yamagami_passaway","0","","se_travel_top","","","23","","40012","","1400120035"
"0","","","0.2","","","93","","40012","","1400120036"
"se_travel_top_yamagami_pass_wind","0","","se_travel_top","","","23","","40012","","1400120037"
"0","","","0.2","","","93","","40012","","1400120038"
"se_travel_top_yamagami_rumble2","0","","se_travel_top","","","23","","40012","","1400120039"
"se_travel_top_yamagami_rolling","0","","se_travel_top","","","23","","40012","","1400120040"
"1","","","400104","","","32","","40012","","1400120041"
"travel_topdrama_r_4001_B_03","0","","1000002","","","3","","40012","0.2","1400120042"
"0","","","0.1","","","93","","40012","","1400120043"
"travel_topdrama_r_4001_A_03","0","","1000001","","","3","","40012","0.2","1400120044"
"0","","","1.75","","","93","","40012","","1400120045"
"1","","","400105","","","32","","40012","","1400120046"
"0","","","0.2","","","93","","40012","","1400120047"
"se_travel_top_yamagami_drop_box","0","","se_travel_top","","","23","","40012","","1400120048"
"0","","","1.55","","","93","","40012","","1400120049"
"","","","","","","111","","40012","","1400120050"
"","","","0","","","91","","40012","","1400120051"
"1000001","50","travel_topdrama_r_4001_idle_A","1","-55","25","1","0","40021","0.8","1400210001"
"1000002","51","travel_topdrama_r_4001_idle_B","1","-65","-25","1","0","40021","0.8","1400210002"
"0","55","normal","0","-75","0","5","0","40021","1","1400210003"
"0","","","0","","","91","","40021","","1400210004"
"travel_topdrama_r_4001_idle_A","1","","1000001","","","3","0","40021","0.2","1400210005"
"travel_topdrama_r_4001_idle_B","1","","1000002","","","3","0","40021","0.2","1400210006"
"0","","","0","","","91","","40021","","1400210007"
"","","","1400210005","","","101","","40021","","1400210008"
"0","","","0","","","91","","40021","","1400210009"
"1000001","49","travel_topdrama_r_4000_idle","1","-75","-390","1","0","40022","1.46","1400220001"
"1000002","50","travel_topdrama_r_4000_idle","1","-100","-510","1","0","40022","1.46","1400220002"
"6","55","disappear","6","-150","0","5","1","40022","0.6","1400220003"
"400200","0","","400200","1","0","31","","40022","1","1400220004"
"400201","0","","400201","1","0","31","","40022","1","1400220005"
"400202","0","","400202","1","0","31","","40022","0","1400220006"
"400203","0","","400203","1","0","31","","40022","0","1400220007"
"400204","140","","400204","1","190","31","","40022","0","1400220008"
"400205","0","","400205","1","0","31","","40022","0","1400220009"
"400002","0","","400002","1","0","31","","40022","0","1400220010"
"0","","","0","","","91","","40022","","1400220011"
"1","","","400002","","","32","","40022","","1400220012"
"se_travel_top_yamagami_foot","0","","se_travel_top","","","23","","40022","","1400220013"
"travel_topdrama_r_4001_A_01","1","","1000001","","","3","","40022","0.2","1400220014"
"60","-75","","1000001","","2.3","2","","40022","","1400220015"
"travel_topdrama_r_4001_B_01","1","","1000002","","","3","","40022","0.2","1400220016"
"-60","-100","","1000002","","2.3","2","","40022","","1400220017"
"0","","","2","","","93","","40022","","1400220018"
"se_travel_top_yamagami_rumble","0","","se_travel_top","","","23","","40022","","1400220019"
"5","1.3","","5","","","122","","40022","","1400220020"
"0","","","0.3","","","93","","40022","","1400220021"
"7.5","2.5","","7.5","","","122","","40022","","1400220022"
"se_travel_top_yamagami_emote_common","0","","se_travel_top","","","23","","40022","","1400220023"
"travel_topdrama_r_4001_A_02","0","","1000001","","","3","","40022","0.2","1400220024"
"3","0.3","","1000001","0","0","12","","40022","","1400220025"
"0","","","0.1","","","93","","40022","","1400220026"
"travel_topdrama_r_4001_B_02","0","","1000002","","","3","","40022","0.2","1400220027"
"3","0.2","","1000002","0","0","12","","40022","","1400220028"
"0","","","0.6","","","93","","40022","","1400220029"
"10","4","","10","","","122","","40022","","1400220030"
"run","0","","6","","disappear","3","","40022","0","1400220031"
"1","","","400202","","","32","","40022","","1400220032"
"1","","","400203","","","32","","40022","","1400220033"
"0","","","0.5","","","93","","40022","","1400220034"
"se_travel_top_yamagami_passaway","0","","se_travel_top","","","23","","40022","","1400220035"
"0","","","0.2","","","93","","40022","","1400220036"
"se_travel_top_yamagami_pass_wind","0","","se_travel_top","","","23","","40022","","1400220037"
"0","","","0.2","","","93","","40022","","1400220038"
"se_travel_top_yamagami_rumble2","0","","se_travel_top","","","23","","40022","","1400220039"
"se_travel_top_yamagami_rolling","0","","se_travel_top","","","23","","40022","","1400220040"
"1","","","400204","","","32","","40022","","1400220041"
"travel_topdrama_r_4001_B_03","0","","1000002","","","3","","40022","0.2","1400220042"
"0","","","0.1","","","93","","40022","","1400220043"
"travel_topdrama_r_4001_A_03","0","","1000001","","","3","","40022","0.2","1400220044"
"0","","","1.75","","","93","","40022","","1400220045"
"1","","","400205","","","32","","40022","","1400220046"
"0","","","0.2","","","93","","40022","","1400220047"
"se_travel_top_yamagami_drop_box","0","","se_travel_top","","","23","","40022","","1400220048"
"se_travel_top_yamagami_drop_silverbox","0","","se_travel_top","","","23","","40022","","1400220049"
"0","","","1.55","","","93","","40022","","1400220050"
"","","","","","","111","","40022","","1400220051"
"","","","0","","","91","","40022","","1400220052"
"5","50","idle","5","-23","0","5","0","40051","0.3","1400510001"
"0","55","normal","0","-43","0","5","0","40051","1","1400510002"
"0","","","0","","","91","","40051","","1400510003"
"idle","1","","5","","","3","0","40051","0","1400510004"
"0","","","0","","","91","","40051","","1400510005"
"","","","1400510004","","","101","","40051","","1400510006"
"0","","","0","","","91","","40051","","1400510007"
"1000001","50","travel_topdrama_r_4000_idle","1","-110","-640","1","0","40052","1.46","1400520001"
"5","50","disappear","5","-110","210","5","0","40052","0.4","1400520002"
"400500","0","","400500","1","0","31","","40052","1","1400520003"
"400501","0","","400501","1","-100","31","","40052","0","1400520004"
"400502","0","","400502","1","-100","31","","40052","0","1400520005"
"400503","0","","400503","1","0","31","","40052","0","1400520006"
"400504","0","","400504","1","0","31","","40052","0","1400520007"
"400505","0","","400505","1","0","31","","40052","0","1400520008"
"400506","0","","400506","1","0","31","","40052","0","1400520009"
"400507","0","","400507","1","0","31","","40052","0","1400520010"
"400508","0","","400508","1","0","31","","40052","0","1400520011"
"400509","0","","400509","1","0","31","","40052","0","1400520012"
"400510","400","","400510","1","-70","31","","40052","1","1400520013"
"400005","0","","400005","1","0","31","","40052","0","1400520014"
"0","","","0","","","91","","40052","","1400520015"
"1","","","400005","","","32","","40052","","1400520016"
"se_travel_top_pitfall_foot1","0","","se_travel_top","","","23","","40052","","1400520017"
"travel_topdrama_r_4000_run_normal","1","","1000001","","","3","","40052","0.2","1400520018"
"-300","-110","","1000001","","1","2","","40052","","1400520019"
"0","","","1","","","93","","40052","","1400520020"
"se_travel_top_pitfall_emote_note","0","","se_travel_top","","","23","","40052","","1400520021"
"travel_topdrama_r_4000_surprise","0","","1000001","1","travel_topdrama_r_4000_idle_surprise1","3","0.2","40052","0.2","1400520022"
"10","0.3","","1000001","0","0","12","","40052","","1400520023"
"0","","","1.2","","","93","","40052","","1400520024"
"se_travel_top_pitfall_foot2","0","","se_travel_top","","","23","","40052","","1400520025"
"travel_topdrama_r_4000_run_joy","1","","1000001","","","3","","40052","0.2","1400520026"
"0","-110","","1000001","","0.8","2","","40052","","1400520027"
"0","","","0.8","","","93","","40052","","1400520028"
"se_travel_top_pitfall_open_hole","0","","se_travel_top","","","23","","40052","","1400520029"
"1","","","400501","","","32","","40052","","1400520030"
"1","","","400502","","","32","","40052","","1400520031"
"travel_topdrama_r_4005_fall1","1","","1000001","","","3","","40052","0","1400520032"
"0","","","0.3","","","93","","40052","","1400520033"
"se_travel_top_pitfall_panic","0","","se_travel_top","","","23","","40052","","1400520034"
"1","","","400505","","","32","","40052","","1400520035"
"0","","","1","","","93","","40052","","1400520036"
"se_travel_top_pitfall_fall","0","","se_travel_top","","","23","","40052","","1400520037"
"travel_topdrama_r_4005_fall2","0","","1000001","","","3","","40052","0","1400520038"
"1","","","400506","","","32","","40052","","1400520039"
"1","","","400507","","","32","","40052","","1400520040"
"0","","","0.3","","","93","","40052","","1400520041"
"se_travel_top_pitfall_drillmall1","0","","se_travel_top","","","23","","40052","","1400520042"
"appear","0","","5","","","3","","40052","0","1400520043"
"0","","","0.3","","","93","","40052","","1400520044"
"se_travel_top_pitfall_drillmall2","0","","se_travel_top","","","23","","40052","","1400520045"
"0","","","0.7","","","93","","40052","","1400520046"
"se_travel_top_pitfall_wipe","0","","se_travel_top","","","23","","40052","","1400520047"
"1","","","400503","","","32","","40052","","1400520048"
"0","","","0.2","","","93","","40052","","1400520049"
"travel_topdrama_r_4005_fall3","1","","1000001","","","3","","40052","0","1400520050"
"-200","-60","","1000001","","0.01","2","","40052","","1400520051"
"disappear","0","","5","","","3","","40052","0","1400520052"
"200","-10","","400510","","0.01","33","","40052","","1400520053"
"0","","","400501","","","32","","40052","","1400520054"
"0","","","400502","","","32","","40052","","1400520055"
"1","","","400504","","","32","","40052","","1400520056"
"0","","","400507","","","32","","40052","","1400520057"
"0","","","0.2","","","93","","40052","","1400520058"
"1","","","400508","","","32","","40052","","1400520059"
"1","","","400509","","","32","","40052","","1400520060"
"travel_topdrama_r_4005_fall4","0","","1000001","","","3","","40052","0.2","1400520061"
"0","","","0.1","","","93","","40052","","1400520062"
"se_travel_top_pitfall_bodyfall","0","","se_travel_top","","","23","","40052","","1400520063"
"0","","","0.9","","","93","","40052","","1400520064"
"se_travel_top_pitfall_lookig_around","0","","se_travel_top","","","23","","40052","","1400520065"
"0","","","1.3","","","93","","40052","","1400520066"
"se_travel_top_pitfall_emote_notice","0","","se_travel_top","","","23","","40052","","1400520067"
"4","0.01","","1000001","0","0","12","","40052","20","1400520068"
"","","","1400520061","","","91","","40052","","1400520069"
"se_travel_top_pitfall_emote_joy","0","","se_travel_top","","","23","","40052","","1400520070"
"travel_topdrama_r_4005_guts","0","","1000001","","","3","","40052","0.2","1400520071"
"0","","","1","","","93","","40052","","1400520072"
"","","","","","","111","","40052","","1400520073"
"","","","0","","","91","","40052","","1400520074"
"5","50","idle","5","-23","0","5","0","40061","0.3","1400610001"
"0","55","normal","0","-43","0","5","0","40061","1","1400610002"
"0","","","0","","","91","","40061","","1400610003"
"idle","1","","5","","","3","0","40061","0","1400610004"
"0","","","0","","","91","","40061","","1400610005"
"","","","1400610004","","","101","","40061","","1400610006"
"0","","","0","","","91","","40061","","1400610007"
"1000001","50","travel_topdrama_r_4000_idle","1","-110","-640","1","0","40062","1.46","1400620001"
"5","50","disappear","5","-110","210","5","0","40062","0.4","1400620002"
"400600","0","","400600","1","0","31","","40062","1","1400620003"
"400601","0","","400601","1","-100","31","","40062","0","1400620004"
"400602","0","","400602","1","-100","31","","40062","0","1400620005"
"400603","0","","400603","1","0","31","","40062","0","1400620006"
"400604","0","","400604","1","0","31","","40062","0","1400620007"
"400605","0","","400605","1","0","31","","40062","0","1400620008"
"400606","0","","400606","1","0","31","","40062","0","1400620009"
"400607","0","","400607","1","0","31","","40062","0","1400620010"
"400608","0","","400608","1","0","31","","40062","0","1400620011"
"400609","0","","400609","1","0","31","","40062","0","1400620012"
"400610","400","","400610","1","-70","31","","40062","1","1400620013"
"400611","200","","400611","1","-10","31","","40062","0","1400620014"
"400006","0","","400006","1","0","31","","40062","0","1400620015"
"0","","","0","","","91","","40062","","1400620016"
"1","","","400006","","","32","","40062","","1400620017"
"se_travel_top_pitfall_foot1","0","","se_travel_top","","","23","","40062","","1400620018"
"travel_topdrama_r_4000_run_normal","1","","1000001","","","3","","40062","0.2","1400620019"
"-300","-110","","1000001","","1","2","","40062","","1400620020"
"0","","","1","","","93","","40062","","1400620021"
"se_travel_top_pitfall_emote_note","0","","se_travel_top","","","23","","40062","","1400620022"
"travel_topdrama_r_4000_surprise","0","","1000001","1","travel_topdrama_r_4000_idle_surprise1","3","0.2","40062","0.2","1400620023"
"10","0.3","","1000001","0","0","12","","40062","","1400620024"
"0","","","1.2","","","93","","40062","","1400620025"
"se_travel_top_pitfall_foot2","0","","se_travel_top","","","23","","40062","","1400620026"
"travel_topdrama_r_4000_run_joy","1","","1000001","","","3","","40062","0.2","1400620027"
"0","-110","","1000001","","0.8","2","","40062","","1400620028"
"0","","","0.8","","","93","","40062","","1400620029"
"se_travel_top_pitfall_open_hole","0","","se_travel_top","","","23","","40062","","1400620030"
"1","","","400601","","","32","","40062","","1400620031"
"1","","","400602","","","32","","40062","","1400620032"
"travel_topdrama_r_4005_fall1","1","","1000001","","","3","","40062","0","1400620033"
"0","","","0.3","","","93","","40062","","1400620034"
"se_travel_top_pitfall_panic","0","","se_travel_top","","","23","","40062","","1400620035"
"1","","","400605","","","32","","40062","","1400620036"
"0","","","1","","","93","","40062","","1400620037"
"se_travel_top_pitfall_fall","0","","se_travel_top","","","23","","40062","","1400620038"
"travel_topdrama_r_4005_fall2","0","","1000001","","","3","","40062","0","1400620039"
"1","","","400606","","","32","","40062","","1400620040"
"1","","","400607","","","32","","40062","","1400620041"
"0","","","0.3","","","93","","40062","","1400620042"
"se_travel_top_pitfall_drillmall1","0","","se_travel_top","","","23","","40062","","1400620043"
"appear","0","","5","","","3","","40062","0","1400620044"
"0","","","0.3","","","93","","40062","","1400620045"
"se_travel_top_pitfall_drillmall2","0","","se_travel_top","","","23","","40062","","1400620046"
"0","","","0.7","","","93","","40062","","1400620047"
"se_travel_top_pitfall_wipe","0","","se_travel_top","","","23","","40062","","1400620048"
"1","","","400603","","","32","","40062","","1400620049"
"0","","","0.2","","","93","","40062","","1400620050"
"travel_topdrama_r_4005_fall3","1","","1000001","","","3","","40062","0","1400620051"
"-200","-60","","1000001","","0.01","2","","40062","","1400620052"
"disappear","0","","5","","","3","","40062","0","1400620053"
"0","","","400610","","","32","","40062","","1400620054"
"1","","","400611","","","32","","40062","","1400620055"
"0","","","400601","","","32","","40062","","1400620056"
"0","","","400602","","","32","","40062","","1400620057"
"1","","","400604","","","32","","40062","","1400620058"
"0","","","400607","","","32","","40062","","1400620059"
"0","","","0.2","","","93","","40062","","1400620060"
"1","","","400608","","","32","","40062","","1400620061"
"1","","","400609","","","32","","40062","","1400620062"
"travel_topdrama_r_4005_fall4","0","","1000001","","","3","","40062","0.2","1400620063"
"0","","","0.1","","","93","","40062","","1400620064"
"se_travel_top_pitfall_bodyfall","0","","se_travel_top","","","23","","40062","","1400620065"
"0","","","0.9","","","93","","40062","","1400620066"
"se_travel_top_pitfall_lookig_around","0","","se_travel_top","","","23","","40062","","1400620067"
"0","","","1.3","","","93","","40062","","1400620068"
"se_travel_top_pitfall_emote_notice","0","","se_travel_top","","","23","","40062","","1400620069"
"4","0.01","","1000001","0","0","12","","40062","20","1400620070"
"","","","1400620063","","","91","","40062","","1400620071"
"se_travel_top_pitfall_emote_joy","0","","se_travel_top","","","23","","40062","","1400620072"
"travel_topdrama_r_4005_guts","0","","1000001","","","3","","40062","0.2","1400620073"
"0","","","1","","","93","","40062","","1400620074"
"","","","","","","111","","40062","","1400620075"
"","","","0","","","91","","40062","","1400620076"
"9","50","idle","9","-113","0","5","1","40071","0.3","1400710001"
"0","55","rare","0","-83","0","5","0","40071","1","1400710002"
"0","","","0","","","91","","40071","","1400710003"
"idle","1","","9","","","3","","40071","0","1400710004"
"0","","","0","","","91","","40071","","1400710005"
"","","","1400710004","","","101","","40071","","1400710006"
"0","","","0","","","91","","40071","","1400710007"
"1000001","51","travel_topdrama_r_4000_idle_normal","1","-150","-400","1","0","40072","1.46","1400720001"
"9","50","disappear","9","-250","0","5","1","40072","1","1400720002"
"16","53","disappear","16","-250","0","5","1","40072","1","1400720003"
"400700","0","","400700","1","0","31","","40072","1","1400720004"
"400701","0","","400701","1","0","31","","40072","1","1400720005"
"400702","0","","400702","1","0","31","","40072","0","1400720006"
"400703","0","","400703","1","0","31","","40072","0","1400720007"
"400704","0","","400704","1","0","31","","40072","0","1400720008"
"400705","0","","400705","1","0","31","","40072","0","1400720009"
"400720","0","","400720","1","0","31","","40072","1","1400720010"
"400721","0","","400721","1","0","31","","40072","0","1400720011"
"400722","0","","400722","1","0","31","","40072","0","1400720012"
"400723","0","","400723","1","0","31","","40072","0","1400720013"
"400724","0","","400724","1","0","31","","40072","0","1400720014"
"400730","0","","400730","1","0","31","","40072","0","1400720015"
"400740","0","","400740","1","0","31","","40072","0","1400720016"
"400741","0","","400741","1","0","31","","40072","0","1400720017"
"400742","0","","400742","1","0","31","","40072","0","1400720018"
"400743","0","","400743","1","0","31","","40072","0","1400720019"
"400744","0","","400744","1","0","31","","40072","0","1400720020"
"400750","0","","400750","1","0","31","","40072","0","1400720021"
"400751","0","","400751","1","0","31","","40072","0","1400720022"
"400752","0","","400752","1","0","31","","40072","0","1400720023"
"400753","0","","400753","1","0","31","","40072","0","1400720024"
"400754","0","","400754","1","0","31","","40072","0","1400720025"
"400780","0","","400780","1","0","31","","40072","0","1400720026"
"400781","0","","400781","1","0","31","","40072","0","1400720027"
"400790","0","","400790","1","0","31","","40072","0","1400720028"
"400007","0","","400007","1","0","31","","40072","0","1400720029"
"0","","","0","","","91","","40072","","1400720030"
"0","","","0","","","93","","40072","","1400720031"
"1","","","400007","","","32","","40072","","1400720032"
"se_travel_top_ziz_foot","0","","se_travel_top","","","23","","40072","","1400720033"
"travel_topdrama_r_4007_walk_to_surprise","0","","1000001","","","3","","40072","0.2","1400720034"
"-100","-150","","1000001","","1.8","2","","40072","","1400720035"
"0","","","1","","","93","","40072","","1400720036"
"se_travel_top_ziz_approach","0","","se_travel_top","","","23","","40072","","1400720037"
"0","","","0.6","","","93","","40072","","1400720038"
"se_travel_top_ziz_emote_notice","0","","se_travel_top","","","23","","40072","","1400720039"
"4","0.5","","1000001","0","0","12","","40072","","1400720040"
"0","","","1.2","","","93","","40072","","1400720041"
"3","1","","3","","","122","","40072","","1400720042"
"0","","","0.3","","","93","","40072","","1400720043"
"se_travel_top_ziz_surprise","0","","se_travel_top","","","23","","40072","","1400720044"
"1","","","400722","","","32","","40072","","1400720045"
"0","","","0.2","","","93","","40072","","1400720046"
"5","1","","5","","","122","","40072","","1400720047"
"0","","","0.5","","","93","","40072","","1400720048"
"se_travel_top_ziz_whoosh","0","","se_travel_top","","","23","","40072","","1400720049"
"10","1","","10","","","122","","40072","","1400720050"
"0","","","0.25","","","93","","40072","","1400720051"
"1","","","400723","","","32","","40072","","1400720052"
"0","","","0.05","","","93","","40072","","1400720053"
"0","","","400700","","","32","","40072","","1400720054"
"0","","","400701","","","32","","40072","","1400720055"
"se_travel_top_ziz_hit","0","","se_travel_top","","","23","","40072","","1400720056"
"1","","","400721","","","32","","40072","","1400720057"
"0","","","0.1","","","93","","40072","","1400720058"
"1","","","400702","","","32","","40072","","1400720059"
"se_travel_top_ziz_wing","1","","se_travel_top","","","23","","40072","","1400720060"
"travel_topdrama_r_4007_grab","1","","1000001","","","3","","40072","0.2","1400720061"
"0","-200","","1000001","","0.01","2","","40072","","1400720062"
"idle","1","","9","","","3","","40072","0.2","1400720063"
"idle","1","","16","","","3","","40072","0.2","1400720064"
"0","","","0.2","","","93","","40072","","1400720065"
"0","","","400720","","","32","","40072","","1400720066"
"0","","","400721","","","32","","40072","","1400720067"
"0","","","400722","","","32","","40072","","1400720068"
"0","","","2","","","93","","40072","","1400720069"
"1","","","400790","","","32","","40072","","1400720070"
"1400720073","0","","掙扎逃跑","","","103","","40072","","1400720071"
"1400720075","0","","乖乖就範","","","103","","40072","","1400720072"
"0","","","1","","","102","","40072","","1400720073"
"","","","1400720077","","","101","","40072","","1400720074"
"0","","","2","","","102","","40072","","1400720075"
"","","","1400720077","","","101","","40072","","1400720076"
"","","","0","","","91","","40072","","1400720077"
"0","","","0","","","93","","40073","","1400730001"
"0.2","","","se_travel_top_ziz_wing","","","24","","40073","","1400730002"
"0","","","400790","","","32","","40073","","1400730003"
"se_travel_top_ziz_panic","0","","se_travel_top","","","23","","40073","","1400730004"
"1","","","400724","","","32","","40073","","1400730005"
"travel_topdrama_r_4007_fall1","0","","1000001","","","3","","40073","0.2","1400730006"
"fall","0","","9","","","3","","40073","0.2","1400730007"
"fall","0","","16","","","3","","40073","0.2","1400730008"
"0","","","1.8","","","93","","40073","","1400730009"
"se_travel_top_ziz_cry","0","","se_travel_top","","","23","","40073","","1400730010"
"se_travel_top_ziz_fall","0","","se_travel_top","","","23","","40073","","1400730011"
"0","","","1","","","93","","40073","","1400730012"
"1","","","400740","","","32","","40073","","1400730013"
"0","","","0.2","","","93","","40073","","1400730014"
"travel_topdrama_r_4007_fall2","0","","1000001","","","3","","40073","0","1400730015"
"-200","-180","","1000001","","0.01","2","","40073","","1400730016"
"disappear","0","","9","","","3","","40073","0","1400730017"
"disappear","0","","16","","","3","","40073","0","1400730018"
"0","","","400702","","","32","","40073","","1400730019"
"1","","","400704","","","32","","40073","","1400730020"
"1","","","400705","","","32","","40073","","1400730021"
"0","","","400724","","","32","","40073","","1400730022"
"1","","","400750","","","32","","40073","","1400730023"
"1","","","400751","","","32","","40073","","1400730024"
"1","","","400753","","","32","","40073","","1400730025"
"0","","","0.3","","","93","","40073","","1400730026"
"se_travel_top_ziz_drop2","0","","se_travel_top","","","23","","40073","","1400730027"
"0","","","0.3","","","93","","40073","","1400730028"
"1","","","400741","","","32","","40073","","1400730029"
"1","","","400742","","","32","","40073","","1400730030"
"1","","","400752","","","32","","40073","","1400730031"
"travel_topdrama_r_4007_fall3","0","","1000001","","","3","","40073","0.2","1400730032"
"0","","","0.3","","","93","","40073","","1400730033"
"se_travel_top_ziz_drop3","0","","se_travel_top","","","23","","40073","","1400730034"
"0","","","0.6","","","93","","40073","","1400730035"
"se_travel_top_ziz_look_around","0","","se_travel_top","","","23","","40073","","1400730036"
"","","","1400730032","","","91","","40073","","1400730037"
"travel_topdrama_r_4007_fall4_hit","0","","1000001","","","3","","40073","0","1400730038"
"0","","","0.5","","","93","","40073","","1400730039"
"se_travel_top_ziz_joy2","0","","se_travel_top","","","23","","40073","","1400730040"
"10","0.5","","1000001","0","0","12","","40073","","1400730041"
"0","","","1.5","","","93","","40073","","1400730042"
"","","","","","","111","","40073","","1400730043"
"","","","0","","","91","","40073","","1400730044"
"0","","","0","","","93","","40074","","1400740001"
"0.2","","","se_travel_top_ziz_wing","","","24","","40074","","1400740002"
"0","","","400790","","","32","","40074","","1400740003"
"se_travel_top_ziz_panic","0","","se_travel_top","","","23","","40074","","1400740004"
"1","","","400724","","","32","","40074","","1400740005"
"travel_topdrama_r_4007_fall1","0","","1000001","","","3","","40074","0.2","1400740006"
"fall","0","","9","","","3","","40074","0.2","1400740007"
