1ebb0894202e4b82b7778fdfe67c6bcce6aceb748aed928d3752116a2042e527,43cf1e862d4fea3ce57a5d0f8f5972b501aa332cf863dc01d1c09e5ad50bcf56,c304f3499ea57ee563976bfd8a1373fd172d565e91cd716ce1946a360bf9a633,132d0b674b3cbd7121fc33c019483f2d71dcf4b0f5a05e9c17ebc9e53ea4b299,66f31a9b59380dd94cee30193c45e4dfaa0a92ef19872f1b8b1d56dfbb1f3741,7e5652937a19df1aa2ae5e2b029ec94cd25b3f64bdede8534e4101cab56f2dd1,5eb3ac2f4dfeb5c1cd5ae01cca36ac1a6f9a1af930a1a7059382f0da79a0d2ac,8f4d83295f78e2f7611d9fbc0f8480965a4214a3e9b1c6b6ca5bf3951dbe5d46,aa21dd0b7d23b864adbea1d13faadb02d2fd91291bd2700f357127fb18183d66,e1a61996a03c2cc6444d0156871f5749f880c6375fab55d19b4a00009b4511f5,78c4092945569bf2caadcbebc0057403a28ba17d095cfe4fbd006c07214c7062,a2d8fed4c713507cc6b532468790e99eb6391e8ac5572190031579f5be8be912,b665618c42ef6f963d2302e6d3e53ea9540bf603e77822ba1437f712a2e05ed9,bffe36ef395970ef0122b2f4231e1498750dda724c684336164d3530a32a4e06,f7cc1ab5fd2d8d4c7b964f476b8733a1520f2f5fb82d0b082cba20ea6a1ef50f,902da6a13e2ff76a722b0de575f66b018046623cf488ccaf61479addd220d08b,184ba35c45656310e6b0ff36839726cd9fd528a21524e2f219330c7cef4f9e85,f644feb1d2bb3d3373c0939a411617fb0bf76e0137f836f4b44b7df8410a0966,ee220462e87ebb772663f042b64dc058545292c9ed189b606b8aabfaa718f1dd,2bfee110ed96f9f67c3f69ae681b7686a08d43f1871c54f4beb4d1bc31bd9527,d55cb0134f893b8ca11c4479b2957afcb47cc9c9e344e91b393d87af6eaa4ce5,0cf742d5a3cdee6d470cb9842afc83229d0876740a41fb798fbf636b2de5acc0,2f7762afabdece37467fca9979b2231a5876e1adfcf2c6fa5650eb7e97d8e545,01927a9c3d626f89f74d32b883722df523d0fc4db686b576ee56a40e36976472,d780177e2a194a0050b84be221f5d0426e9dbfbabfd4fec1c170ab09611f46e2,ee2673e6c281b7fc81305f880cf7f5a39c7a2c71ab2d55721b01a1700b5fe79e,bec5073d90f180d6167e5b4a813910f0300c2b9f39240c341d689a34813518ba,5594aaa8a7008c49370f1154d3349c3b26133c99c60aa9bc55e6919046a3dfac,7a1432095c6a6bac1cbcbf01b639e73e729ca89fd93a8a19ced45757267c29eb,851b5e6ed2137bc1f0d561b840279d0472e930c45d478cb03298fc571f37c3a5,dac319186fc875e756dfff6a6bedab2780dac6baaa632fb0fb85dfc3ee9a803e,634999bd765655e0ce3702f143a6b0bc4fa680f5db81691613a3eb05a29bfb53,3df57a8d9269897cfad6f601e1cc520417a87cc404d60973ef339a137d8cf4ec,130aa451338f7eab203a41c164fa0ceffd3dc9afee6cde866b04e95dc3ffd956,49b052303368bddd3943d836b814478ab5f9c0bf6a5ff66f60f3a71b157185e0,d67900180261e8471b0bbcba59cfa0840c73d74a30a6c27f332b4821ebef859f,acbd3b5ddb87ea3c654bd6e0bb3492d0a59cef1a7666023cebcf4765155c3092,a17ad47bdd1913f0d66dc753668571252f2e64e914e07fa844185d316074040c,fe4aa691808663e249c1234c5936ed6ac0f500aec1a595613253b658a14113e4,977e4d4af15ed44eb8531b10624360a71753f97b7878a8e998b12375d3c1fb61,17c025c23f0026f1ba18345f835fae9e55b32bacf63d7e7e390153b672c6e7d0,743e9927dbd446ad5a454267189dba61c1f0216fb36a8ff4975f11305ae25a8c,268654ed49aa8abc9570c9c0b7a48dc1a25467deaffe1899fb0f543ca23c05a5,969fb872dd38e909f9756d48b1fe3236f2bd2d673c75181e51d6e48c54e4cb90,b120c63d5ec46580f713bca6851d9f30ff2e852ddff7062c78d957aa5db06a73,f3225920c6313b5c10bade791b583e2b89cc118bb72be2b5aba732b053bb75e1,c1eeec5905032fa088c02a262ec188cf2fc2df42ae69fb4664e45f6feb832da2,911986642f2d7ce7df94e006ba419b804efa3f8909cb7c962674aab06a1accea,1443587b37da0f57db69ca219b1d2d8b1935785cd7286286cc9bac6b6aa8fcb9,4cabd20fea80cfc3baf491d69bf9f244dec6b2beae92ce813aadae5b9dbe4d8b,20001112eeec3e016e1e6a54b58032203f40d6a17edb23052e6c7e0cb93824be,4bcbc6aa2e03eb25acacb737d8e481133c39913fbe69fb6eb30fbd515f0450af,bf077ae03a07198cd77a445b461e6031ab8f2804c24502ef7389236afa1e767c,74f95f31a55a12ec4f4d6fc2f436b8737319b74ee18cf552dca219189fcbb875,278dff1c9c617ed8c41b292c6e1ab04e892d460ac99f550773728fec33eb8950,61e3dfd71c8b8c12a4dfa1a75207e8eb1fcad08ef8cd0bbb7464ce56ea609987,68bdd4907a137abcf954c35d9a7a86f1250e83cdd1b083145b1e5acabe325459,a9468fb4e2bf156f1f070ef7a367f3a9f9d57b51c24cde42280e9acce8205259,4d8b4e004a2706ff10f8598146d34b32ecff3d9608fd8c403ee99df6864d41c1,2681bd777ff371e87b502436470daad34543607eabf81cf91824a4cd4f2e7331,5c7a65801239848637692a5125dab97b97876f6ee2f0c0db76c4b98c1c85acdf,b2bf262bdb5085237750f66a885eb4ef1a11a7144b9fed6fdcdb94673c3e131b,a527cc8bfa33b7f303c5e28e0c816946ba530a37d26cf29e72ced24312aa4450,6e2ba850ad8d718dda7942c17461696b7cccf9d5db3752d2e31b60929613b933,c52bdf8a61022107b3c6a0551e1f6fb8ea6c490a146dc170906a99be067b1098
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","404","0","0","102","0","0","101","0","0","0","210","1","0","401","0","108","0","0","0","0","0","0","0","0","0","0","0","201001","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","110","0","0","0","0","0","0","210","2","0","0","0","110","0","101","0","0","0","0","0","0","0","0","0","201002","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","402","0","0","0","0","0","0","0","0","0","0","101","0","0","112","0","0","0","0","0","0","210","3","0","0","0","111","0","0","0","0","0","0","0","0","0","0","0","201003","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","301","0","303","301","0","301","0","301","0","301","301","0","301","303","0","301","110","303","303","303","303","0","303","210","4","303","301","303","104","303","303","303","0","0","303","303","303","0","303","301","201004","0","303","303","303","303","303","-2","303","303","303","0","303","301","0","301","303","301","0","301","0","303","303","303"
"2","0","0","0","0","301","0","0","0","301","0","0","0","0","0","301","0","202","0","0","0","0","0","0","210","5","0","0","0","130","405","0","0","301","301","0","120","405","301","0","0","201005","301","0","0","0","0","0","-2","0","0","130","0","0","0","0","0","0","0","0","0","0","0","0","405"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","0","0","0","303","0","402","103","0","211","1","0","0","0","0","0","303","0","0","0","303","150","0","0","0","0","201101","0","0","405","0","303","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","303"
"2","0","0","301","0","303","0","0","0","303","0","0","0","0","303","303","0","0","303","303","301","301","133","301","211","2","301","0","0","0","303","303","301","303","303","303","0","301","303","301","0","201102","303","301","303","303","303","303","0","301","303","150","0","301","0","0","0","303","0","0","0","0","301","303","303"
"2","0","0","0","0","0","0","0","0","0","401","0","0","0","303","0","0","0","303","303","0","401","203","0","211","3","0","0","0","105","303","303","0","0","0","303","402","0","0","0","0","201103","0","0","303","303","303","303","0","0","303","402","0","0","0","0","0","303","0","0","0","0","0","303","303"
"2","0","401","303","0","0","0","0","0","0","0","0","0","0","303","0","0","0","0","303","303","303","102","303","211","4","303","0","0","0","0","303","303","0","0","303","0","303","0","303","0","201104","0","303","0","0","303","0","0","303","303","150","0","303","0","0","0","0","0","0","0","0","303","0","303"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","125","0","211","5","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","201105","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203","0","212","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201201","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","401","0","301","301","0","0","146","0","212","2","301","0","0","301","301","301","0","0","0","301","301","0","0","401","0","201202","0","301","301","301","301","301","-2","0","120","301","0","301","0","0","0","301","0","0","0","0","0","301","301"
"2","0","0","301","0","303","0","0","0","303","0","0","0","0","0","303","0","0","0","0","301","0","102","301","212","3","120","0","0","401","0","301","301","303","303","0","301","0","303","0","0","201203","303","301","0","401","401","0","-2","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","301","127","301","212","4","0","0","0","401","0","0","301","0","0","0","401","120","0","301","0","201204","0","0","0","401","401","0","-2","301","0","0","0","0","0","0","0","0","401","0","0","0","301","0","0"
"2","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","0","0","301","101","401","212","5","0","0","120","401","0","0","0","0","0","0","401","0","0","301","0","201205","0","0","0","401","401","0","-2","301","0","0","0","0","0","0","0","0","0","0","301","0","301","0","0"
"2","303","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","0","0","303","102","0","213","1","0","0","120","401","0","401","0","0","0","0","0","0","0","303","0","201301","0","0","0","401","401","0","-2","303","0","0","0","0","0","0","0","0","0","0","303","0","303","0","0"
"2","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","303","108","303","213","2","0","0","0","401","0","401","303","0","0","0","0","120","0","303","0","201302","0","0","0","401","401","0","-2","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","303","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","303","0","136","303","213","3","120","0","401","401","0","303","0","0","0","0","303","0","0","0","0","201303","0","303","0","401","401","0","-2","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","303","0","0","0","303","0","0","0","0","303","303","0","0","303","303","0","0","118","0","213","4","0","0","0","303","303","303","0","303","303","303","303","0","303","0","0","201304","303","0","303","303","303","303","-2","0","120","303","0","303","0","0","0","303","0","0","0","0","0","303","303"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203","0","213","5","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","201305","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","137","0","214","1","0","0","0","0","0","0","0","0","0","401","0","0","0","0","0","201401","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","303","0","303","0","301","0","0","0","301","402","0","0","0","303","301","0","303","303","303","303","303","126","303","214","2","303","0","303","303","303","303","303","301","301","303","303","303","301","303","0","201402","301","303","303","303","303","303","-1","303","303","303","0","303","0","0","0","303","0","0","0","0","303","303","303"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","402","104","402","214","3","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","201403","0","0","402","0","0","0","-1","0","0","0","0","402","0","0","0","0","0","0","150","0","0","402","0"
"2","301","0","301","0","303","0","0","0","303","0","0","0","0","301","303","0","301","301","301","301","301","129","301","214","4","301","0","301","301","301","301","301","303","303","301","301","301","303","301","0","201404","303","301","301","301","301","301","-1","301","301","301","0","301","0","0","0","301","0","0","0","0","301","301","301"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203","0","214","5","0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","201405","0","0","401","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","303","0","0","0","0","0","0","0","0","0","0","303","0","0","0","303","303","303","303","103","303","215","1","303","0","0","303","303","303","303","0","0","303","303","303","0","401","0","201501","0","303","303","303","303","303","-1","303","303","303","0","303","0","0","0","303","0","0","0","0","0","303","303"
"2","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","0","0","0","102","0","215","2","401","401","303","140","0","0","0","0","0","0","0","401","0","301","0","201502","0","0","0","0","0","0","-1","0","401","401","0","0","0","0","0","0","0","0","0","0","140","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","0","215","3","401","0","0","140","0","0","0","0","0","0","0","401","0","0","0","201503","0","0","0","0","0","0","-1","0","401","401","0","0","0","0","0","0","0","0","140","0","0","0","0"
"2","301","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","301","0","0","0","0","203","0","215","4","401","0","301","140","0","0","0","0","0","0","0","401","0","0","0","201504","0","0","303","0","0","0","-1","0","401","401","0","0","0","0","0","0","0","0","0","0","140","0","0"
"2","0","0","301","0","0","0","0","0","0","0","0","0","0","301","0","0","0","301","301","301","301","113","301","215","5","301","0","0","301","301","301","301","0","0","301","301","301","0","301","0","201505","0","301","401","301","301","301","-1","301","301","301","0","301","0","0","0","301","0","0","0","0","0","301","301"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","137","0","216","1","0","0","0","0","0","0","0","0","0","401","0","0","0","0","0","201601","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","303","0","303","0","301","0","0","0","301","402","0","0","0","303","301","0","303","303","303","303","303","126","303","216","2","303","0","303","303","303","303","303","301","301","303","303","303","301","303","0","201602","301","303","303","303","303","303","-1","303","303","303","0","303","0","0","0","303","0","0","0","0","303","303","303"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","402","104","402","216","3","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","201603","0","0","402","0","0","0","-1","0","0","0","0","402","0","0","0","0","0","0","150","0","0","402","0"
"2","301","0","301","0","303","0","0","0","303","0","0","0","0","301","303","0","301","301","301","301","301","129","301","216","4","301","0","301","301","301","301","301","303","303","301","301","301","303","301","0","201604","303","301","301","301","301","301","-1","301","301","301","0","301","0","0","0","301","0","0","0","0","301","301","301"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","0","216","5","0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","201605","0","0","401","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","0","217","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201701","0","0","0","0","0","0","-2","130","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0"
"2","0","0","0","0","303","0","0","0","303","0","0","0","0","0","303","0","0","402","0","0","0","111","0","217","2","0","0","0","0","0","0","0","303","303","0","0","0","303","0","0","201702","303","0","0","0","402","0","-2","130","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","143","0","217","3","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","201703","0","0","0","0","0","0","-2","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","303","0","0","0","0","0","0","0","0","0","0","303","0","0","0","303","303","303","303","133","303","217","4","402","0","0","303","303","303","303","0","0","303","303","303","0","303","0","201704","0","303","303","303","303","303","-2","130","303","303","0","303","0","0","0","303","0","0","0","0","0","303","303"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","217","5","301","0","0","0","0","0","0","0","0","0","401","0","0","0","0","201705","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0"
"2","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","0","0","303","102","0","218","1","0","0","120","0","0","0","0","0","0","0","0","0","0","303","0","201801","0","0","0","0","0","0","-2","303","0","0","0","0","0","0","0","0","0","0","303","0","303","0","402"
"2","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","303","108","303","218","2","0","0","0","0","0","0","303","0","0","0","402","120","0","303","0","201802","0","0","0","0","0","0","-2","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","303","0","0","0","0","0","0","402","0","0","0","402","0","0","0","0","0","303","0","136","303","218","3","120","0","401","0","0","303","0","0","0","0","303","0","0","0","0","201803","0","303","0","0","0","0","-2","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","303","0","0","0","303","0","0","0","0","303","303","0","0","303","303","0","0","118","0","218","4","0","0","0","303","303","303","0","303","303","303","303","0","303","0","0","201804","303","0","303","402","303","303","-2","0","120","303","0","303","0","0","0","303","0","0","0","0","0","303","303"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203","0","218","5","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","201805","0","0","0","301","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","219","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","201901","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402"
"2","303","0","303","0","301","0","0","0","301","402","303","303","303","303","301","0","303","303","303","303","303","135","303","219","2","303","0","303","303","303","303","303","301","301","303","303","303","301","303","303","201902","301","303","303","303","303","303","-2","303","303","303","0","303","303","0","0","303","303","0","303","303","303","303","303"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","0","219","3","0","0","402","0","402","0","0","0","0","0","0","0","0","0","0","201903","0","402","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","303","0","303","0","303","0","0","0","303","0","303","303","303","303","303","0","303","303","303","303","303","143","303","219","4","303","0","303","303","303","303","303","303","303","303","303","303","303","303","303","201904","303","303","303","303","303","303","-2","303","303","303","0","303","303","402","0","303","303","0","303","303","303","303","303"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104","0","219","5","0","0","0","401","0","0","401","0","0","0","0","0","0","0","0","201905","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","0","220","1","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","202001","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","401","0","301","301","0","0","146","0","220","2","301","0","0","301","301","301","0","0","0","301","301","0","0","0","0","202002","0","301","301","301","301","301","-2","0","120","301","0","301","0","0","0","301","0","0","0","0","0","301","301"
"2","0","0","301","0","303","0","0","0","303","0","0","0","0","0","303","0","0","0","0","301","0","109","301","220","3","120","0","0","0","0","301","301","303","303","0","301","0","303","0","0","202003","303","301","0","0","0","402","-2","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0"
"2","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","301","203","301","220","4","0","0","0","0","0","0","301","0","0","0","0","120","0","301","0","202004","0","0","402","0","0","0","-2","301","402","0","0","0","0","0","0","0","401","0","0","0","301","0","0"
"2","301","0","0","0","0","401","0","0","0","0","0","0","0","402","0","0","301","0","0","0","301","102","0","220","5","402","0","120","0","0","0","0","0","0","0","0","0","0","301","0","202005","0","0","0","0","0","0","-2","301","0","0","0","0","0","0","0","0","0","0","301","0","301","0","0"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","0","301","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300101","0","0","0","0","0","0","-6","401","140","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","301","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300102","0","0","0","0","0","150","-6","0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","303","0","303","0","0","405","0","0","0","0","303","303","303","142","0","0","303","303","0","303","303","102","303","301","3","303","0","303","303","303","303","303","0","0","303","303","303","0","303","303","300103","0","303","303","303","0","303","-6","303","303","303","0","303","303","0","0","303","303","0","303","303","303","303","303"
"3","0","0","405","0","0","0","0","0","0","0","0","0","401","301","0","0","0","0","301","0","0","201","0","301","4","0","0","0","410","0","0","0","0","0","0","150","130","0","0","0","300104","0","0","0","0","301","0","-6","0","0","150","0","0","0","0","0","0","0","0","120","0","402","0","405"
"3","301","0","301","0","0","0","0","0","0","0","301","301","301","301","0","0","301","301","301","301","301","118","301","301","5","301","0","301","301","301","301","301","0","0","301","301","301","0","301","301","300105","0","301","301","301","301","301","-6","301","301","301","0","301","301","0","0","301","301","0","301","301","301","301","301"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","302","1","0","0","0","0","410","0","0","0","0","0","0","0","0","120","0","300201","0","0","0","0","0","0","-7","0","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","130","0","0","0","0","0","0","0","0","0","404","0","0","0","0","0","0","303","303","201","0","302","2","0","0","0","410","303","303","303","0","0","303","303","303","0","303","0","300202","0","0","0","0","303","0","-7","303","303","150","0","0","0","0","405","0","0","0","120","0","0","0","303"
"3","301","0","301","0","0","0","0","0","0","0","301","301","301","301","0","0","301","301","301","0","132","105","301","302","3","301","0","301","301","403","0","0","0","0","0","0","0","0","0","301","300203","0","301","301","301","0","301","-7","0","0","301","0","301","301","0","0","301","301","0","301","301","301","301","0"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","0","302","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300204","0","0","0","0","0","0","-7","0","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","0","302","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300205","0","0","0","0","0","0","-7","0","0","0","0","0","0","0","0","0","0","0","0","0","124","0","0"
"3","303","0","303","0","0","0","0","0","0","0","303","303","303","303","0","0","303","303","303","303","303","103","303","303","1","303","0","401","303","303","303","303","0","0","303","303","303","0","303","303","300301","0","303","303","303","303","402","-6","303","303","303","0","401","303","0","0","303","303","0","303","303","303","303","303"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145","0","303","2","0","403","301","0","0","0","0","0","0","0","0","0","0","0","0","300302","0","0","0","0","0","301","-6","0","140","0","0","301","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123","0","303","3","0","0","0","0","407","0","0","0","0","0","0","0","0","0","0","300303","0","0","0","0","0","0","-6","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","130","0","303","4","0","0","0","410","0","0","0","0","0","0","0","0","0","120","0","300304","0","0","0","0","0","0","-6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","0","0","0","0","0","0","0","0","0","0","407","0","0","0","0","0","0","0","0","201","0","303","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300305","0","0","0","0","0","0","-6","0","0","0","0","0","0","0","0","0","0","0","110","0","0","0","0"
"3","303","0","303","0","0","0","0","0","0","0","303","303","303","303","0","0","303","303","303","303","403","105","303","304","1","303","0","303","303","303","303","303","0","0","303","303","303","0","303","303","300401","0","303","303","303","303","303","-5","303","303","303","0","303","303","0","0","402","303","0","303","303","303","303","303"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","127","0","304","2","0","403","0","407","0","0","0","0","0","0","150","0","0","0","0","300402","0","0","0","0","0","0","-5","0","0","0","0","0","0","0","0","301","0","0","0","0","0","0","0"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","201","0","304","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300403","0","0","0","0","405","0","-5","0","0","0","0","0","0","0","0","0","405","0","0","0","0","0","0"
"3","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145","0","304","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300404","0","0","0","405","0","303","-5","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0"
"3","402","0","301","0","0","0","0","402","0","0","301","301","301","301","0","0","301","301","301","301","301","104","301","304","5","301","0","301","301","301","301","301","0","0","301","301","301","0","301","301","300405","0","301","301","301","301","402","-5","301","301","301","0","301","301","0","0","301","301","0","301","301","301","301","301"
"3","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","303","111","303","305","1","303","0","0","0","0","303","303","0","0","0","303","303","0","303","0","300501","0","303","0","0","0","0","-5","303","0","0","0","303","0","0","0","0","0","0","0","0","303","0","0"
"3","0","0","0","0","0","403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201","0","305","2","0","0","150","0","0","0","0","0","0","0","0","407","0","0","0","300502","0","410","0","0","0","0","-5","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","301","105","301","305","3","301","0","0","0","0","301","301","0","0","0","301","301","0","301","0","300503","0","301","0","0","0","0","-5","301","0","0","0","301","0","0","0","405","0","0","0","0","301","0","0"
"3","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","150","0","112","0","305","4","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","300504","0","0","0","0","0","0","-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","305","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300505","0","0","0","0","0","0","-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","303","0","0","0","0","0","0","102","0","0","0","303","0","0","104","0","303","0","0","0","303","306","1","303","0","0","102","0","303","0","403","0","303","303","0","0","0","0","300601","0","303","0","0","303","0","-1","0","303","303","0","303","0","0","0","0","0","0","0","0","0","0","303"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202","0","0","140","0","0","0","306","2","0","0","0","127","0","0","0","0","0","0","0","0","0","0","0","300602","0","0","0","0","0","0","-1","0","405","410","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","301","0","0","0","0","0","0","132","0","0","0","301","0","0","103","0","301","0","0","0","301","306","3","301","0","0","147","0","301","0","0","0","301","301","0","0","0","0","300603","0","301","0","0","301","0","-1","0","301","301","0","301","0","0","0","0","0","0","0","103","0","0","301"
