80f3cb2ad79f1e7b058ae484364dd5aab9e72bfdb2f141ee0b391c7e03fca030,6526ed1a679b441ee5b7ac7b2f05e15b494499e8b4e30726c9a8d425b05ca03b,cc9bfbf10e472910cd56dd3ba75b6b77e7d0ade781abdd8817a294373002b916,71b93a509448a94b66361fd6811a4ced8ab755b95a1fdb6bc9bc2855a469e5e3,208b8a7513db22c20804b4a5846b00f09b1415475883b9bf5bc026981761c438,4582d7da6034650c63737a1266920b380ba22d950fc03bd85210dad9cb563e90,7eb389a3776b5240ed35f3935dcbcf57be5f76f721f03a0dc74d897691ca4503,6c13dfdb115298b271e6adabbf88c2a904bfce7b7148003bc4e672f7b73ad20f
"ㄨㄥ","會走路的菇類。據貪吃佩可所言，燉煮後似乎意外地美味。","2","3","3007903","ㄨ","紅蕈菇","10079"
"ㄕ","被稱為百獸之王的貓科大型肉食野獸。","2","1","3008000","ㄗ","獅子","10080"
"ㄚ","會發出吼叫聲的大型貓科物種。嘎喔！","2","1","3008001","ㄠ","大貓","10080"
"ㄨㄢ","擁有威風鬃毛的最強野獸。","2","2","3008002","ㄨㄤ","萬獸之王","10080"
"ㄨㄥ","生長在馬或公獅子脖子周圍的毛髮。","2","2","3008003","ㄠ","鬃毛","10080"
"ㄨ","全身覆滿了毛，以四條腿走路的大型動物。","2","2","3008004","ㄟ","哺乳類","10080"
"ㄠ","獅子座之魔星獸，會用灼熱咆哮將攻擊牠的敵人全數燒盡。","2","3","3008005","ㄕ","奧爾獅","10080"
"ㄧㄢ","用木頭包覆有色筆芯的筆記用具。","2","1","3008100","ㄧ","鉛筆","10081"
"ㄕ","被用來當作鉛筆筆芯的材料。","2","1","3008101","ㄛ","石墨","10081"
"ㄨㄥ","說到批改考卷就會常看到的顏色。","2","2","3008102","ㄧㄠ","紅色顏料","10081"
"ㄧ","鉛筆、橡皮擦等書桌用具的總稱。","2","2","3008103","ㄩ","筆記用具","10081"
"ㄚ","克蘿依最愛的棒狀帶刺武器。","2","3","3008104","ㄧㄢ","殺手筆劍","10081"
"ㄞ","自己產生能量、發光發熱的星體。","2","1","3008200","ㄧㄤ","太陽","10082"
"ㄧㄢ","和煦亮麗的陽光。","2","1","3008201","ㄧㄤ","豔陽","10082"
"ㄧㄤ","指太陽發出的光芒。","2","2","3008202","ㄨㄤ","陽光","10082"
"ㄧㄥ","空中雲朵較少、有太陽露臉的溫暖天氣。","2","2","3008203","ㄧㄢ","晴天","10082"
"ㄨㄥ","靠魔法浮力翱翔天際的充氣交通工具。","2","1","3008300","ㄧㄥ","空艇","10083"
"ㄨㄢ","載著人或物在水上前進的交通工具。","2","2","3008301","ㄨㄢ","船","10083"
"ㄟ","靠充氣等方式讓機體浮起、加入動力和舵，在空中飛行的船。","2","2","3008302","ㄨㄢ","飛行船","10083"
"ㄠ","搭乘可飛行的交通工具，在空中移動，甚至可以四處旅遊。","2","2","3008303","ㄧ","遨遊天際","10083"
"ㄛ","（預計）由莫妮卡提督指揮的飛空艇艦隊。","2","3","3008304","ㄨㄟ","莫妮卡的艦隊","10083"
"ㄟ","莖上帶刺的美麗紅花。","2","1","3008400","ㄨㄟ","玫瑰","10084"
"ㄧㄥ","在村落附近相當常見，帶刺灌木的總稱。","2","1","3008401","ㄧ","荊棘","10084"
"ㄨㄚ","植物的繁殖器官，多數都很漂亮。","2","1","3008402","ㄨㄚ","花","10084"
"ㄨㄥ","在千鈞一髮之際給予Shiny★智協助的神秘人物。到底是誰呢……","2","3","3008403","ㄣ","紅薔薇之人","10084"
"ㄡ","在握成小團的飯上放魚片等食材的東國料理。","2","1","3008500","ㄙ","壽司","10085"
"ㄜ","具有東國代表特色的料理。","2","1","3008501","ㄧ","和式料理","10085"
"ㄨㄟ","美味的紅肉魚。","2","1","3008502","ㄩ","鮪魚","10085"
"ㄧㄣ","奢侈地使用了需要相當費力才能捕獲的金槍鮪的握壽司。","2","3","3008503","ㄙ","金槍鮪握壽司","10085"
"ㄚ","大間能捕到最高級的魚，金槍鮪。","2","3","3008504","ㄕ","大間的美食","10085"
"ㄧㄥ","會映出自己模樣的神奇道具。","2","1","3008600","ㄗ","鏡子","10086"
"ㄢ","一種傳播方向產生變化的物理現象。","2","2","3008601","ㄜ","反射","10086"
"ㄧ","用於整理儀容的道具。","2","2","3008602","ㄩ","禮節道具","10086"
"ㄩㄝ","啊啊，我今天也很美麗呢！","2","3","3008603","ㄧㄣ","雪的愛用物品","10086"
"ㄡ","女王或公主戴在頭頂上的豪華飾品。","2","1","3008700","ㄨㄢ","后冠","10087"
"ㄨㄢ","王族等人物配戴在頭上的豪華飾品。","2","1","3008701","ㄧㄢ","冠冕","10087"
"ㄕ","穿戴在身上，主要用於裝飾的物品。","2","2","3008702","ㄧㄣ","飾品","10087"
"ㄧㄚ","代表權力之冠冕帶上的一種儀式。","2","2","3008703","ㄕ","加冕儀式","10087"
"ㄢ","其實隱藏著強大力量的皇家裝備的一部分。","2","3","3008704","ㄨㄢ","貪吃佩可的皇冠","10087"
"ㄨㄤ","裝備後威力會大幅提升，但是好像肚子會餓。","2","3","3008705","ㄟ","皇家的裝備","10087"
"ㄨㄢ","將肉和蔬菜加入高湯，長時間燉煮的熱呼呼料理。","2","1","3008800","ㄨ","關東煮","10088"
"ㄨㄣ","肉和蔬菜的燉煮料理。","2","1","3008801","ㄞ","燉菜","10088"
"ㄨㄛ","煮食物用的調理器具。","2","1","3008802","ㄗ","鍋子","10088"
"ㄧㄥ","用狂怒綠龍尾巴高湯燉煮的頂級關東煮。","2","3","3008803","ㄨ","頂級的龍尾關東煮","10088"
"ㄥ","靠魔法之力發光的道具。","2","1","3008900","ㄠ","燈泡","10089"
"ㄠ","照亮黑暗的光。","2","1","3008901","ㄧㄥ","照明","10089"
"ㄞ","利用熱能放射來發光的玻璃球。","2","2","3008902","ㄥ","白熾燈","10089"
"ㄧ","較小顆的燈泡。","2","2","3008903","ㄠ","迷你燈泡","10089"
"ㄧㄤ","表現光芒閃爍的狀聲詞。","2","2","3008904","ㄧㄥ","亮晶晶","10089"
"ㄧㄚ","導出真相的靈感之力。只要交給名偵探，任何難解事件都能解決！","2","3","3008905","ㄢ","霞的靈光一閃","10089"
"ㄩㄣ","飄在空中，由水滴或冰粒組成的團塊，會產生雨和雷。","2","1","3009000","ㄨㄛ","雲朵","10090"
"ㄧ","夏季天空經常出現，不斷冒出湧動的大片雲朵。","2","2","3009001","ㄩㄣ","積雨雲","10090"
"ㄧㄣ","被雲遮蓋而看不見太陽的天氣。","2","2","3009002","ㄧㄢ","陰天","10090"
"ㄧㄢ","放入口中就會唰地溶化，又白又軟綿的白色甜點。","2","2","3009003","ㄤ","棉花糖","10090"
"ㄟ","使喚著雷雲，天真無邪地四處大鬧的雷娘。","2","3","3009004","ㄟ","雷雷","10090"
"ㄨ","可以砍樹的道具，也能當作武器。","2","1","3009100","ㄡ","斧頭","10091"
"ㄕ","用石頭做的斧頭，通常被當作武器或農具。","2","1","3009101","ㄨ","石斧","10091"
"ㄚ","由一根木棍把手接著一塊梯形刀片所組成，可用來砍樹。","2","2","3009102","ㄩ","伐木工具","10091"
"ㄜ","老練的哥布林戰士手上的武器。","2","3","3009103","ㄧ","哥布林王者的武器","10091"
"ㄨㄣ","用自然湧出的熱水打造的浴池。暖暖身子吧。","2","1","3009200","ㄩㄢ","溫泉","10092"
"ㄨ","設置在野外或戶外，沒有屋頂的浴池。","2","1","3009201","ㄤ","露天浴場","10092"
"ㄥ","以溫泉煮熟的水煮嫩蛋，是種美味的雞蛋料理。","2","1","3009202","ㄢ","蒸煮溫泉蛋","10092"
"ㄧㄥ","能緩解身體疲勞與不適的知名溫泉。","2","2","3009203","ㄤ","名湯","10092"
"ㄧ","牧場湧出的天然溫泉。來泡一泡消除疲勞吧。","2","3","3009204","ㄩㄢ","伊麗莎白牧場溫泉","10092"
"ㄣ","安眠的必需品。","2","1","3009300","ㄡ","枕頭","10093"
"ㄠ","用來環抱的大型枕頭。","2","1","3009301","ㄣ","抱枕","10093"
"ㄧㄣ","如被子、枕頭、睡衣等，睡覺時使用物品的總稱。","2","2","3009302","ㄩ","寢具","10093"
"ㄨㄟ","睡覺時不可或缺的物品。今晚也能一夜好眠。","2","2","3009303","ㄧㄣ","睡眠用品","10093"
"ㄨ","栞贈送的禮物。其實無論何時何地都想帶著走。","2","3","3009304","ㄨ","初音的寶物","10093"
"ㄚ","印著圖畫或照片的有趣讀物。","2","1","3009400","ㄓ","雜誌","10094"
"ㄢ","有著訪談、娛樂資訊等各種豐富內容的讀物。","2","2","3009401","ㄨㄚ","漫畫","10094"
"ㄕ","刊登時尚相關文章的書籍。","2","2","3009402","ㄨ","時尚刊物","10094"
"ㄧㄥ","在蘭德索爾，無論男女老少都非常喜愛。","2","3","3009403","ㄧ","鈴奈的寫真集","10094"
"ㄧ","透過敲打鼓面發出聲音。咚咚咚！","2","1","3009500","ㄨ","擊鼓","10095"
"ㄧㄠ","敲打會發出高音的小型鼓。","2","1","3009501","ㄨ","小鼓","10095"
"ㄨ","用來敲擊鼓面產生音調的敲擊棒。","2","2","3009502","ㄤ","鼓棒","10095"
"ㄧㄣ","一種具有強力音樂節奏的樂曲形式。","2","2","3009503","ㄩ","進行曲","10095"
"ㄚ","透過敲、打、搖晃等方式發出聲音的樂器總稱。","2","2","3009504","ㄧ","打擊樂器","10095"
"ㄧㄥ","在夜空中，將星星連線來看作各種事物的東西。","2","1","3009600","ㄨㄛ","星座","10096"
"ㄧㄢ","存在於宇宙中的星星總稱，包括壁球、月亮、太陽。","2","1","3009601","ㄧ","天體","10096"
"ㄧㄣ","由各種星星、氣態物質、宇宙塵埃等匯聚而成的巨大天體。","2","1","3009602","ㄜ","銀河","10096"
"ㄧㄝ","太陽西沈，暗到能看見星星和月亮的天空。","2","2","3009603","ㄨㄥ","夜空","10096"
"ㄥ","點亮夜空的主角們。","2","2","3009604","ㄧㄥ","恆星","10096"
"ㄢ","那個星座……看起來很像飯糰吧？太讚了吧☆","2","3","3009605","ㄨㄛ","飯糰座","10096"
"ㄢ","又甜又酸的夏季蔬菜。其實是茄子的同類。","2","1","3009700","ㄧㄝ","番茄","10097"
"ㄧㄠ","一口大小的番茄，有的品種是黃色的。","2","1","3009701","ㄧㄝ","小番茄","10097"
"ㄧ","番茄的別名。","2","2","3009702","ㄕ","西紅柿","10097"
"ㄧㄝ","將番茄燉煮並調味所製成的料理。","2","2","3009703","ㄧ","茄汁料理","10097"
"ㄠ","茂密地長著草的寬廣空地。","2","1","3009800","ㄧ","草地","10098"
"ㄨㄤ","幾乎沒有樹木，被花草覆蓋的遼闊大地。","2","1","3009801","ㄩㄢ","廣闊草原","10098"
"ㄩㄢ","長著草的寬廣平地。","2","1","3009802","ㄧㄝ","原野","10098"
"ㄞ","偶爾會出現在剛下完雨的天空，因陽光反射而出現的奇蹟。","2","1","3009900","ㄨㄥ","彩虹","10099"
"ㄩㄝ","出現於夜晚，因月光折射而產生的奇蹟。","2","1","3009901","ㄨㄥ","月虹","10099"
"ㄧ","彩虹中能看見的七種顏色，由紅橙黃綠藍靛紫組成。","2","1","3009902","ㄞ","七彩","10099"
"ㄨㄚ","彷彿朝天空延伸一般出現的彩虹。","2","2","3009903","ㄧㄠ","掛在天上的橋","10099"
"ㄩ","雨停過後的短暫時間。","2","2","3009904","ㄡ","雨後","10099"
"ㄠ","將冰塊打碎、淋上蜜糖，看起來像雪花的夏日甜點。","2","1","3010000","ㄧㄥ","刨冰","10100"
"ㄢ","一片湛藍，如同清爽的海洋一般，淋在刨冰上的蜜糖。","2","1","3010001","ㄧ","藍色夏威夷","10100"
"ㄧㄥ","用冰淇淋或水果點綴得五彩繽紛的豪華刨冰。","2","2","3010002","ㄚ","冰沙","10100"
"ㄧㄚ","用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。","2","2","3010003","ㄕ","夏天風物詩","10100"
"ㄨ","靠美麗的翅膀飄然舞動，像妖精一樣的昆蟲。","2","1","3010100","ㄧㄝ","蝴蝶","10101"
"ㄥ","美麗的大型蝴蝶的一種，後翅多有長長突起。","2","1","3010101","ㄧㄝ","鳳蝶","10101"
"ㄟ","以黑色大翅膀舞動的美麗蝴蝶。","2","1","3010102","ㄧㄝ","黑鳳蝶","10101"
"ㄨㄥ","除人、獸、鳥、魚以外小動物的總稱。幾乎都數量繁多。","2","2","3010103","ㄨㄥ","蟲","10101"
"ㄧㄝ","競技游泳的一種，因外形像蝴蝶而得名。","2","2","3010104","ㄕ","蝶式","10101"
"ㄧㄢ","變貌大妃的幻化蝴蝶。","2","3","3010105","ㄧㄝ","變貌幻蝶","10101"
"ㄠ","高聳矗立的建築物。","2","1","3010200","ㄚ","高塔","10102"
"ㄚ","眾多塔羅牌的其中一張。","2","2","3010201","ㄞ","塔羅牌","10102"
"ㄨㄢ","為眺望遠方而蓋的建築物。","2","2","3010202","ㄞ","觀景台","10102"
"ㄧㄠ","為監視目的地而蓋的高聳建築物。","2","2","3010203","ㄧㄢ","瞭望點","10102"
"ㄛ","彷彿直達天際的高聳建築物。","2","2","3010204","ㄡ","摩天大樓","10102"
"ㄧㄥ","冰～冰甜～甜的點心。","2","1","3010300","ㄧㄣ","冰淇淋","10103"
"ㄧㄢ","「冰淇淋」的別稱。夏日消暑好選擇。","2","1","3010301","ㄨㄥ","甜筒","10103"
"ㄛ","又甜又會瞬間在口中擴散的清爽口味。","2","2","3010302","ㄨㄟ","薄荷巧克力口味","10103"
"ㄚ","「冰淇淋」的另一種說法。","2","2","3010303","ㄨ","叭噗","10103"
"ㄩㄝ","雪菲是薄荷巧克力派。","2","3","3010304","ㄧ","雪菲喜歡的東西","10103"
"ㄧㄢ","中央有個洞的輪狀甜點。","2","1","3010400","ㄩㄢ","甜甜圈","10104"
"ㄨㄛ","「甜甜圈」的另一種稱呼。","2","2","3010401","ㄗ","多拿滋","10104"
"ㄧㄠ","淋上了巧克力的標準點心。","2","2","3010402","ㄧㄢ","巧克力甜點","10104"
"ㄧㄠ","可以兌換食物、進入設施的票券。","2","1","3010500","ㄩㄢ","票券","10105"
"ㄨㄥ","表述約定或權利的紙張。","2","1","3010501","ㄥ","通行證","10105"
"ㄠ","可跳過已通關冒險的方便道具。","2","3","3010502","ㄩㄢ","掃蕩券","10105"
"ㄧㄡ","浮在水上的道具。在水上漂浮真舒服。","2","1","3010600","ㄩㄢ","游泳圈","10106"
"ㄠ","特殊形狀的泳圈。和凱留小姐一樣有著可愛的貓耳朵呢。","2","2","3010601","ㄩㄢ","造型泳圈","10106"
"ㄢ","只要有了這個，不會游泳也沒關係。","2","2","3010602","ㄧㄣ","旱鴨子必備的物品","10106"
"ㄞ","不擅長游泳的凱留最愛用的可愛貓咪造型游泳圈。","2","3","3010603","ㄩㄢ","凱留的游泳圈","10106"
"ㄞ","在刺眼陽光或強力照明下時髦地守護我們。","2","1","3010700","ㄧㄥ","太陽眼鏡","10107"
"ㄟ","「太陽眼鏡」的另一種說法。","2","2","3010701","ㄧㄥ","黑色護目鏡","10107"
"ㄛ","黑色鏡片的眼鏡。","2","2","3010702","ㄧㄢ","墨色鏡片","10107"
"ㄨ","非常適合配戴太陽眼鏡的酷帥生活方式。","2","2","3010703","ㄨ","無情冷酷","10107"
"ㄧㄠ","小凱留的夏日時尚配件。實在太適合了，太讚了吧！","2","3","3010704","ㄧㄥ","小凱留的太陽眼鏡","10107"
"ㄡ","忍者丟擲的武器。","2","1","3010800","ㄧㄢ","手裏劍","10108"
"ㄧㄡ","指可以用來投擲的攻擊型武器。","2","2","3010801","ㄧ","丟擲武器","10108"
"ㄣ","在暗中進行諜報等祕密活動的人物。","2","2","3010802","ㄜ","忍者","10108"
"ㄚ","在大江戶相當受歡迎的土產。","2","3","3010803","ㄢ","大江戶的特產","10108"
"ㄧㄚ","生活的據點，想在天黑前回去。","2","1","3010900","ㄧㄚ","家","10109"
"ㄨ","意指家，回去就會感到安心。","2","1","3010901","ㄞ","住宅","10109"
"ㄤ","「家」的代表。今天也想圍著餐桌吃著熱騰騰的飯菜。","2","2","3010902","ㄗ","房子","10109"
"ㄧㄢ","人們為了居住或保管物品所建造的建築物。","2","2","3010903","ㄨ","建築物","10109"
"ㄨㄥ","「公會」的活動據點，對大家而言很重要的地方。","2","3","3010904","ㄨ","公會小屋","10109"
"ㄟ","捏握熟飯作成的料理，在內部加入配料也很美味。","2","1","3011000","ㄨㄢ","美味飯糰","10110"
"ㄚ","常見的飯糰餡料之一。據說是貪吃佩可手上最常拿著的飯糰種類。","2","2","3011001","ㄧㄠ","炸蝦餡料","10110"
"ㄨ","一直吃一直吃也吃不完的夢幻飯糰。","2","3","3011002","ㄨㄢ","無限飯糰","10110"
"ㄢ","戰鬥中也不能放手呢☆","2","3","3011003","ㄧ","貪吃佩可喜歡的東西","10110"
"ㄩ","苦苦～的綠色蔬菜。","2","1","3011100","ㄧㄠ","綠色青椒","10111"
"ㄞ","很像青椒但不會苦的蔬菜，色彩繽紛。","2","2","3011101","ㄧㄠ","彩椒","10111"
"ㄨㄤ","積極攝取似乎對身體很好。","2","2","3011102","ㄞ","黃綠色蔬菜","10111"
"ㄧㄥ","雖然紅蘿蔔也很討厭，但青椒更是吃不下去。","2","3","3011103","ㄧ","鏡華不喜歡的東西","10111"
"ㄧ","被刺刺硬殼所保護的甘甜果實。","2","1","3011200","ㄗ","栗子","10112"
"ㄤ","使用砂糖來炒熱栗子。","2","2","3011201","ㄗ","糖炒栗子","10112"
"ㄧㄢ","保護著內部的果實，刺到會很痛。","2","2","3011202","ㄜ","尖殼","10112"
"ㄧㄡ","代表秋天的美食。","2","2","3011203","ㄕ","秋季美食","10112"
"ㄠ","用烤的地瓜料理。","2","1","3011300","ㄨㄚ","烤地瓜","10113"
"ㄢ","有著甘甜好吃的美妙滋味。","2","1","3011301","ㄨ","蕃薯","10113"
"ㄧㄢ","「蕃薯」的別稱。","2","2","3011302","ㄨ","甜薯","10113"
"ㄧㄡ","代表秋天的美食。","2","2","3011303","ㄕ","秋季美食","10113"
"ㄜ","烤地瓜最美味的時機，小心別燙傷了。","2","2","3011304","ㄨ","熱呼呼剛出爐","10113"
"ㄚ","非常嗆辣的辛香料，是青椒的同類。","2","1","3011400","ㄧㄠ","辣椒","10114"
"ㄧㄥ","「辣椒」的種類之一。","2","1","3011401","ㄧㄠ","鷹爪辣椒","10114"
"ㄧ","以辣椒為主材料的調味料。","2","2","3011402","ㄣ","七味粉","10114"
"ㄧㄤ","點綴料理的辛香料。","2","2","3011403","ㄧㄠ","香料","10114"
"ㄙ","似龍的珍藏。","2","3","3011404","ㄕ","似龍生物的火焰果實","10114"
"ㄧㄚ","棲息於水中或潮濕地面的甲殼類動物。","2","1","3011500","ㄗ","蝦子","10115"
"ㄚ","將蝦子裹上麵粉後，進行油炸的一種料理。","2","2","3011501","ㄧㄚ","炸蝦","10115"
"ㄞ","來自海洋的美味贈禮。","2","2","3011502","ㄧㄢ","海鮮","10115"
"ㄧㄢ","海產的鮮度就是一切。","2","2","3011503","ㄢ","現捕海產","10115"
"ㄩㄣ","穿在腰部以下的筒狀衣物。","2","1","3011600","ㄗ","裙子","10116"
"ㄧ","長度較短的裙子。","2","2","3011601","ㄩㄣ","迷你裙","10116"
"ㄞ","從腰部到裙擺重複打了許多褶子的裙子。","2","2","3011602","ㄩㄣ","百褶裙","10116"
"ㄨ","穿在腰部以下的衣物，有做出胯下的形狀。","2","1","3011700","ㄗ","褲子","10117"
"ㄧㄚ","穿在腰部以下衣物的總稱。","2","2","3011701","ㄕ","下半身服飾","10117"
"ㄨㄥ","工作時能更方便行動的衣裝。","2","2","3011702","ㄨ","工作服","10117"
"ㄨㄢ","長度較短的褲子。","2","2","3011703","ㄨ","短褲","10117"
"ㄟ","能在空中飛行的交通工具，不是鳥但有翅膀。","2","1","3011800","ㄧ","飛機","10118"
"ㄨㄛ","為了驅動船或飛機而裝上的旋轉式翅膀。","2","2","3011801","ㄧㄤ","螺旋槳","10118"
"ㄧㄠ","無人搭乘、遠端操縱。","2","2","3011802","ㄨㄥ","遙控","10118"
"ㄧ","模仿鳥類的翅膀，是飛機用來維持空中穩定度的主要部件。","2","2","3011803","ㄧ","機翼","10118"
"ㄩ","從天而降的水滴，主要是由雲朵產生。","2","1","3011900","ㄧ","雨滴","10119"
"ㄨㄟ","自然界的水在大氣與陸地及海洋間轉換，循環不已。","2","2","3011901","ㄨㄢ","水循環","10119"
"ㄧㄣ","陰灰下雨日的天氣。","2","2","3011902","ㄧㄢ","陰雨天","10119"
"ㄚ","大規模降雨。","2","2","3011903","ㄩ","大雨","10119"
"ㄡ","細長的棒狀道具。","2","1","3012000","ㄤ","手杖","10120"
"ㄧㄥ","人們用來支撐身體的工具。","2","2","3012001","ㄩ","行動輔具","10120"
"ㄛ","用於施展魔法的道具，一邊揮舞一邊詠唱咒語吧。","2","2","3012002","ㄤ","魔杖","10120"
"ㄧㄢ","在長柄前端有著刀刃的武器。","2","1","3012100","ㄧㄤ","尖槍","10121"
"ㄠ","桿端有尖刃的長柄武器。","2","2","3012101","ㄠ","矛","10121"
"ㄞ","自古對槍的美稱。","2","2","3012102","ㄨㄤ","百兵之王","10121"
"ㄤ","美冬的專用武器。","2","3","3012103","ㄨㄥ","蒼龍槍蛟龍","10121"
"ㄡ","用於保護頭部的防具。","2","1","3012200","ㄨㄟ","頭盔","10122"
"ㄞ","用堅固素材製成，用於保護身體的防具。","2","2","3012201","ㄧㄚ","鎧甲","10122"
"ㄨㄟ","「甲冑」的另一種說法。","2","2","3012202","ㄧㄚ","盔甲","10122"
"ㄤ","保護身體的裝備。","2","2","3012203","ㄩ","防具","10122"
"ㄨㄢ","聲名遠播的王宮騎士團的鎧甲。守護蘭德索爾的治安吧。","2","3","3012204","ㄧㄚ","團員們的鎧甲","10122"
"ㄨㄤ","會食用金屬、操縱武器的神祕魔物。","2","3","3012205","ㄧㄚ","亡靈鎧甲","10122"
"ㄧㄠ","上鎖和開鎖用的道具，要是弄丟就麻煩了。","2","1","3012300","ㄕ","鑰匙","10123"
"ㄨㄛ","「鑰匙」的別稱。","2","2","3012301","ㄕ","鎖匙","10123"
"ㄨㄢ","可打開所有適用的鎖的鑰匙。","2","2","3012302","ㄕ","萬用鑰匙","10123"
"ㄠ","裡面裝了什麼？要等打開才會揭曉。","2","1","3012400","ㄧㄤ","寶箱","10124"
"ㄧㄣ","「寶箱」的內容物。","2","2","3012401","ㄠ","金銀財寶","10124"
"ㄤ","得到就能大賺一筆。","2","2","3012402","ㄧㄤ","藏寶箱","10124"
"ㄧ","偶爾才能得到的特別寶物。","2","3","3012403","ㄨㄛ","稀有掉落","10124"
"ㄨㄥ","非常強大的生物，是珍貴的存在，留下了許許多多的傳說。","2","1","3012500","ㄨㄥ","龍","10125"
"ㄠ","據說很久之前曾經存在的生物。","2","2","3012501","ㄨㄥ","暴龍","10125"
"ㄚ","脊椎動物的一類，是許多物種的統稱。","2","2","3012502","ㄨ","爬行動物","10125"
"ㄨㄢ","刺激探究精神的存在，非常浪漫。","2","2","3012503","ㄨ","傳說生物","10125"
"ㄨㄤ","居住在忘卻之密境──綠龍骸嶺中的年輕巨龍。","2","3","3012504","ㄨㄥ","狂怒綠龍","10125"
"ㄨㄣ","將話語書寫下來時使用的符號。","2","1","3012600","ㄗ","文字","10126"
"ㄠ","聽到切嚕，似乎就會不經意地想起好朋友社的那號人物？","2","3","3012601","ㄜ","好朋友社","10126"
"ㄧㄝ","琪愛兒的口頭禪。預計會成為世界共通語言？","2","3","3012602","ㄨ","切嚕","10126"
"ㄡ","封鎖手部動作的拘束道具。","2","1","3012700","ㄠ","手銬","10127"
"ㄧㄠ","封鎖腳部動作的拘束道具。","2","1","3012701","ㄧㄠ","腳鐐","10127"
"ㄨ","為了封鎖行動而穿戴在身上的道具。","2","1","3012702","ㄩ","束縛道具","10127"
"ㄨㄥ","只要像這樣被緊緊束縛，空花就……嘻嘻嘻嘻嘻。","2","3","3012703","ㄞ","空花的最愛","10127"
"ㄣ","被牆壁包圍區域的出入口。","2","1","3012800","ㄣ","門","10128"
"ㄧㄠ","學校的門，如果遲到了也許就會關上。","2","2","3012801","ㄡ","校門口","10128"
"ㄧㄝ","鐵製的門。","2","2","3012802","ㄣ","鐵門","10128"
"ㄥ","蘭德索爾頂尖的千金學校，通稱德蕾女。","2","3","3012803","ㄩㄢ","聖德蕾莎女子學院","10128"
"ㄩㄝ","從天而降、操縱冰雪的龍人族少女。","2","1","4006600","ㄟ","雪菲","20066"
"ㄨㄥ","罕見的龍人族女孩。","2","3","4006601","ㄩ","龍人族少女","20066"
"ㄨㄚ","在【公會管理協會】工作，溫柔又可靠的人。","2","1","4006700","ㄧㄣ","花凜","20067"
"ㄨㄥ","管理公會的政府機關，負責支援認可與管理申請。","2","3","4006701","ㄨㄟ","公會管理協會","20067"
"ㄠ","在背後支援冒險的嚮導。","2","3","4006702","ㄩㄢ","導覽員","20067"
"ㄞ","很棒的夥伴！","2","3","4006703","ㄩ","該死的眼鏡女","20067"
"ㄟ","能夠自在地操縱氣象，能雷擊的雲型魔物。","2","1","4006800","ㄠ","雷雲長老","20068"
"ㄨ","會導致落雷的黑雲。","2","3","4006801","ㄩㄣ","烏雲","20068"
"ㄡ","成為雷雷的手下戰鬥。","2","3","4006802","ㄧㄚ","手下","20068"
"ㄣ","因為睡眠不足而倦怠的貓頭鷹魔物。","2","1","4006900","ㄧㄠ","沉睡之梟","20069"
"ㄠ","鳥的一種，森林中的哲學家。","2","3","4006901","ㄧㄥ","貓頭鷹","20069"
"ㄧㄠ","豆狸魔物。雖然幼小，卻會拼命戰鬥。","2","1","4007000","ㄠ","小狸貓","20070"
"ㄜ","「狸貓」的別稱。","2","3","4007001","ㄜ","貉","20070"
"ㄧㄢ","一下是彈弓，一下是鍋釜，什麼時候變回原型呢？","2","3","4007002","ㄣ","變身","20070"
"ㄨ","東國的傳統廚具是也。偶爾會爆炸是也。","2","3","4007003","ㄨㄛ","釜鍋","20070"
"ㄚ","大仙狸的眷屬，數量眾多。","2","3","4007004","ㄧ","大王山狸的小弟","20070"
"ㄛ","擁有堅硬身軀的岩石魔物。","2","1","4007100","ㄧㄤ","魔像","20071"
"ㄧㄢ","由岩石構成的魔物，指魔像。","2","3","4007101","ㄨ","岩石魔物","20071"
"ㄧㄥ","排在廣場的地藏們。","2","3","4007102","ㄧㄡ","鈴莓的好朋友","20071"
"ㄛ","來自魔法國度的神秘生物，為魔法少女帶來力量。","2","1","4007200","ㄚ","摩拉","20072"
"ㄣ","以魔力維持生命活動的生物。","2","3","4007201","ㄨ","神秘魔法生物","20072"
"ㄞ","莫妮卡！變身成Lovely★莫妮卡吧！","2","3","4007202","ㄧ","愛與希望之力","20072"
"ㄟ","當時或許有點強硬。","2","3","4007203","ㄧㄡ","給旁人添麻煩的毛球","20072"
