4b178e92e3fdfa2fa1c6876b0e1db842baac86b3b9555a949fa02d375a3d8e19,c6c95365551f6dc6b3489d1a31530afea6770b1bca165b32519d7c2ff55994f8,ee44c7a97665fb615cb4d2697231261cb278e2aa686bd0f6a6acea5db3aa1728,e7fa01e7b47e2366de549080bd4722338385be821c703acad100c488b4791f3b,20fcc87d4fc0b881018a39984308d2f7e78d803cf75862d8c5bb297de23d3093,640a2298a99d7e734db3179bd930ba0d40324fe299b15a4ef15a1e867f4baa4b,34b530f413d92db7a448c2fa6ab21a3c8045dbb7b3c6852179e90e6fd6df7e55,1a91b93d09708c9e77b54177ba0b93ed8f99116fe7c1740cb2d463c2882830cd
"10079","2","3","3007903","會走路的菇類。據貪吃佩可所言，燉煮後似乎意外地美味。","ㄨ","ㄨㄥ","紅蕈菇"
"10080","2","1","3008000","被稱為百獸之王的貓科大型肉食野獸。","ㄗ","ㄕ","獅子"
"10080","2","1","3008001","會發出吼叫聲的大型貓科物種。嘎喔！","ㄠ","ㄚ","大貓"
"10080","2","2","3008002","擁有威風鬃毛的最強野獸。","ㄨㄤ","ㄨㄢ","萬獸之王"
"10080","2","2","3008003","生長在馬或公獅子脖子周圍的毛髮。","ㄠ","ㄨㄥ","鬃毛"
"10080","2","2","3008004","全身覆滿了毛，以四條腿走路的大型動物。","ㄟ","ㄨ","哺乳類"
"10080","2","3","3008005","獅子座之魔星獸，會用灼熱咆哮將攻擊牠的敵人全數燒盡。","ㄕ","ㄠ","奧爾獅"
"10081","2","1","3008100","用木頭包覆有色筆芯的筆記用具。","ㄧ","ㄧㄢ","鉛筆"
"10081","2","1","3008101","被用來當作鉛筆筆芯的材料。","ㄛ","ㄕ","石墨"
"10081","2","2","3008102","說到批改考卷就會常看到的顏色。","ㄧㄠ","ㄨㄥ","紅色顏料"
"10081","2","2","3008103","鉛筆、橡皮擦等書桌用具的總稱。","ㄩ","ㄧ","筆記用具"
"10081","2","3","3008104","克蘿依最愛的棒狀帶刺武器。","ㄧㄢ","ㄚ","殺手筆劍"
"10082","2","1","3008200","自己產生能量、發光發熱的星體。","ㄧㄤ","ㄞ","太陽"
"10082","2","1","3008201","和煦亮麗的陽光。","ㄧㄤ","ㄧㄢ","豔陽"
"10082","2","2","3008202","指太陽發出的光芒。","ㄨㄤ","ㄧㄤ","陽光"
"10082","2","2","3008203","空中雲朵較少、有太陽露臉的溫暖天氣。","ㄧㄢ","ㄧㄥ","晴天"
"10083","2","1","3008300","靠魔法浮力翱翔天際的充氣交通工具。","ㄧㄥ","ㄨㄥ","空艇"
"10083","2","2","3008301","載著人或物在水上前進的交通工具。","ㄨㄢ","ㄨㄢ","船"
"10083","2","2","3008302","靠充氣等方式讓機體浮起、加入動力和舵，在空中飛行的船。","ㄨㄢ","ㄟ","飛行船"
"10083","2","2","3008303","搭乘可飛行的交通工具，在空中移動，甚至可以四處旅遊。","ㄧ","ㄠ","遨遊天際"
"10083","2","3","3008304","（預計）由莫妮卡提督指揮的飛空艇艦隊。","ㄨㄟ","ㄛ","莫妮卡的艦隊"
"10084","2","1","3008400","莖上帶刺的美麗紅花。","ㄨㄟ","ㄟ","玫瑰"
"10084","2","1","3008401","在村落附近相當常見，帶刺灌木的總稱。","ㄧ","ㄧㄥ","荊棘"
"10084","2","1","3008402","植物的繁殖器官，多數都很漂亮。","ㄨㄚ","ㄨㄚ","花"
"10084","2","3","3008403","在千鈞一髮之際給予Shiny★智協助的神秘人物。到底是誰呢……","ㄣ","ㄨㄥ","紅薔薇之人"
"10085","2","1","3008500","在握成小團的飯上放魚片等食材的東國料理。","ㄙ","ㄡ","壽司"
"10085","2","1","3008501","具有東國代表特色的料理。","ㄧ","ㄜ","和式料理"
"10085","2","1","3008502","美味的紅肉魚。","ㄩ","ㄨㄟ","鮪魚"
"10085","2","3","3008503","奢侈地使用了需要相當費力才能捕獲的金槍鮪的握壽司。","ㄙ","ㄧㄣ","金槍鮪握壽司"
"10085","2","3","3008504","大間能捕到最高級的魚，金槍鮪。","ㄕ","ㄚ","大間的美食"
"10086","2","1","3008600","會映出自己模樣的神奇道具。","ㄗ","ㄧㄥ","鏡子"
"10086","2","2","3008601","一種傳播方向產生變化的物理現象。","ㄜ","ㄢ","反射"
"10086","2","2","3008602","用於整理儀容的道具。","ㄩ","ㄧ","禮節道具"
"10086","2","3","3008603","啊啊，我今天也很美麗呢！","ㄧㄣ","ㄩㄝ","雪的愛用物品"
"10087","2","1","3008700","女王或公主戴在頭頂上的豪華飾品。","ㄨㄢ","ㄡ","后冠"
"10087","2","1","3008701","王族等人物配戴在頭上的豪華飾品。","ㄧㄢ","ㄨㄢ","冠冕"
"10087","2","2","3008702","穿戴在身上，主要用於裝飾的物品。","ㄧㄣ","ㄕ","飾品"
"10087","2","2","3008703","代表權力之冠冕帶上的一種儀式。","ㄕ","ㄧㄚ","加冕儀式"
"10087","2","3","3008704","其實隱藏著強大力量的皇家裝備的一部分。","ㄨㄢ","ㄢ","貪吃佩可的皇冠"
"10087","2","3","3008705","裝備後威力會大幅提升，但是好像肚子會餓。","ㄟ","ㄨㄤ","皇家的裝備"
"10088","2","1","3008800","將肉和蔬菜加入高湯，長時間燉煮的熱呼呼料理。","ㄨ","ㄨㄢ","關東煮"
"10088","2","1","3008801","肉和蔬菜的燉煮料理。","ㄞ","ㄨㄣ","燉菜"
"10088","2","1","3008802","煮食物用的調理器具。","ㄗ","ㄨㄛ","鍋子"
"10088","2","3","3008803","用狂怒綠龍尾巴高湯燉煮的頂級關東煮。","ㄨ","ㄧㄥ","頂級的龍尾關東煮"
"10089","2","1","3008900","靠魔法之力發光的道具。","ㄠ","ㄥ","燈泡"
"10089","2","1","3008901","照亮黑暗的光。","ㄧㄥ","ㄠ","照明"
"10089","2","2","3008902","利用熱能放射來發光的玻璃球。","ㄥ","ㄞ","白熾燈"
"10089","2","2","3008903","較小顆的燈泡。","ㄠ","ㄧ","迷你燈泡"
"10089","2","2","3008904","表現光芒閃爍的狀聲詞。","ㄧㄥ","ㄧㄤ","亮晶晶"
"10089","2","3","3008905","導出真相的靈感之力。只要交給名偵探，任何難解事件都能解決！","ㄢ","ㄧㄚ","霞的靈光一閃"
"10090","2","1","3009000","飄在空中，由水滴或冰粒組成的團塊，會產生雨和雷。","ㄨㄛ","ㄩㄣ","雲朵"
"10090","2","2","3009001","夏季天空經常出現，不斷冒出湧動的大片雲朵。","ㄩㄣ","ㄧ","積雨雲"
"10090","2","2","3009002","被雲遮蓋而看不見太陽的天氣。","ㄧㄢ","ㄧㄣ","陰天"
"10090","2","2","3009003","放入口中就會唰地溶化，又白又軟綿的白色甜點。","ㄤ","ㄧㄢ","棉花糖"
"10090","2","3","3009004","使喚著雷雲，天真無邪地四處大鬧的雷娘。","ㄟ","ㄟ","雷雷"
"10091","2","1","3009100","可以砍樹的道具，也能當作武器。","ㄡ","ㄨ","斧頭"
"10091","2","1","3009101","用石頭做的斧頭，通常被當作武器或農具。","ㄨ","ㄕ","石斧"
"10091","2","2","3009102","由一根木棍把手接著一塊梯形刀片所組成，可用來砍樹。","ㄩ","ㄚ","伐木工具"
"10091","2","3","3009103","老練的哥布林戰士手上的武器。","ㄧ","ㄜ","哥布林王者的武器"
"10092","2","1","3009200","用自然湧出的熱水打造的浴池。暖暖身子吧。","ㄩㄢ","ㄨㄣ","溫泉"
"10092","2","1","3009201","設置在野外或戶外，沒有屋頂的浴池。","ㄤ","ㄨ","露天浴場"
"10092","2","1","3009202","以溫泉煮熟的水煮嫩蛋，是種美味的雞蛋料理。","ㄢ","ㄥ","蒸煮溫泉蛋"
"10092","2","2","3009203","能緩解身體疲勞與不適的知名溫泉。","ㄤ","ㄧㄥ","名湯"
"10092","2","3","3009204","牧場湧出的天然溫泉。來泡一泡消除疲勞吧。","ㄩㄢ","ㄧ","伊麗莎白牧場溫泉"
"10093","2","1","3009300","安眠的必需品。","ㄡ","ㄣ","枕頭"
"10093","2","1","3009301","用來環抱的大型枕頭。","ㄣ","ㄠ","抱枕"
"10093","2","2","3009302","如被子、枕頭、睡衣等，睡覺時使用物品的總稱。","ㄩ","ㄧㄣ","寢具"
"10093","2","2","3009303","睡覺時不可或缺的物品。今晚也能一夜好眠。","ㄧㄣ","ㄨㄟ","睡眠用品"
"10093","2","3","3009304","栞贈送的禮物。其實無論何時何地都想帶著走。","ㄨ","ㄨ","初音的寶物"
"10094","2","1","3009400","印著圖畫或照片的有趣讀物。","ㄓ","ㄚ","雜誌"
"10094","2","2","3009401","有著訪談、娛樂資訊等各種豐富內容的讀物。","ㄨㄚ","ㄢ","漫畫"
"10094","2","2","3009402","刊登時尚相關文章的書籍。","ㄨ","ㄕ","時尚刊物"
"10094","2","3","3009403","在蘭德索爾，無論男女老少都非常喜愛。","ㄧ","ㄧㄥ","鈴奈的寫真集"
"10095","2","1","3009500","透過敲打鼓面發出聲音。咚咚咚！","ㄨ","ㄧ","擊鼓"
"10095","2","1","3009501","敲打會發出高音的小型鼓。","ㄨ","ㄧㄠ","小鼓"
"10095","2","2","3009502","用來敲擊鼓面產生音調的敲擊棒。","ㄤ","ㄨ","鼓棒"
"10095","2","2","3009503","一種具有強力音樂節奏的樂曲形式。","ㄩ","ㄧㄣ","進行曲"
"10095","2","2","3009504","透過敲、打、搖晃等方式發出聲音的樂器總稱。","ㄧ","ㄚ","打擊樂器"
"10096","2","1","3009600","在夜空中，將星星連線來看作各種事物的東西。","ㄨㄛ","ㄧㄥ","星座"
"10096","2","1","3009601","存在於宇宙中的星星總稱，包括壁球、月亮、太陽。","ㄧ","ㄧㄢ","天體"
"10096","2","1","3009602","由各種星星、氣態物質、宇宙塵埃等匯聚而成的巨大天體。","ㄜ","ㄧㄣ","銀河"
"10096","2","2","3009603","太陽西沈，暗到能看見星星和月亮的天空。","ㄨㄥ","ㄧㄝ","夜空"
"10096","2","2","3009604","點亮夜空的主角們。","ㄧㄥ","ㄥ","恆星"
"10096","2","3","3009605","那個星座……看起來很像飯糰吧？太讚了吧☆","ㄨㄛ","ㄢ","飯糰座"
"10097","2","1","3009700","又甜又酸的夏季蔬菜。其實是茄子的同類。","ㄧㄝ","ㄢ","番茄"
"10097","2","1","3009701","一口大小的番茄，有的品種是黃色的。","ㄧㄝ","ㄧㄠ","小番茄"
"10097","2","2","3009702","番茄的別名。","ㄕ","ㄧ","西紅柿"
"10097","2","2","3009703","將番茄燉煮並調味所製成的料理。","ㄧ","ㄧㄝ","茄汁料理"
"10098","2","1","3009800","茂密地長著草的寬廣空地。","ㄧ","ㄠ","草地"
"10098","2","1","3009801","幾乎沒有樹木，被花草覆蓋的遼闊大地。","ㄩㄢ","ㄨㄤ","廣闊草原"
"10098","2","1","3009802","長著草的寬廣平地。","ㄧㄝ","ㄩㄢ","原野"
"10099","2","1","3009900","偶爾會出現在剛下完雨的天空，因陽光反射而出現的奇蹟。","ㄨㄥ","ㄞ","彩虹"
"10099","2","1","3009901","出現於夜晚，因月光折射而產生的奇蹟。","ㄨㄥ","ㄩㄝ","月虹"
"10099","2","1","3009902","彩虹中能看見的七種顏色，由紅橙黃綠藍靛紫組成。","ㄞ","ㄧ","七彩"
"10099","2","2","3009903","彷彿朝天空延伸一般出現的彩虹。","ㄧㄠ","ㄨㄚ","掛在天上的橋"
"10099","2","2","3009904","雨停過後的短暫時間。","ㄡ","ㄩ","雨後"
"10100","2","1","3010000","將冰塊打碎、淋上蜜糖，看起來像雪花的夏日甜點。","ㄧㄥ","ㄠ","刨冰"
"10100","2","1","3010001","一片湛藍，如同清爽的海洋一般，淋在刨冰上的蜜糖。","ㄧ","ㄢ","藍色夏威夷"
"10100","2","2","3010002","用冰淇淋或水果點綴得五彩繽紛的豪華刨冰。","ㄚ","ㄧㄥ","冰沙"
"10100","2","2","3010003","用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。","ㄕ","ㄧㄚ","夏天風物詩"
"10101","2","1","3010100","靠美麗的翅膀飄然舞動，像妖精一樣的昆蟲。","ㄧㄝ","ㄨ","蝴蝶"
"10101","2","1","3010101","美麗的大型蝴蝶的一種，後翅多有長長突起。","ㄧㄝ","ㄥ","鳳蝶"
"10101","2","1","3010102","以黑色大翅膀舞動的美麗蝴蝶。","ㄧㄝ","ㄟ","黑鳳蝶"
"10101","2","2","3010103","除人、獸、鳥、魚以外小動物的總稱。幾乎都數量繁多。","ㄨㄥ","ㄨㄥ","蟲"
"10101","2","2","3010104","競技游泳的一種，因外形像蝴蝶而得名。","ㄕ","ㄧㄝ","蝶式"
"10101","2","3","3010105","變貌大妃的幻化蝴蝶。","ㄧㄝ","ㄧㄢ","變貌幻蝶"
"10102","2","1","3010200","高聳矗立的建築物。","ㄚ","ㄠ","高塔"
"10102","2","2","3010201","眾多塔羅牌的其中一張。","ㄞ","ㄚ","塔羅牌"
"10102","2","2","3010202","為眺望遠方而蓋的建築物。","ㄞ","ㄨㄢ","觀景台"
"10102","2","2","3010203","為監視目的地而蓋的高聳建築物。","ㄧㄢ","ㄧㄠ","瞭望點"
"10102","2","2","3010204","彷彿直達天際的高聳建築物。","ㄡ","ㄛ","摩天大樓"
"10103","2","1","3010300","冰～冰甜～甜的點心。","ㄧㄣ","ㄧㄥ","冰淇淋"
"10103","2","1","3010301","「冰淇淋」的別稱。夏日消暑好選擇。","ㄨㄥ","ㄧㄢ","甜筒"
"10103","2","2","3010302","又甜又會瞬間在口中擴散的清爽口味。","ㄨㄟ","ㄛ","薄荷巧克力口味"
"10103","2","2","3010303","「冰淇淋」的另一種說法。","ㄨ","ㄚ","叭噗"
"10103","2","3","3010304","雪菲是薄荷巧克力派。","ㄧ","ㄩㄝ","雪菲喜歡的東西"
"10104","2","1","3010400","中央有個洞的輪狀甜點。","ㄩㄢ","ㄧㄢ","甜甜圈"
"10104","2","2","3010401","「甜甜圈」的另一種稱呼。","ㄗ","ㄨㄛ","多拿滋"
"10104","2","2","3010402","淋上了巧克力的標準點心。","ㄧㄢ","ㄧㄠ","巧克力甜點"
"10105","2","1","3010500","可以兌換食物、進入設施的票券。","ㄩㄢ","ㄧㄠ","票券"
"10105","2","1","3010501","表述約定或權利的紙張。","ㄥ","ㄨㄥ","通行證"
"10105","2","3","3010502","可跳過已通關冒險的方便道具。","ㄩㄢ","ㄠ","掃蕩券"
"10106","2","1","3010600","浮在水上的道具。在水上漂浮真舒服。","ㄩㄢ","ㄧㄡ","游泳圈"
"10106","2","2","3010601","特殊形狀的泳圈。和凱留小姐一樣有著可愛的貓耳朵呢。","ㄩㄢ","ㄠ","造型泳圈"
"10106","2","2","3010602","只要有了這個，不會游泳也沒關係。","ㄧㄣ","ㄢ","旱鴨子必備的物品"
"10106","2","3","3010603","不擅長游泳的凱留最愛用的可愛貓咪造型游泳圈。","ㄩㄢ","ㄞ","凱留的游泳圈"
"10107","2","1","3010700","在刺眼陽光或強力照明下時髦地守護我們。","ㄧㄥ","ㄞ","太陽眼鏡"
"10107","2","2","3010701","「太陽眼鏡」的另一種說法。","ㄧㄥ","ㄟ","黑色護目鏡"
"10107","2","2","3010702","黑色鏡片的眼鏡。","ㄧㄢ","ㄛ","墨色鏡片"
"10107","2","2","3010703","非常適合配戴太陽眼鏡的酷帥生活方式。","ㄨ","ㄨ","無情冷酷"
"10107","2","3","3010704","小凱留的夏日時尚配件。實在太適合了，太讚了吧！","ㄧㄥ","ㄧㄠ","小凱留的太陽眼鏡"
"10108","2","1","3010800","忍者丟擲的武器。","ㄧㄢ","ㄡ","手裏劍"
"10108","2","2","3010801","指可以用來投擲的攻擊型武器。","ㄧ","ㄧㄡ","丟擲武器"
"10108","2","2","3010802","在暗中進行諜報等祕密活動的人物。","ㄜ","ㄣ","忍者"
"10108","2","3","3010803","在大江戶相當受歡迎的土產。","ㄢ","ㄚ","大江戶的特產"
"10109","2","1","3010900","生活的據點，想在天黑前回去。","ㄧㄚ","ㄧㄚ","家"
"10109","2","1","3010901","意指家，回去就會感到安心。","ㄞ","ㄨ","住宅"
"10109","2","2","3010902","「家」的代表。今天也想圍著餐桌吃著熱騰騰的飯菜。","ㄗ","ㄤ","房子"
"10109","2","2","3010903","人們為了居住或保管物品所建造的建築物。","ㄨ","ㄧㄢ","建築物"
"10109","2","3","3010904","「公會」的活動據點，對大家而言很重要的地方。","ㄨ","ㄨㄥ","公會小屋"
"10110","2","1","3011000","捏握熟飯作成的料理，在內部加入配料也很美味。","ㄨㄢ","ㄟ","美味飯糰"
"10110","2","2","3011001","常見的飯糰餡料之一。據說是貪吃佩可手上最常拿著的飯糰種類。","ㄧㄠ","ㄚ","炸蝦餡料"
"10110","2","3","3011002","一直吃一直吃也吃不完的夢幻飯糰。","ㄨㄢ","ㄨ","無限飯糰"
"10110","2","3","3011003","戰鬥中也不能放手呢☆","ㄧ","ㄢ","貪吃佩可喜歡的東西"
"10111","2","1","3011100","苦苦～的綠色蔬菜。","ㄧㄠ","ㄩ","綠色青椒"
"10111","2","2","3011101","很像青椒但不會苦的蔬菜，色彩繽紛。","ㄧㄠ","ㄞ","彩椒"
"10111","2","2","3011102","積極攝取似乎對身體很好。","ㄞ","ㄨㄤ","黃綠色蔬菜"
"10111","2","3","3011103","雖然紅蘿蔔也很討厭，但青椒更是吃不下去。","ㄧ","ㄧㄥ","鏡華不喜歡的東西"
"10112","2","1","3011200","被刺刺硬殼所保護的甘甜果實。","ㄗ","ㄧ","栗子"
"10112","2","2","3011201","使用砂糖來炒熱栗子。","ㄗ","ㄤ","糖炒栗子"
"10112","2","2","3011202","保護著內部的果實，刺到會很痛。","ㄜ","ㄧㄢ","尖殼"
"10112","2","2","3011203","代表秋天的美食。","ㄕ","ㄧㄡ","秋季美食"
"10113","2","1","3011300","用烤的地瓜料理。","ㄨㄚ","ㄠ","烤地瓜"
"10113","2","1","3011301","有著甘甜好吃的美妙滋味。","ㄨ","ㄢ","蕃薯"
"10113","2","2","3011302","「蕃薯」的別稱。","ㄨ","ㄧㄢ","甜薯"
"10113","2","2","3011303","代表秋天的美食。","ㄕ","ㄧㄡ","秋季美食"
"10113","2","2","3011304","烤地瓜最美味的時機，小心別燙傷了。","ㄨ","ㄜ","熱呼呼剛出爐"
"10114","2","1","3011400","非常嗆辣的辛香料，是青椒的同類。","ㄧㄠ","ㄚ","辣椒"
"10114","2","1","3011401","「辣椒」的種類之一。","ㄧㄠ","ㄧㄥ","鷹爪辣椒"
"10114","2","2","3011402","以辣椒為主材料的調味料。","ㄣ","ㄧ","七味粉"
"10114","2","2","3011403","點綴料理的辛香料。","ㄧㄠ","ㄧㄤ","香料"
"10114","2","3","3011404","似龍的珍藏。","ㄕ","ㄙ","似龍生物的火焰果實"
"10115","2","1","3011500","棲息於水中或潮濕地面的甲殼類動物。","ㄗ","ㄧㄚ","蝦子"
"10115","2","2","3011501","將蝦子裹上麵粉後，進行油炸的一種料理。","ㄧㄚ","ㄚ","炸蝦"
"10115","2","2","3011502","來自海洋的美味贈禮。","ㄧㄢ","ㄞ","海鮮"
"10115","2","2","3011503","海產的鮮度就是一切。","ㄢ","ㄧㄢ","現捕海產"
"10116","2","1","3011600","穿在腰部以下的筒狀衣物。","ㄗ","ㄩㄣ","裙子"
"10116","2","2","3011601","長度較短的裙子。","ㄩㄣ","ㄧ","迷你裙"
"10116","2","2","3011602","從腰部到裙擺重複打了許多褶子的裙子。","ㄩㄣ","ㄞ","百褶裙"
"10117","2","1","3011700","穿在腰部以下的衣物，有做出胯下的形狀。","ㄗ","ㄨ","褲子"
"10117","2","2","3011701","穿在腰部以下衣物的總稱。","ㄕ","ㄧㄚ","下半身服飾"
"10117","2","2","3011702","工作時能更方便行動的衣裝。","ㄨ","ㄨㄥ","工作服"
"10117","2","2","3011703","長度較短的褲子。","ㄨ","ㄨㄢ","短褲"
"10118","2","1","3011800","能在空中飛行的交通工具，不是鳥但有翅膀。","ㄧ","ㄟ","飛機"
"10118","2","2","3011801","為了驅動船或飛機而裝上的旋轉式翅膀。","ㄧㄤ","ㄨㄛ","螺旋槳"
"10118","2","2","3011802","無人搭乘、遠端操縱。","ㄨㄥ","ㄧㄠ","遙控"
"10118","2","2","3011803","模仿鳥類的翅膀，是飛機用來維持空中穩定度的主要部件。","ㄧ","ㄧ","機翼"
"10119","2","1","3011900","從天而降的水滴，主要是由雲朵產生。","ㄧ","ㄩ","雨滴"
"10119","2","2","3011901","自然界的水在大氣與陸地及海洋間轉換，循環不已。","ㄨㄢ","ㄨㄟ","水循環"
"10119","2","2","3011902","陰灰下雨日的天氣。","ㄧㄢ","ㄧㄣ","陰雨天"
"10119","2","2","3011903","大規模降雨。","ㄩ","ㄚ","大雨"
"10120","2","1","3012000","細長的棒狀道具。","ㄤ","ㄡ","手杖"
"10120","2","2","3012001","人們用來支撐身體的工具。","ㄩ","ㄧㄥ","行動輔具"
"10120","2","2","3012002","用於施展魔法的道具，一邊揮舞一邊詠唱咒語吧。","ㄤ","ㄛ","魔杖"
"10121","2","1","3012100","在長柄前端有著刀刃的武器。","ㄧㄤ","ㄧㄢ","尖槍"
"10121","2","2","3012101","桿端有尖刃的長柄武器。","ㄠ","ㄠ","矛"
"10121","2","2","3012102","自古對槍的美稱。","ㄨㄤ","ㄞ","百兵之王"
"10121","2","3","3012103","美冬的專用武器。","ㄨㄥ","ㄤ","蒼龍槍蛟龍"
"10122","2","1","3012200","用於保護頭部的防具。","ㄨㄟ","ㄡ","頭盔"
"10122","2","2","3012201","用堅固素材製成，用於保護身體的防具。","ㄧㄚ","ㄞ","鎧甲"
"10122","2","2","3012202","「甲冑」的另一種說法。","ㄧㄚ","ㄨㄟ","盔甲"
"10122","2","2","3012203","保護身體的裝備。","ㄩ","ㄤ","防具"
"10122","2","3","3012204","聲名遠播的王宮騎士團的鎧甲。守護蘭德索爾的治安吧。","ㄧㄚ","ㄨㄢ","團員們的鎧甲"
"10122","2","3","3012205","會食用金屬、操縱武器的神祕魔物。","ㄧㄚ","ㄨㄤ","亡靈鎧甲"
"10123","2","1","3012300","上鎖和開鎖用的道具，要是弄丟就麻煩了。","ㄕ","ㄧㄠ","鑰匙"
"10123","2","2","3012301","「鑰匙」的別稱。","ㄕ","ㄨㄛ","鎖匙"
"10123","2","2","3012302","可打開所有適用的鎖的鑰匙。","ㄕ","ㄨㄢ","萬用鑰匙"
"10124","2","1","3012400","裡面裝了什麼？要等打開才會揭曉。","ㄧㄤ","ㄠ","寶箱"
"10124","2","2","3012401","「寶箱」的內容物。","ㄠ","ㄧㄣ","金銀財寶"
"10124","2","2","3012402","得到就能大賺一筆。","ㄧㄤ","ㄤ","藏寶箱"
"10124","2","3","3012403","偶爾才能得到的特別寶物。","ㄨㄛ","ㄧ","稀有掉落"
"10125","2","1","3012500","非常強大的生物，是珍貴的存在，留下了許許多多的傳說。","ㄨㄥ","ㄨㄥ","龍"
"10125","2","2","3012501","據說很久之前曾經存在的生物。","ㄨㄥ","ㄠ","暴龍"
"10125","2","2","3012502","脊椎動物的一類，是許多物種的統稱。","ㄨ","ㄚ","爬行動物"
"10125","2","2","3012503","刺激探究精神的存在，非常浪漫。","ㄨ","ㄨㄢ","傳說生物"
"10125","2","3","3012504","居住在忘卻之密境──綠龍骸嶺中的年輕巨龍。","ㄨㄥ","ㄨㄤ","狂怒綠龍"
"10126","2","1","3012600","將話語書寫下來時使用的符號。","ㄗ","ㄨㄣ","文字"
"10126","2","3","3012601","聽到切嚕，似乎就會不經意地想起好朋友社的那號人物？","ㄜ","ㄠ","好朋友社"
"10126","2","3","3012602","琪愛兒的口頭禪。預計會成為世界共通語言？","ㄨ","ㄧㄝ","切嚕"
"10127","2","1","3012700","封鎖手部動作的拘束道具。","ㄠ","ㄡ","手銬"
"10127","2","1","3012701","封鎖腳部動作的拘束道具。","ㄧㄠ","ㄧㄠ","腳鐐"
"10127","2","1","3012702","為了封鎖行動而穿戴在身上的道具。","ㄩ","ㄨ","束縛道具"
"10127","2","3","3012703","只要像這樣被緊緊束縛，空花就……嘻嘻嘻嘻嘻。","ㄞ","ㄨㄥ","空花的最愛"
"10128","2","1","3012800","被牆壁包圍區域的出入口。","ㄣ","ㄣ","門"
"10128","2","2","3012801","學校的門，如果遲到了也許就會關上。","ㄡ","ㄧㄠ","校門口"
"10128","2","2","3012802","鐵製的門。","ㄣ","ㄧㄝ","鐵門"
"10128","2","3","3012803","蘭德索爾頂尖的千金學校，通稱德蕾女。","ㄩㄢ","ㄥ","聖德蕾莎女子學院"
"20066","2","1","4006600","從天而降、操縱冰雪的龍人族少女。","ㄟ","ㄩㄝ","雪菲"
"20066","2","3","4006601","罕見的龍人族女孩。","ㄩ","ㄨㄥ","龍人族少女"
"20067","2","1","4006700","在【公會管理協會】工作，溫柔又可靠的人。","ㄧㄣ","ㄨㄚ","花凜"
"20067","2","3","4006701","管理公會的政府機關，負責支援認可與管理申請。","ㄨㄟ","ㄨㄥ","公會管理協會"
"20067","2","3","4006702","在背後支援冒險的嚮導。","ㄩㄢ","ㄠ","導覽員"
"20067","2","3","4006703","很棒的夥伴！","ㄩ","ㄞ","該死的眼鏡女"
"20068","2","1","4006800","能夠自在地操縱氣象，能雷擊的雲型魔物。","ㄠ","ㄟ","雷雲長老"
"20068","2","3","4006801","會導致落雷的黑雲。","ㄩㄣ","ㄨ","烏雲"
"20068","2","3","4006802","成為雷雷的手下戰鬥。","ㄧㄚ","ㄡ","手下"
"20069","2","1","4006900","因為睡眠不足而倦怠的貓頭鷹魔物。","ㄧㄠ","ㄣ","沉睡之梟"
"20069","2","3","4006901","鳥的一種，森林中的哲學家。","ㄧㄥ","ㄠ","貓頭鷹"
"20070","2","1","4007000","豆狸魔物。雖然幼小，卻會拼命戰鬥。","ㄠ","ㄧㄠ","小狸貓"
"20070","2","3","4007001","「狸貓」的別稱。","ㄜ","ㄜ","貉"
"20070","2","3","4007002","一下是彈弓，一下是鍋釜，什麼時候變回原型呢？","ㄣ","ㄧㄢ","變身"
"20070","2","3","4007003","東國的傳統廚具是也。偶爾會爆炸是也。","ㄨㄛ","ㄨ","釜鍋"
"20070","2","3","4007004","大仙狸的眷屬，數量眾多。","ㄧ","ㄚ","大王山狸的小弟"
"20071","2","1","4007100","擁有堅硬身軀的岩石魔物。","ㄧㄤ","ㄛ","魔像"
"20071","2","3","4007101","由岩石構成的魔物，指魔像。","ㄨ","ㄧㄢ","岩石魔物"
"20071","2","3","4007102","排在廣場的地藏們。","ㄧㄡ","ㄧㄥ","鈴莓的好朋友"
"20072","2","1","4007200","來自魔法國度的神秘生物，為魔法少女帶來力量。","ㄚ","ㄛ","摩拉"
"20072","2","3","4007201","以魔力維持生命活動的生物。","ㄨ","ㄣ","神秘魔法生物"
"20072","2","3","4007202","莫妮卡！變身成Lovely★莫妮卡吧！","ㄧ","ㄞ","愛與希望之力"
"20072","2","3","4007203","當時或許有點強硬。","ㄧㄡ","ㄟ","給旁人添麻煩的毛球"
