e2ba602177706c417dd858f344e4ffffd3d770fcd11112ec084f733f1f20f49a,aed741f3d379b43e0df9c7dd102d1e8aa99667f30a80e9d7644bd8fbe0e2ca14,2a63165b2bfe088291100201bda18bcda79a08a2394a9ca982cd36ffb23e2ad0,d32c715acecd808d29a58fc040c11c3ec0e97f4ca26ad2175cab7dc4566d6890,13e0d331cf15ca2886b44a99a71ec5d26f1c9483cc7ebcd56fe19e454bf49546,fe82e3d54bfd1cc2f8595a7f8324edd40bfca1db64e71ec197f7bb75ba5b0cf3,f90aaaf873df2311908043ee4de95ed57ea37eb1dd59aa33b49c41ab56443f69,c351da0dc935da64c01c9b1945cf432b5803f9531e074b50dd3c73a14a7470fd,1da7391c6db4d03e113b70a66fc40c7a498887330f6cd6e10858e59706371ccc,021dfb9c473e0c4011378e0310ad65cca874d607c203847f5901131b82f294d8,6250f826514e615afa11ab7b142208df6665003178b0d02c7d0b22dadfa5d422,033c9f3a0a2651a4693ceaf9b8947e6fbc66a926673613776ab67a4b136919b0,7c15da98ea50b54f3b90c38edd83518ddb7d4f37e1b82dff29aa02fbfb7cc7d8
"vo_minigame_1012_result_2080","0","4","22300148","2","1","0","雖然有讀書了，\n但還是一堆不懂的東西……\n秀才老師，救救人家～","9","5","3001","2","4"
"vo_minigame_1012_result_2081","2.67","4","22300149","2","2","0","果然很難耶……\n但是感覺下一次能答對更多題！","9","5","3001","2","3"
"vo_minigame_1012_result_2082","4.68","10","22300150","2","2","0","題目那麼難，\n這分數很可以了吧？\n咦？感覺還能更好？","9","5","3001","2","6"
"vo_minigame_1012_result_2083","0","9","22300151","2","2","0","哪裡錯了呢？\n人家完全不曉得……\n不愧是很難的題目。","9","5","3001","2","9"
"vo_minigame_1012_result_2084","3.55","0","22300152","2","3","0","雖然難到爆，\n但要做的事還是一樣的吧？\n人家也會跟著秀才的，\n就腳踏實地地努力吧！","9","5","3001","2","3"
"vo_minigame_1012_result_2085","2.51","4","22300153","2","3","0","果然難翻天了……\n對了，猶豫的話，\n使用提示也是很可以的吧？","9","5","3001","2","6"
"vo_minigame_1012_result_2086","6.15","9","22300154","2","3","0","果然考試\n不能想說船到橋頭自然直？\n只能記起來嗎？\n那就只能努力了……","9","5","3001","2","5"
"vo_minigame_1012_result_2087","4.12","4","22300155","2","1","6","本來以為可以的，\n但卻不是那麼一回事？\n考試真的好殘酷……","4","1","3001","2","9"
"vo_minigame_1012_result_2088","0.01","4","22300156","2","1","6","唔嗯……完全不懂！\n但這是簡單的題目吧……？\n要再試一次嗎？","4","1","3001","2","4"
"vo_minigame_1012_result_2089","5.28","0","22300157","2","1","0","我們還在\n學習中嘛……\n之後才會展現成果吧？\n對吧，秀才！","4","1","3001","2","3"
"vo_minigame_1012_result_2090","2.89","0","22300158","2","2","0","一點一滴記起來就OK了吧！\n跟人家一起學習吧！","4","1","3001","2","3"
"vo_minigame_1012_result_2091","5.45","0","22300159","2","2","0","即使不擅長讀書，\n但人家很喜歡跟秀才一起學習！\n所以說，\n能再教人家一次嗎？","4","1","3001","2","7"
"vo_minigame_1012_result_2092","4.29","4","22300160","2","2","3","即使記了也馬上就忘，\n該怎麼辦才好？\n啊，這種時候，\n就是要複習？","4","1","3001","2","10"
"vo_minigame_1012_result_2093","4.64","4","22300161","2","3","6","太難了！\n腦筋都要秀逗了！\n秀才，\n吹吹人家的頭～","4","1","3001","2","8"
"vo_minigame_1012_result_2094","3.14","9","22300162","2","3","0","題目難到翻好難過～\n但是秀才很努力，\n人家也要加油！","4","1","3001","2","5"
"vo_minigame_1012_result_2095","6.59","7","22300163","2","3","0","跟秀才同分，\n人家好像有點安心了，\n我們一起加油吧～！\n可別丟下人家喔！","4","1","3001","2","4"
"vo_minigame_1012_result_2096","0","3","22300164","2","1","0","……總之，不會有比這更低分了，\n下次來個大逆轉，\n讓分數飆升吧！","0","0","3001","2","3"
"vo_minigame_1012_result_2097","2.2","9","22300165","2","1","5","這是0分嘛……\n對了，下次要不要試試看，\n用擲鉛筆來選答案的作戰？","0","0","3001","2","10"
"vo_minigame_1012_result_2098","0.01","4","22300166","2","1","6","有時候會沒辦法思考呢……\n秀才也有過那種感覺嗎？","0","0","3001","2","4"
"vo_minigame_1012_result_2099","2.8","6","22300167","2","2","3","咦？秀才也考0分？\n那就跟人家一樣了嘛♪\n不過也別急，\n我們一起學習吧！","0","0","3001","2","2"
"vo_minigame_1012_result_2100","3.22","9","22300168","2","2","6","唔唔唔～0分……！\n即使記起來了也馬上就忘，\n讀書真的好辛苦。","0","0","3001","2","4"
"vo_minigame_1012_result_2101","2.1","4","22300169","2","2","11","0分呢……\n不過沒事沒事，\n只要能雪恥，結果就沒問題！","0","0","3001","2","0"
"vo_minigame_1012_result_2102","2.74","0","22300170","2","3","3","吃點點心休息一下，\n再來雪恥吧！\n吃了甜食後一定可以的吧！","0","0","3001","2","2"
"vo_minigame_1012_result_2103","3","6","22300171","2","3","9","秀才你也覺得\n這難翻天了嗎？\n那這份測驗，\n不就誰都沒辦法答對？","0","0","3001","2","9"
"vo_minigame_1012_result_2104","4.37","10","22300172","2","3","0","……奇怪？\n我把0看成〇了！\n呀哈，\n我可能稍微湧出幹勁了！","0","0","3001","2","2"
"vo_minigame_1012_gamestart_200","0.01","0","23100101","3","0","10","好～加油吧～","0","0","1001","2","0"
"vo_minigame_1012_gamestart_201","0","2","23100102","3","0","0","學習，\n學習～！","0","0","1001","2","2"
"vo_minigame_1012_gamestart_202","0","3","23100103","3","0","0","秀才，請多指教～","0","0","1001","2","3"
"vo_minigame_1012_gamestart_203","0.01","0","23100201","3","0","4","重複複習很重要呢♪","-1","3","1002","2","0"
"vo_minigame_1012_gamestart_204","0","7","23100202","3","0","0","那個那個，再多教人家一點～","-1","3","1002","2","7"
"vo_minigame_1012_gamestart_205","0","5","23100301","3","0","0","首先從這開始……！","1","1","1003","2","5"
"vo_minigame_1012_gamestart_206","0","0","23100302","3","0","0","請多指教，手下留情～","1","1","1003","2","0"
"vo_minigame_1012_gamestart_207","0","6","23100303","3","0","0","好像還蠻難的喔？","2","2","1003","2","6"
"vo_minigame_1012_gamestart_208","0","5","23100304","3","0","0","OK～人家努力看看……！","2","2","1003","2","5"
"vo_minigame_1012_gamestart_209","0","4","23100305","3","0","0","慘了，這難翻天了……！","3","3","1003","2","4"
"vo_minigame_1012_gamestart_210","0","10","23100306","3","0","0","這是會讓腦筋秀逗的東西吧？","3","3","1003","2","10"
"vo_minigame_1012_gamestart_211","0","3","23100401","3","0","0","OK～人家也不會放棄的～","0","0","1004","2","3"
"vo_minigame_1012_gamestart_212","0","2","23100402","3","0","0","再複習一次吧！","0","0","1004","2","2"
"vo_minigame_1012_gamestart_213","0","3","23100501","3","0","0","我有看到\n你和凱留寶\n一起讀書♪","0","0","1005","2","3"
"vo_minigame_1012_gamestart_214","0","0","23100502","3","0","0","人家也像凱留寶一樣戴眼鏡試試看吧？","0","0","1005","2","0"
"vo_minigame_1012_start_200","0","3","23110101","3","0","0","來吧～！","0","0","1101","2","3"
"vo_minigame_1012_start_201","0","4","23110102","3","0","0","答得出來嗎？","0","0","1101","2","4"
"vo_minigame_1012_start_202","0","2","23110103","3","0","0","秀才老師～！","0","0","1101","2","2"
"vo_minigame_1012_start_203","0","5","23110201","3","0","0","還早得很！","0","0","1102","2","5"
"vo_minigame_1012_start_204","0","0","23110202","3","0","0","來反攻吧！","0","0","1102","2","0"
"vo_minigame_1012_start_205","0","5","23110203","3","0","0","專心，專心！","0","0","1102","2","5"
"vo_minigame_1012_start_206","0","3","23110301","3","0","0","現在才開始！","4","2","1103","2","3"
"vo_minigame_1012_start_207","0","3","23110302","3","0","0","積極進攻囉！","4","2","1103","2","3"
"vo_minigame_1012_start_208","0","2","23110303","3","0","0","氣氛嗨起來～","4","2","1103","2","2"
"vo_minigame_1012_start_209","0","2","23110304","3","0","0","加油～加油～！","7","5","1103","2","2"
"vo_minigame_1012_start_210","0","5","23110305","1","0","0","還有一半……！","7","5","1103","2","5"
"vo_minigame_1012_start_211","0","5","23110306","1","0","0","下半場……！","7","5","1103","2","5"
"vo_minigame_1012_start_212","0","0","23110307","1","0","0","差不多要結束了！","10","8","1103","2","0"
"vo_minigame_1012_start_213","0","2","23110308","1","0","0","還剩一點！","10","8","1103","2","2"
"vo_minigame_1012_start_214","0","5","23110309","1","0","0","再堅持一下……！","10","8","1103","2","5"
"vo_minigame_1012_start_215","0","0","23110401","3","0","0","能選到正確答案就好了呢。","2","2","1104","2","0"
"vo_minigame_1012_start_216","0","6","23110402","3","0","0","哪個是正確答案呢～？","2","2","1104","2","6"
"vo_minigame_1012_start_217","0","0","23110403","3","0","0","好像是單選！","2","2","1104","2","0"
"vo_minigame_1012_start_218","0","3","23110404","3","0","0","是是非題呢！","1","1","1104","2","3"
"vo_minigame_1012_start_219","0","6","23110405","3","0","0","是〇嗎？還是×？","1","1","1104","2","6"
"vo_minigame_1012_start_220","0","0","23110406","3","0","0","你覺得是哪個？","1","1","1104","2","0"
"vo_minigame_1012_start_221","0","2","23110407","3","0","0","要選出所有\n正確答案！","3","3","1104","2","2"
"vo_minigame_1012_start_222","0","0","23110408","3","0","0","好像有好幾個正確答案。","3","3","1104","2","0"
"vo_minigame_1012_start_223","0","6","23110409","3","0","0","好像只要選出正確答案～","3","3","1104","2","6"
"vo_minigame_1012_start_227","0","6","23110501","3","0","0","人家可能知道答案！","0","0","1105","2","6"
"vo_minigame_1012_start_228","0","5","23110502","3","0","0","呃……人家記得……","0","0","1105","2","5"
"vo_minigame_1012_start_229","0","10","23110503","3","0","0","之前有答對過嗎？","0","0","1105","2","10"
"vo_minigame_1012_start_224","0","4","23110601","3","0","0","好難的題目……！","0","0","1106","2","4"
"vo_minigame_1012_start_225","0","10","23110602","3","0","0","這是什麼啊？","0","0","1106","2","10"
"vo_minigame_1012_start_226","0","0","23110603","3","0","0","有看過吧？","0","0","1106","2","0"
"vo_minigame_1012_start_230","0","3","23110701","3","0","0","好，快了快了！","0","0","1107","2","3"
"vo_minigame_1012_start_231","0.01","2","23110702","3","0","4","再一題～♪","0","0","1107","2","2"
"vo_minigame_1012_start_232","0","6","23110801","3","0","0","奇怪，\n這下超不妙的吧……？","0","0","1108","2","6"
"vo_minigame_1012_start_233","0","4","23110802","3","0","0","這個，是不及格吧……？","0","0","1108","2","4"
"vo_minigame_1012_correct_200","0","6","23120101","3","0","0","原來如此～","0","0","1201","2","6"
"vo_minigame_1012_correct_201","0","2","23120102","3","0","0","是這樣啊～！","0","0","1201","2","2"
"vo_minigame_1012_correct_202","0.01","3","23120103","3","0","11","耶～！","0","0","1201","2","3"
"vo_minigame_1012_correct_203","0","3","23120104","3","0","0","答對了～！","0","0","1201","2","3"
"vo_minigame_1012_correct_204","0.01","1","23120105","3","0","2","嗯嗯……！","0","0","1201","2","1"
"vo_minigame_1012_correct_205","0","6","23120106","3","0","0","我不曉得……","0","0","1201","2","6"
"vo_minigame_1012_correct_206","0","3","23120107","3","0","0","很完美嘛！","0","0","1201","2","3"
"vo_minigame_1012_correct_210","0","6","23120201","3","0","0","快到爆～","3000","0","1202","2","6"
"vo_minigame_1012_correct_211","0","6","23120202","3","0","0","等一下！","3000","0","1202","2","6"
"vo_minigame_1012_correct_212","0.01","6","23120203","3","0","8","真是的～下一題！？","6000","3001","1202","2","6"
"vo_minigame_1012_correct_213","0.01","6","23120204","3","0","8","太快了吧！？","6000","3001","1202","2","6"
"vo_minigame_1012_correct_214","0","3","23120205","3","0","0","很行嘛！","6000","3001","1202","2","3"
"vo_minigame_1012_correct_216","0","4","23120206","3","0","0","好難喔。","-1","13333","1202","2","4"
"vo_minigame_1012_correct_220","0","3","23120301","3","0","0","氣氛超級嗨～","0","0","1203","2","3"
"vo_minigame_1012_correct_224","0","3","23120401","3","0","0","輕輕鬆鬆嘛！","0","0","1204","2","3"
"vo_minigame_1012_correct_226","0","3","23120402","3","0","0","已經～很完美囉！","0","0","1204","2","3"
"vo_minigame_1012_correct_221","0","2","23120501","3","0","0","答對了～！！","0","0","1205","2","2"
"vo_minigame_1012_correct_222","0","3","23120502","3","0","0","來雪恥吧！","0","0","1205","2","3"
"vo_minigame_1012_correct_227","0","2","23120601","3","0","0","不錯喔～","-1","3","1206","2","2"
"vo_minigame_1012_correct_229","0.01","3","23120602","3","0","4","嗨起來～！","-1","3","1206","2","3"
"vo_minigame_1012_correct_230","0","5","23120701","3","0","0","好戲現在才開始！","-1","3","1207","2","5"
"vo_minigame_1012_incorrect_200","0.01","4","23130101","3","0","6","唔～嗯……","0","0","1301","2","4"
"vo_minigame_1012_incorrect_201","0","4","23130102","3","0","0","怎麼會～","0","0","1301","2","4"
"vo_minigame_1012_incorrect_202","0","10","23130103","3","0","0","是這樣啊～！","0","0","1301","2","10"
"vo_minigame_1012_incorrect_203","0","9","23130104","3","0","0","騙人～！？","0","0","1301","2","9"
"vo_minigame_1012_incorrect_204","0","4","23130105","3","0","0","答錯了？","0","0","1301","2","4"
"vo_minigame_1012_incorrect_205","0.01","4","23130106","3","0","6","震驚……","0","0","1301","2","4"
"vo_minigame_1012_incorrect_206","0","9","23130107","3","0","0","為什麼為什麼～！","0","0","1301","2","9"
"vo_minigame_1012_incorrect_210","0.01","6","23130201","3","0","8","真的嗎！？","3000","0","1302","2","6"
"vo_minigame_1012_incorrect_211","0.01","6","23130202","3","0","8","秀才！？","3000","0","1302","2","6"
"vo_minigame_1012_incorrect_212","0","4","23130203","3","0","0","奇怪……？","6000","3001","1302","2","4"
"vo_minigame_1012_incorrect_213","0","4","23130204","3","0","0","答錯了！？","6000","3001","1302","2","4"
"vo_minigame_1012_incorrect_214","0","4","23130205","3","0","0","別急喔！","6000","3001","1302","2","4"
"vo_minigame_1012_incorrect_215","0","4","23130206","3","0","0","時間到了？","-1","20000","1302","2","4"
"vo_minigame_1012_incorrect_220","0","9","23130301","3","0","0","真的莫名其妙～","0","0","1303","2","9"
"vo_minigame_1012_incorrect_221","0","10","23130401","3","0","0","人家忘了……","0","0","1304","2","10"
"vo_minigame_1012_incorrect_222","0","4","23130402","3","0","0","是這樣嗎？","0","0","1304","2","4"
"vo_minigame_1012_incorrect_224","0","10","23130501","3","0","0","剛好出局？","0","0","1305","2","10"
"vo_minigame_1012_incorrect_225","0","5","23130502","3","0","0","真可惜～！","0","0","1305","2","5"
"vo_minigame_1012_hint_200","0","5","23140101","3","0","0","唔唔唔……","0","0","1401","2","5"
"vo_minigame_1012_hint_201","0","5","23140102","3","0","0","是哪個呢～？","0","0","1401","2","5"
"vo_minigame_1012_hint_202","0","4","23140103","3","0","0","不知道啦～","0","0","1401","2","4"
"vo_minigame_1012_hint_203","0","5","23140104","3","0","0","思考中……","0","0","1401","2","5"
"vo_minigame_1012_hint_204","0.01","5","23140105","3","0","7","人、人家沒睡著……！","0","0","1401","2","5"
"vo_minigame_1012_hint_205","0.01","2","23140106","3","0","4","哼哼哼～哼♪","0","0","1401","2","2"
"vo_minigame_1012_hint_206","0.01","3","23140107","3","0","11","呀哈，\n對到眼了呢♪","0","0","1401","2","3"
"vo_minigame_1012_hint_207","0","0","23140108","3","0","0","那個，要吃點心嗎？","0","0","1401","2","0"
"vo_minigame_1012_hint_208","0","4","23140109","3","0","0","腦袋要秀逗了……","0","0","1401","2","4"
"vo_minigame_1012_hint_209","0","10","23140110","3","0","0","感覺好像\n是這個吧？","0","0","1401","2","10"
"vo_minigame_1012_hint_210","0","4","23140201","3","0","0","這沒有答案吧……？","0","0","1402","2","4"
"vo_minigame_1012_hint_211","0","10","23140202","3","0","0","莫名其妙，笑死～","0","0","1402","2","10"
"vo_minigame_1012_hint_212","0","9","23140203","3","0","0","根本難到爆～","0","0","1402","2","9"
"vo_minigame_1012_hint_213","0","0","23150101","3","0","0","給人家提示～！","20000","3001","1501","2","0"
"vo_minigame_1012_hint_214","0","2","23150102","3","0","0","幫幫人家～","20000","3001","1501","2","2"
"vo_minigame_1012_hint_215","0","3","23150103","3","0","0","提示來吧～！","20000","3001","1501","2","3"
"vo_minigame_1012_hint_216","0","2","23150104","3","0","0","提示提示～！","3000","0","1501","2","2"
"vo_minigame_1012_hint_217","0","8","23150105","3","0","0","救救人家～","3000","0","1501","2","8"
"vo_minigame_1012_tap_200","0.01","6","23160101","3","0","8","哇啊！\n嚇人家一跳！","4","1","1601","2","6"
"vo_minigame_1012_tap_201","0.01","3","23160102","3","0","11","哈嚕哈嚕～","4","1","1601","2","3"
"vo_minigame_1012_tap_202","0.01","2","23160103","3","0","4","耶～！","9","5","1601","2","2"
"vo_minigame_1012_tap_203","0","7","23160104","3","0","0","要讓氣氛嗨起來嗎？","9","5","1601","2","7"
"vo_minigame_1012_tap_204","0","2","23160105","3","0","0","很癢啦～！","-1","10","1601","2","2"
"vo_minigame_1012_tap_205","0.01","3","23160106","3","0","11","氣氛超級嗨～♪","-1","10","1601","2","3"
"vo_minigame_1012_select_200","0","0","23200101","3","0","0","要教人家哪個科目？","0","0","2001","2","0"
"vo_minigame_1012_select_201","0","8","23200102","3","0","0","每個好像都很難呢。","0","0","2001","2","8"
"vo_minigame_1012_select_202","0.99","0","23200103","3","0","0","那個，說「預備」後一起選嗎？","0","0","2001","2","7"
"vo_minigame_1012_archive_200","3.43","2","23400101","3","0","0","重新看過之前教人家的內容，\n就叫做預習複習……\n……對吧！","0","0","4001","2","3"
