dac44974619a1e31febc2acf8404fe588dd297e3b33bff62a8e7437adc168ade,2125a0f6276917740dfbb5d1fb33c8718d247d22923d4bf39e2da01d46cd6039,aa571b6b8e11165f0aaa0dd0b9b9d2a5046aea3962e853f84853caf13e6c9fa6,52b35f0377d8d368e97df2aa38fb13e65ba0bdb39928a5c51bbe35d8f5a0face,b7209262cffc6ff664a5399780fdf07a872ee5711d9d20491624055490534be3,973f28e6268f0367c973f8f79308989309882bd5d9b680bf350f95ac607fdf33,91fc72fb7516c14fd9164cd15588198214a2a9b0e71f141847bbfa344af815bb,4c9259dda23fd24cba8351e0b8c38df7b379e48cea958d5201bd790fbb549c7d
"10079","會走路的菇類。據貪吃佩可所言，燉煮後似乎意外地美味。","2","3007903","ㄨ","3","紅蕈菇","ㄨㄥ"
"10080","被稱為百獸之王的貓科大型肉食野獸。","2","3008000","ㄗ","1","獅子","ㄕ"
"10080","會發出吼叫聲的大型貓科物種。嘎喔！","2","3008001","ㄠ","1","大貓","ㄚ"
"10080","擁有威風鬃毛的最強野獸。","2","3008002","ㄨㄤ","2","萬獸之王","ㄨㄢ"
"10080","生長在馬或公獅子脖子周圍的毛髮。","2","3008003","ㄠ","2","鬃毛","ㄨㄥ"
"10080","全身覆滿了毛，以四條腿走路的大型動物。","2","3008004","ㄟ","2","哺乳類","ㄨ"
"10080","獅子座之魔星獸，會用灼熱咆哮將攻擊牠的敵人全數燒盡。","2","3008005","ㄕ","3","奧爾獅","ㄠ"
"10081","用木頭包覆有色筆芯的筆記用具。","2","3008100","ㄧ","1","鉛筆","ㄧㄢ"
"10081","被用來當作鉛筆筆芯的材料。","2","3008101","ㄛ","1","石墨","ㄕ"
"10081","說到批改考卷就會常看到的顏色。","2","3008102","ㄧㄠ","2","紅色顏料","ㄨㄥ"
"10081","鉛筆、橡皮擦等書桌用具的總稱。","2","3008103","ㄩ","2","筆記用具","ㄧ"
"10081","克蘿依最愛的棒狀帶刺武器。","2","3008104","ㄧㄢ","3","殺手筆劍","ㄚ"
"10082","自己產生能量、發光發熱的星體。","2","3008200","ㄧㄤ","1","太陽","ㄞ"
"10082","和煦亮麗的陽光。","2","3008201","ㄧㄤ","1","豔陽","ㄧㄢ"
"10082","指太陽發出的光芒。","2","3008202","ㄨㄤ","2","陽光","ㄧㄤ"
"10082","空中雲朵較少、有太陽露臉的溫暖天氣。","2","3008203","ㄧㄢ","2","晴天","ㄧㄥ"
"10083","靠魔法浮力翱翔天際的充氣交通工具。","2","3008300","ㄧㄥ","1","空艇","ㄨㄥ"
"10083","載著人或物在水上前進的交通工具。","2","3008301","ㄨㄢ","2","船","ㄨㄢ"
"10083","靠充氣等方式讓機體浮起、加入動力和舵，在空中飛行的船。","2","3008302","ㄨㄢ","2","飛行船","ㄟ"
"10083","搭乘可飛行的交通工具，在空中移動，甚至可以四處旅遊。","2","3008303","ㄧ","2","遨遊天際","ㄠ"
"10083","（預計）由莫妮卡提督指揮的飛空艇艦隊。","2","3008304","ㄨㄟ","3","莫妮卡的艦隊","ㄛ"
"10084","莖上帶刺的美麗紅花。","2","3008400","ㄨㄟ","1","玫瑰","ㄟ"
"10084","在村落附近相當常見，帶刺灌木的總稱。","2","3008401","ㄧ","1","荊棘","ㄧㄥ"
"10084","植物的繁殖器官，多數都很漂亮。","2","3008402","ㄨㄚ","1","花","ㄨㄚ"
"10084","在千鈞一髮之際給予Shiny★智協助的神秘人物。到底是誰呢……","2","3008403","ㄣ","3","紅薔薇之人","ㄨㄥ"
"10085","在握成小團的飯上放魚片等食材的東國料理。","2","3008500","ㄙ","1","壽司","ㄡ"
"10085","具有東國代表特色的料理。","2","3008501","ㄧ","1","和式料理","ㄜ"
"10085","美味的紅肉魚。","2","3008502","ㄩ","1","鮪魚","ㄨㄟ"
"10085","奢侈地使用了需要相當費力才能捕獲的金槍鮪的握壽司。","2","3008503","ㄙ","3","金槍鮪握壽司","ㄧㄣ"
"10085","大間能捕到最高級的魚，金槍鮪。","2","3008504","ㄕ","3","大間的美食","ㄚ"
"10086","會映出自己模樣的神奇道具。","2","3008600","ㄗ","1","鏡子","ㄧㄥ"
"10086","一種傳播方向產生變化的物理現象。","2","3008601","ㄜ","2","反射","ㄢ"
"10086","用於整理儀容的道具。","2","3008602","ㄩ","2","禮節道具","ㄧ"
"10086","啊啊，我今天也很美麗呢！","2","3008603","ㄧㄣ","3","雪的愛用物品","ㄩㄝ"
"10087","女王或公主戴在頭頂上的豪華飾品。","2","3008700","ㄨㄢ","1","后冠","ㄡ"
"10087","王族等人物配戴在頭上的豪華飾品。","2","3008701","ㄧㄢ","1","冠冕","ㄨㄢ"
"10087","穿戴在身上，主要用於裝飾的物品。","2","3008702","ㄧㄣ","2","飾品","ㄕ"
"10087","代表權力之冠冕帶上的一種儀式。","2","3008703","ㄕ","2","加冕儀式","ㄧㄚ"
"10087","其實隱藏著強大力量的皇家裝備的一部分。","2","3008704","ㄨㄢ","3","貪吃佩可的皇冠","ㄢ"
"10087","裝備後威力會大幅提升，但是好像肚子會餓。","2","3008705","ㄟ","3","皇家的裝備","ㄨㄤ"
"10088","將肉和蔬菜加入高湯，長時間燉煮的熱呼呼料理。","2","3008800","ㄨ","1","關東煮","ㄨㄢ"
"10088","肉和蔬菜的燉煮料理。","2","3008801","ㄞ","1","燉菜","ㄨㄣ"
"10088","煮食物用的調理器具。","2","3008802","ㄗ","1","鍋子","ㄨㄛ"
"10088","用狂怒綠龍尾巴高湯燉煮的頂級關東煮。","2","3008803","ㄨ","3","頂級的龍尾關東煮","ㄧㄥ"
"10089","靠魔法之力發光的道具。","2","3008900","ㄠ","1","燈泡","ㄥ"
"10089","照亮黑暗的光。","2","3008901","ㄧㄥ","1","照明","ㄠ"
"10089","利用熱能放射來發光的玻璃球。","2","3008902","ㄥ","2","白熾燈","ㄞ"
"10089","較小顆的燈泡。","2","3008903","ㄠ","2","迷你燈泡","ㄧ"
"10089","表現光芒閃爍的狀聲詞。","2","3008904","ㄧㄥ","2","亮晶晶","ㄧㄤ"
"10089","導出真相的靈感之力。只要交給名偵探，任何難解事件都能解決！","2","3008905","ㄢ","3","霞的靈光一閃","ㄧㄚ"
"10090","飄在空中，由水滴或冰粒組成的團塊，會產生雨和雷。","2","3009000","ㄨㄛ","1","雲朵","ㄩㄣ"
"10090","夏季天空經常出現，不斷冒出湧動的大片雲朵。","2","3009001","ㄩㄣ","2","積雨雲","ㄧ"
"10090","被雲遮蓋而看不見太陽的天氣。","2","3009002","ㄧㄢ","2","陰天","ㄧㄣ"
"10090","放入口中就會唰地溶化，又白又軟綿的白色甜點。","2","3009003","ㄤ","2","棉花糖","ㄧㄢ"
"10090","使喚著雷雲，天真無邪地四處大鬧的雷娘。","2","3009004","ㄟ","3","雷雷","ㄟ"
"10091","可以砍樹的道具，也能當作武器。","2","3009100","ㄡ","1","斧頭","ㄨ"
"10091","用石頭做的斧頭，通常被當作武器或農具。","2","3009101","ㄨ","1","石斧","ㄕ"
"10091","由一根木棍把手接著一塊梯形刀片所組成，可用來砍樹。","2","3009102","ㄩ","2","伐木工具","ㄚ"
"10091","老練的哥布林戰士手上的武器。","2","3009103","ㄧ","3","哥布林王者的武器","ㄜ"
"10092","用自然湧出的熱水打造的浴池。暖暖身子吧。","2","3009200","ㄩㄢ","1","溫泉","ㄨㄣ"
"10092","設置在野外或戶外，沒有屋頂的浴池。","2","3009201","ㄤ","1","露天浴場","ㄨ"
"10092","以溫泉煮熟的水煮嫩蛋，是種美味的雞蛋料理。","2","3009202","ㄢ","1","蒸煮溫泉蛋","ㄥ"
"10092","能緩解身體疲勞與不適的知名溫泉。","2","3009203","ㄤ","2","名湯","ㄧㄥ"
"10092","牧場湧出的天然溫泉。來泡一泡消除疲勞吧。","2","3009204","ㄩㄢ","3","伊麗莎白牧場溫泉","ㄧ"
"10093","安眠的必需品。","2","3009300","ㄡ","1","枕頭","ㄣ"
"10093","用來環抱的大型枕頭。","2","3009301","ㄣ","1","抱枕","ㄠ"
"10093","如被子、枕頭、睡衣等，睡覺時使用物品的總稱。","2","3009302","ㄩ","2","寢具","ㄧㄣ"
"10093","睡覺時不可或缺的物品。今晚也能一夜好眠。","2","3009303","ㄧㄣ","2","睡眠用品","ㄨㄟ"
"10093","栞贈送的禮物。其實無論何時何地都想帶著走。","2","3009304","ㄨ","3","初音的寶物","ㄨ"
"10094","印著圖畫或照片的有趣讀物。","2","3009400","ㄓ","1","雜誌","ㄚ"
"10094","有著訪談、娛樂資訊等各種豐富內容的讀物。","2","3009401","ㄨㄚ","2","漫畫","ㄢ"
"10094","刊登時尚相關文章的書籍。","2","3009402","ㄨ","2","時尚刊物","ㄕ"
"10094","在蘭德索爾，無論男女老少都非常喜愛。","2","3009403","ㄧ","3","鈴奈的寫真集","ㄧㄥ"
"10095","透過敲打鼓面發出聲音。咚咚咚！","2","3009500","ㄨ","1","擊鼓","ㄧ"
"10095","敲打會發出高音的小型鼓。","2","3009501","ㄨ","1","小鼓","ㄧㄠ"
"10095","用來敲擊鼓面產生音調的敲擊棒。","2","3009502","ㄤ","2","鼓棒","ㄨ"
"10095","一種具有強力音樂節奏的樂曲形式。","2","3009503","ㄩ","2","進行曲","ㄧㄣ"
"10095","透過敲、打、搖晃等方式發出聲音的樂器總稱。","2","3009504","ㄧ","2","打擊樂器","ㄚ"
"10096","在夜空中，將星星連線來看作各種事物的東西。","2","3009600","ㄨㄛ","1","星座","ㄧㄥ"
"10096","存在於宇宙中的星星總稱，包括壁球、月亮、太陽。","2","3009601","ㄧ","1","天體","ㄧㄢ"
"10096","由各種星星、氣態物質、宇宙塵埃等匯聚而成的巨大天體。","2","3009602","ㄜ","1","銀河","ㄧㄣ"
"10096","太陽西沈，暗到能看見星星和月亮的天空。","2","3009603","ㄨㄥ","2","夜空","ㄧㄝ"
"10096","點亮夜空的主角們。","2","3009604","ㄧㄥ","2","恆星","ㄥ"
"10096","那個星座……看起來很像飯糰吧？太讚了吧☆","2","3009605","ㄨㄛ","3","飯糰座","ㄢ"
"10097","又甜又酸的夏季蔬菜。其實是茄子的同類。","2","3009700","ㄧㄝ","1","番茄","ㄢ"
"10097","一口大小的番茄，有的品種是黃色的。","2","3009701","ㄧㄝ","1","小番茄","ㄧㄠ"
"10097","番茄的別名。","2","3009702","ㄕ","2","西紅柿","ㄧ"
"10097","將番茄燉煮並調味所製成的料理。","2","3009703","ㄧ","2","茄汁料理","ㄧㄝ"
"10098","茂密地長著草的寬廣空地。","2","3009800","ㄧ","1","草地","ㄠ"
"10098","幾乎沒有樹木，被花草覆蓋的遼闊大地。","2","3009801","ㄩㄢ","1","廣闊草原","ㄨㄤ"
"10098","長著草的寬廣平地。","2","3009802","ㄧㄝ","1","原野","ㄩㄢ"
"10099","偶爾會出現在剛下完雨的天空，因陽光反射而出現的奇蹟。","2","3009900","ㄨㄥ","1","彩虹","ㄞ"
"10099","出現於夜晚，因月光折射而產生的奇蹟。","2","3009901","ㄨㄥ","1","月虹","ㄩㄝ"
"10099","彩虹中能看見的七種顏色，由紅橙黃綠藍靛紫組成。","2","3009902","ㄞ","1","七彩","ㄧ"
"10099","彷彿朝天空延伸一般出現的彩虹。","2","3009903","ㄧㄠ","2","掛在天上的橋","ㄨㄚ"
"10099","雨停過後的短暫時間。","2","3009904","ㄡ","2","雨後","ㄩ"
"10100","將冰塊打碎、淋上蜜糖，看起來像雪花的夏日甜點。","2","3010000","ㄧㄥ","1","刨冰","ㄠ"
"10100","一片湛藍，如同清爽的海洋一般，淋在刨冰上的蜜糖。","2","3010001","ㄧ","1","藍色夏威夷","ㄢ"
"10100","用冰淇淋或水果點綴得五彩繽紛的豪華刨冰。","2","3010002","ㄚ","2","冰沙","ㄧㄥ"
"10100","用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。","2","3010003","ㄕ","2","夏天風物詩","ㄧㄚ"
"10101","靠美麗的翅膀飄然舞動，像妖精一樣的昆蟲。","2","3010100","ㄧㄝ","1","蝴蝶","ㄨ"
"10101","美麗的大型蝴蝶的一種，後翅多有長長突起。","2","3010101","ㄧㄝ","1","鳳蝶","ㄥ"
"10101","以黑色大翅膀舞動的美麗蝴蝶。","2","3010102","ㄧㄝ","1","黑鳳蝶","ㄟ"
"10101","除人、獸、鳥、魚以外小動物的總稱。幾乎都數量繁多。","2","3010103","ㄨㄥ","2","蟲","ㄨㄥ"
"10101","競技游泳的一種，因外形像蝴蝶而得名。","2","3010104","ㄕ","2","蝶式","ㄧㄝ"
"10101","變貌大妃的幻化蝴蝶。","2","3010105","ㄧㄝ","3","變貌幻蝶","ㄧㄢ"
"10102","高聳矗立的建築物。","2","3010200","ㄚ","1","高塔","ㄠ"
"10102","眾多塔羅牌的其中一張。","2","3010201","ㄞ","2","塔羅牌","ㄚ"
"10102","為眺望遠方而蓋的建築物。","2","3010202","ㄞ","2","觀景台","ㄨㄢ"
"10102","為監視目的地而蓋的高聳建築物。","2","3010203","ㄧㄢ","2","瞭望點","ㄧㄠ"
"10102","彷彿直達天際的高聳建築物。","2","3010204","ㄡ","2","摩天大樓","ㄛ"
"10103","冰～冰甜～甜的點心。","2","3010300","ㄧㄣ","1","冰淇淋","ㄧㄥ"
"10103","「冰淇淋」的別稱。夏日消暑好選擇。","2","3010301","ㄨㄥ","1","甜筒","ㄧㄢ"
"10103","又甜又會瞬間在口中擴散的清爽口味。","2","3010302","ㄨㄟ","2","薄荷巧克力口味","ㄛ"
"10103","「冰淇淋」的另一種說法。","2","3010303","ㄨ","2","叭噗","ㄚ"
"10103","雪菲是薄荷巧克力派。","2","3010304","ㄧ","3","雪菲喜歡的東西","ㄩㄝ"
"10104","中央有個洞的輪狀甜點。","2","3010400","ㄩㄢ","1","甜甜圈","ㄧㄢ"
"10104","「甜甜圈」的另一種稱呼。","2","3010401","ㄗ","2","多拿滋","ㄨㄛ"
"10104","淋上了巧克力的標準點心。","2","3010402","ㄧㄢ","2","巧克力甜點","ㄧㄠ"
"10105","可以兌換食物、進入設施的票券。","2","3010500","ㄩㄢ","1","票券","ㄧㄠ"
"10105","表述約定或權利的紙張。","2","3010501","ㄥ","1","通行證","ㄨㄥ"
"10105","可跳過已通關冒險的方便道具。","2","3010502","ㄩㄢ","3","掃蕩券","ㄠ"
"10106","浮在水上的道具。在水上漂浮真舒服。","2","3010600","ㄩㄢ","1","游泳圈","ㄧㄡ"
"10106","特殊形狀的泳圈。和凱留小姐一樣有著可愛的貓耳朵呢。","2","3010601","ㄩㄢ","2","造型泳圈","ㄠ"
"10106","只要有了這個，不會游泳也沒關係。","2","3010602","ㄧㄣ","2","旱鴨子必備的物品","ㄢ"
"10106","不擅長游泳的凱留最愛用的可愛貓咪造型游泳圈。","2","3010603","ㄩㄢ","3","凱留的游泳圈","ㄞ"
"10107","在刺眼陽光或強力照明下時髦地守護我們。","2","3010700","ㄧㄥ","1","太陽眼鏡","ㄞ"
"10107","「太陽眼鏡」的另一種說法。","2","3010701","ㄧㄥ","2","黑色護目鏡","ㄟ"
"10107","黑色鏡片的眼鏡。","2","3010702","ㄧㄢ","2","墨色鏡片","ㄛ"
"10107","非常適合配戴太陽眼鏡的酷帥生活方式。","2","3010703","ㄨ","2","無情冷酷","ㄨ"
"10107","小凱留的夏日時尚配件。實在太適合了，太讚了吧！","2","3010704","ㄧㄥ","3","小凱留的太陽眼鏡","ㄧㄠ"
"10108","忍者丟擲的武器。","2","3010800","ㄧㄢ","1","手裏劍","ㄡ"
"10108","指可以用來投擲的攻擊型武器。","2","3010801","ㄧ","2","丟擲武器","ㄧㄡ"
"10108","在暗中進行諜報等祕密活動的人物。","2","3010802","ㄜ","2","忍者","ㄣ"
"10108","在大江戶相當受歡迎的土產。","2","3010803","ㄢ","3","大江戶的特產","ㄚ"
"10109","生活的據點，想在天黑前回去。","2","3010900","ㄧㄚ","1","家","ㄧㄚ"
"10109","意指家，回去就會感到安心。","2","3010901","ㄞ","1","住宅","ㄨ"
"10109","「家」的代表。今天也想圍著餐桌吃著熱騰騰的飯菜。","2","3010902","ㄗ","2","房子","ㄤ"
"10109","人們為了居住或保管物品所建造的建築物。","2","3010903","ㄨ","2","建築物","ㄧㄢ"
"10109","「公會」的活動據點，對大家而言很重要的地方。","2","3010904","ㄨ","3","公會小屋","ㄨㄥ"
"10110","捏握熟飯作成的料理，在內部加入配料也很美味。","2","3011000","ㄨㄢ","1","美味飯糰","ㄟ"
"10110","常見的飯糰餡料之一。據說是貪吃佩可手上最常拿著的飯糰種類。","2","3011001","ㄧㄠ","2","炸蝦餡料","ㄚ"
"10110","一直吃一直吃也吃不完的夢幻飯糰。","2","3011002","ㄨㄢ","3","無限飯糰","ㄨ"
"10110","戰鬥中也不能放手呢☆","2","3011003","ㄧ","3","貪吃佩可喜歡的東西","ㄢ"
"10111","苦苦～的綠色蔬菜。","2","3011100","ㄧㄠ","1","綠色青椒","ㄩ"
"10111","很像青椒但不會苦的蔬菜，色彩繽紛。","2","3011101","ㄧㄠ","2","彩椒","ㄞ"
"10111","積極攝取似乎對身體很好。","2","3011102","ㄞ","2","黃綠色蔬菜","ㄨㄤ"
"10111","雖然紅蘿蔔也很討厭，但青椒更是吃不下去。","2","3011103","ㄧ","3","鏡華不喜歡的東西","ㄧㄥ"
"10112","被刺刺硬殼所保護的甘甜果實。","2","3011200","ㄗ","1","栗子","ㄧ"
"10112","使用砂糖來炒熱栗子。","2","3011201","ㄗ","2","糖炒栗子","ㄤ"
"10112","保護著內部的果實，刺到會很痛。","2","3011202","ㄜ","2","尖殼","ㄧㄢ"
"10112","代表秋天的美食。","2","3011203","ㄕ","2","秋季美食","ㄧㄡ"
"10113","用烤的地瓜料理。","2","3011300","ㄨㄚ","1","烤地瓜","ㄠ"
"10113","有著甘甜好吃的美妙滋味。","2","3011301","ㄨ","1","蕃薯","ㄢ"
"10113","「蕃薯」的別稱。","2","3011302","ㄨ","2","甜薯","ㄧㄢ"
"10113","代表秋天的美食。","2","3011303","ㄕ","2","秋季美食","ㄧㄡ"
"10113","烤地瓜最美味的時機，小心別燙傷了。","2","3011304","ㄨ","2","熱呼呼剛出爐","ㄜ"
"10114","非常嗆辣的辛香料，是青椒的同類。","2","3011400","ㄧㄠ","1","辣椒","ㄚ"
"10114","「辣椒」的種類之一。","2","3011401","ㄧㄠ","1","鷹爪辣椒","ㄧㄥ"
"10114","以辣椒為主材料的調味料。","2","3011402","ㄣ","2","七味粉","ㄧ"
"10114","點綴料理的辛香料。","2","3011403","ㄧㄠ","2","香料","ㄧㄤ"
"10114","似龍的珍藏。","2","3011404","ㄕ","3","似龍生物的火焰果實","ㄙ"
"10115","棲息於水中或潮濕地面的甲殼類動物。","2","3011500","ㄗ","1","蝦子","ㄧㄚ"
"10115","將蝦子裹上麵粉後，進行油炸的一種料理。","2","3011501","ㄧㄚ","2","炸蝦","ㄚ"
"10115","來自海洋的美味贈禮。","2","3011502","ㄧㄢ","2","海鮮","ㄞ"
"10115","海產的鮮度就是一切。","2","3011503","ㄢ","2","現捕海產","ㄧㄢ"
"10116","穿在腰部以下的筒狀衣物。","2","3011600","ㄗ","1","裙子","ㄩㄣ"
"10116","長度較短的裙子。","2","3011601","ㄩㄣ","2","迷你裙","ㄧ"
"10116","從腰部到裙擺重複打了許多褶子的裙子。","2","3011602","ㄩㄣ","2","百褶裙","ㄞ"
"10117","穿在腰部以下的衣物，有做出胯下的形狀。","2","3011700","ㄗ","1","褲子","ㄨ"
"10117","穿在腰部以下衣物的總稱。","2","3011701","ㄕ","2","下半身服飾","ㄧㄚ"
"10117","工作時能更方便行動的衣裝。","2","3011702","ㄨ","2","工作服","ㄨㄥ"
"10117","長度較短的褲子。","2","3011703","ㄨ","2","短褲","ㄨㄢ"
"10118","能在空中飛行的交通工具，不是鳥但有翅膀。","2","3011800","ㄧ","1","飛機","ㄟ"
"10118","為了驅動船或飛機而裝上的旋轉式翅膀。","2","3011801","ㄧㄤ","2","螺旋槳","ㄨㄛ"
"10118","無人搭乘、遠端操縱。","2","3011802","ㄨㄥ","2","遙控","ㄧㄠ"
"10118","模仿鳥類的翅膀，是飛機用來維持空中穩定度的主要部件。","2","3011803","ㄧ","2","機翼","ㄧ"
"10119","從天而降的水滴，主要是由雲朵產生。","2","3011900","ㄧ","1","雨滴","ㄩ"
"10119","自然界的水在大氣與陸地及海洋間轉換，循環不已。","2","3011901","ㄨㄢ","2","水循環","ㄨㄟ"
"10119","陰灰下雨日的天氣。","2","3011902","ㄧㄢ","2","陰雨天","ㄧㄣ"
"10119","大規模降雨。","2","3011903","ㄩ","2","大雨","ㄚ"
"10120","細長的棒狀道具。","2","3012000","ㄤ","1","手杖","ㄡ"
"10120","人們用來支撐身體的工具。","2","3012001","ㄩ","2","行動輔具","ㄧㄥ"
"10120","用於施展魔法的道具，一邊揮舞一邊詠唱咒語吧。","2","3012002","ㄤ","2","魔杖","ㄛ"
"10121","在長柄前端有著刀刃的武器。","2","3012100","ㄧㄤ","1","尖槍","ㄧㄢ"
"10121","桿端有尖刃的長柄武器。","2","3012101","ㄠ","2","矛","ㄠ"
"10121","自古對槍的美稱。","2","3012102","ㄨㄤ","2","百兵之王","ㄞ"
"10121","美冬的專用武器。","2","3012103","ㄨㄥ","3","蒼龍槍蛟龍","ㄤ"
"10122","用於保護頭部的防具。","2","3012200","ㄨㄟ","1","頭盔","ㄡ"
"10122","用堅固素材製成，用於保護身體的防具。","2","3012201","ㄧㄚ","2","鎧甲","ㄞ"
"10122","「甲冑」的另一種說法。","2","3012202","ㄧㄚ","2","盔甲","ㄨㄟ"
"10122","保護身體的裝備。","2","3012203","ㄩ","2","防具","ㄤ"
"10122","聲名遠播的王宮騎士團的鎧甲。守護蘭德索爾的治安吧。","2","3012204","ㄧㄚ","3","團員們的鎧甲","ㄨㄢ"
"10122","會食用金屬、操縱武器的神祕魔物。","2","3012205","ㄧㄚ","3","亡靈鎧甲","ㄨㄤ"
"10123","上鎖和開鎖用的道具，要是弄丟就麻煩了。","2","3012300","ㄕ","1","鑰匙","ㄧㄠ"
"10123","「鑰匙」的別稱。","2","3012301","ㄕ","2","鎖匙","ㄨㄛ"
"10123","可打開所有適用的鎖的鑰匙。","2","3012302","ㄕ","2","萬用鑰匙","ㄨㄢ"
"10124","裡面裝了什麼？要等打開才會揭曉。","2","3012400","ㄧㄤ","1","寶箱","ㄠ"
"10124","「寶箱」的內容物。","2","3012401","ㄠ","2","金銀財寶","ㄧㄣ"
"10124","得到就能大賺一筆。","2","3012402","ㄧㄤ","2","藏寶箱","ㄤ"
"10124","偶爾才能得到的特別寶物。","2","3012403","ㄨㄛ","3","稀有掉落","ㄧ"
"10125","非常強大的生物，是珍貴的存在，留下了許許多多的傳說。","2","3012500","ㄨㄥ","1","龍","ㄨㄥ"
"10125","據說很久之前曾經存在的生物。","2","3012501","ㄨㄥ","2","暴龍","ㄠ"
"10125","脊椎動物的一類，是許多物種的統稱。","2","3012502","ㄨ","2","爬行動物","ㄚ"
"10125","刺激探究精神的存在，非常浪漫。","2","3012503","ㄨ","2","傳說生物","ㄨㄢ"
"10125","居住在忘卻之密境──綠龍骸嶺中的年輕巨龍。","2","3012504","ㄨㄥ","3","狂怒綠龍","ㄨㄤ"
"10126","將話語書寫下來時使用的符號。","2","3012600","ㄗ","1","文字","ㄨㄣ"
"10126","聽到切嚕，似乎就會不經意地想起好朋友社的那號人物？","2","3012601","ㄜ","3","好朋友社","ㄠ"
"10126","琪愛兒的口頭禪。預計會成為世界共通語言？","2","3012602","ㄨ","3","切嚕","ㄧㄝ"
"10127","封鎖手部動作的拘束道具。","2","3012700","ㄠ","1","手銬","ㄡ"
"10127","封鎖腳部動作的拘束道具。","2","3012701","ㄧㄠ","1","腳鐐","ㄧㄠ"
"10127","為了封鎖行動而穿戴在身上的道具。","2","3012702","ㄩ","1","束縛道具","ㄨ"
"10127","只要像這樣被緊緊束縛，空花就……嘻嘻嘻嘻嘻。","2","3012703","ㄞ","3","空花的最愛","ㄨㄥ"
"10128","被牆壁包圍區域的出入口。","2","3012800","ㄣ","1","門","ㄣ"
"10128","學校的門，如果遲到了也許就會關上。","2","3012801","ㄡ","2","校門口","ㄧㄠ"
"10128","鐵製的門。","2","3012802","ㄣ","2","鐵門","ㄧㄝ"
"10128","蘭德索爾頂尖的千金學校，通稱德蕾女。","2","3012803","ㄩㄢ","3","聖德蕾莎女子學院","ㄥ"
"20066","從天而降、操縱冰雪的龍人族少女。","2","4006600","ㄟ","1","雪菲","ㄩㄝ"
"20066","罕見的龍人族女孩。","2","4006601","ㄩ","3","龍人族少女","ㄨㄥ"
"20067","在【公會管理協會】工作，溫柔又可靠的人。","2","4006700","ㄧㄣ","1","花凜","ㄨㄚ"
"20067","管理公會的政府機關，負責支援認可與管理申請。","2","4006701","ㄨㄟ","3","公會管理協會","ㄨㄥ"
"20067","在背後支援冒險的嚮導。","2","4006702","ㄩㄢ","3","導覽員","ㄠ"
"20067","很棒的夥伴！","2","4006703","ㄩ","3","該死的眼鏡女","ㄞ"
"20068","能夠自在地操縱氣象，能雷擊的雲型魔物。","2","4006800","ㄠ","1","雷雲長老","ㄟ"
"20068","會導致落雷的黑雲。","2","4006801","ㄩㄣ","3","烏雲","ㄨ"
"20068","成為雷雷的手下戰鬥。","2","4006802","ㄧㄚ","3","手下","ㄡ"
"20069","因為睡眠不足而倦怠的貓頭鷹魔物。","2","4006900","ㄧㄠ","1","沉睡之梟","ㄣ"
"20069","鳥的一種，森林中的哲學家。","2","4006901","ㄧㄥ","3","貓頭鷹","ㄠ"
"20070","豆狸魔物。雖然幼小，卻會拼命戰鬥。","2","4007000","ㄠ","1","小狸貓","ㄧㄠ"
"20070","「狸貓」的別稱。","2","4007001","ㄜ","3","貉","ㄜ"
"20070","一下是彈弓，一下是鍋釜，什麼時候變回原型呢？","2","4007002","ㄣ","3","變身","ㄧㄢ"
"20070","東國的傳統廚具是也。偶爾會爆炸是也。","2","4007003","ㄨㄛ","3","釜鍋","ㄨ"
"20070","大仙狸的眷屬，數量眾多。","2","4007004","ㄧ","3","大王山狸的小弟","ㄚ"
"20071","擁有堅硬身軀的岩石魔物。","2","4007100","ㄧㄤ","1","魔像","ㄛ"
"20071","由岩石構成的魔物，指魔像。","2","4007101","ㄨ","3","岩石魔物","ㄧㄢ"
"20071","排在廣場的地藏們。","2","4007102","ㄧㄡ","3","鈴莓的好朋友","ㄧㄥ"
"20072","來自魔法國度的神秘生物，為魔法少女帶來力量。","2","4007200","ㄚ","1","摩拉","ㄛ"
"20072","以魔力維持生命活動的生物。","2","4007201","ㄨ","3","神秘魔法生物","ㄣ"
"20072","莫妮卡！變身成Lovely★莫妮卡吧！","2","4007202","ㄧ","3","愛與希望之力","ㄞ"
"20072","當時或許有點強硬。","2","4007203","ㄧㄡ","3","給旁人添麻煩的毛球","ㄟ"
