5670cc6fe8417fed16131572687b66f15eb44208ea1604a483fef72975c8a9b6,99d25b9c014c5905d61a298633700224fb3f265f811a0c0f7264d339468e1cba,13aa8657c5da03c4651491c2c52ab6e167d7c3e92d5f4a1cbfffddf599fe57bd,7ed6d4750066339a29798bb6001e88b9c013cf493e8b838d1a0f861e9a61cabf,f36da5b51476cc4a8170d3568fef3b8bbd1ae712afb9734e6f5c8dd5db6b2a1f,17dbb2cdefe1a5cec99ebc473b4ed9a00830e6a948716a7bc90ec687194328e9,13049bbcad33b9a5ad6e6cffb902e9c28a6cea2f8a513a94a310b94ed980e4a4,582da823066e3c011b5eca1e7138ee5a7bf80f52eedc9a7d0d8f950051bb0f8f,94fbee9ccd05f3fb2b0c79fa8c76a7ba0fa8b560cb14daa7f0c3ea84a6221aea,0fff51fea43f62c62248bc34ede319321aff19b2f4578d00c21d7ba21ea720c8,4d1aff19b30e45b2367f7d1bd0fdbe2b46fbd440b8ac2a0a81a307d73faab534,b3e0b5e95624baa22342a1a04ccac3c51f001a11d61718e314d0fa67c563f19c,26cec753152c9df73d845b75a3d0568ba10fb68699a26cb77c6a382d83b01d1d,96cabd8eefa194ebd5b862111c51b2cdedc554bb03c5e8f057ab6ece4010f78e,b0a99796b4c8bfedbd781bde1191b55724caf6a92a5f838ca43f239a6f15a4a8,918c1669425e8337b681dd8ca23b9cd799a96358c4a78cd2e52e5101a5bbb175,6209cd75da998a8bb494119937f7aef10683e3ae21f83c04025912c00ad70792,fc8c1c070311ebc3d39649f7122381df4fcd88c31a6252f2fc7d26d9265169ce,6acd376ba13a911b7d375383cf6bf21772f4bfaf78ee312e7827e75cf0684c10,49de326b7d7e5d42f7914e3550dc18161d6155deefbfbe886c4a1ddc7005fbcc,3462dcc8596964fdbc4a5bb877232ab48df13a690f69d64d8b30ebc6959d102a,df1cd9cde182747b7da6c007e7a225c7c4d07be840d4f6c47f3977e6e3d6976a
"1","1079","485","1","10790105","-45","1.1","-50","101192","0","1","-10","-70","101192","1.3","-30","bgm_M55","1.2","280","5","5","200"
"1","1080","-470","1.1","10800101","0","0.85","0","101201","0","1","10","0","101201","1.35","-30","bgm_M64","1","210","1","1","100"
"1","1080","-250","0.8","10800102","-5","0.65","0","101201","0","1","10","-120","101201","1","-30","bgm_M64","1","200","2","2","200"
"1","1080","-5","0.8","10800103","0","0.6","0","101201","-15","1","10","70","101201","1.2","-30","bgm_M64","1","200","3","3","100"
"1","1080","190","0.9","10800104","-15","0.7","10","101201","0","1","0","-110","101201","1","-30","bgm_M64","1","200","4","4","100"
"1","1080","475","1","10800105","-45","1","-50","101202","-20","1","10","-30","101202","1.45","-30","bgm_M55","1","250","5","5","100"
"1","1081","-480","0.9","10810101","-30","0.575","-25","101291","0","1","10","-100","101291","1","-30","bgm_M64","1","210","1","1","170"
"1","1081","-230","0.8","10810102","-30","0.7","-30","101291","0","1","0","-10","101291","1","-30","bgm_M64","1","240","2","2","250"
"1","1081","-10","1","10810103","-10","0.75","0","101291","-15","1","5","-110","101291","1.2","-30","bgm_M64","1","200","3","3","100"
"1","1081","200","1","10810104","-50","0.8","-50","101291","-10","1","-20","55","101291","1.3","-30","bgm_M64","1","200","4","4","300"
"1","1081","490","1","10810105","30","1.1","15","101292","-20","1","30","-15","101292","1.45","-30","bgm_M55","1","230","5","5","100"
