87000a32137c3cd35b38cf302874ec6520378c0432ae37a435b3895f7d43464c,89b2ab61eedd32adf98299e6a6a8fcd9def79d2985b51998c1776b6ca13b2799,40e8f0329b451563f274bfbe3fbd5bcf725bdc861e73b2dab1a9549b7f8b7022,23c81d05c43cf7928b8e44c14a6502539bd80bdaf08cae109fac4b0419a9b102,07d8fe3759f6f507b22e8501ca728fa6556c58069e980db78ea21caacdb35ed9,789ddb83c2c0687a37034a6e6631577300383e181ec478d7b8da637b21d85b5f,8e6b508b55fa9e0baccd3b5630f0f23a6540c5a73192c85d2ff0228714fcb87c,d6d89d09a1a646bd9f0f1775e4d11068a836c2dc5b106147785aea3a76ea51f9,a7adb20b215eb13295c93b14610e4339e0abc935464fecd5b28912287a161972,457c8c3201e64457d06cb96562161d2bd94672388131331d7be297357112f66a,f7700ef0d0ebd24d12972ff98aadb62d4073c8a4dd1cedb2de11b670a013ad87
"dsb_idle_arm_joy_crossed","0.5","1010807","","","1","2","3","1010807062","",""
"dsb_talk_joy3","0.5","1010807","","","1","1","3","1010807063","",""
"vo_dsb_7009","","1010807","","","0","vo_dsb_1010807","21","1010807064","0",""
"是嗎～♪\n那今天的溫泉很成功呢☆\n不枉費我請人去抓回來～","0","1010807","0","0.2","10","1","11","1010807065","1","1"
"","","1010807","","","","0","91","1010807066","",""
"dsb_idle_normal","0.5","1010807","","","1","1","3","1010807067","",""
"dsb_talk_normal","0.3","1010807","","","1","2","3","1010807068","",""
"vo_dsb_7010","","1010807","","","0","vo_dsb_1010807","21","1010807069","0",""
"你們真有一套啊！\n……嗯？等一下。\n抓回來……？","0","1010807","0","0.2","10","2","11","1010807070","1","1"
"1","","1010807","","","","2.9","93","1010807071","",""
"dsb_talk_normal_jitome","0.3","1010807","","","1","2","3","1010807072","",""
"","","1010807","","","","1010807070","91","1010807073","",""
"dsb_idle_normal","0.5","1010807","","","1","2","3","1010807074","",""
"dsb_talk_normal_joy","0.5","1010807","","","1","1","3","1010807075","",""
"vo_dsb_7011","","1010807","","","0","vo_dsb_1010807","21","1010807076","0",""
"咦？妳沒看到溫泉的名字嗎～？\n今天這個溫泉……\n混合了特製藥水和軟泥怪，\n是本旅館引以為傲的軟泥怪溫泉～☆","0","1010807","0","0.2","10","1","11","1010807077","1","1"
"","","1010807","","","","0","91","1010807078","",""
"dsb_idle_joy1","0.5","1010807","","","1","1","3","1010807079","",""
"dsb_talk_surprise2_anger2","0.5","1010807","","","1","2","3","1010807080","",""
"vo_dsb_7012","","1010807","","","0","vo_dsb_1010807","21","1010807081","0",""
"軟……軟泥怪浴～～！？\n這麼說來我好像有在哪裡\n看到這種令人不安的字眼……","0","1010807","0","0.2","10","2","11","1010807082","1","1"
"","","1010807","","","","0","91","1010807083","",""
"dsb_talk_surprise1_shy","0.5","1010807","","","1","2","3","1010807084","",""
"vo_dsb_7013","","1010807","","","0","vo_dsb_1010807","21","1010807085","0",""
"也難怪總感覺這溫泉\n有股親切感啊……才怪！\n妳在搞什麼鬼東西啊！？","0","1010807","0","0.2","10","2","11","1010807086","1","1"
"1","","1010807","","","","5.6","93","1010807087","",""
"dsb_talk_anger_Ex2","0.5","1010807","","","1","2","3","1010807088","",""
"","","1010807","","","","1010807086","91","1010807089","",""
"dsb_talk_surprise1_normal2","0.5","1010807","","","1","1","3","1010807090","",""
"vo_dsb_7014","","1010807","","","0","vo_dsb_1010807","21","1010807091","0",""
"不過效果很好對吧～？\n順帶一提，魔力的恢復量\n會隨著入浴時間而增加，\n設計得很棒喔～☆","0","1010807","0","0.2","10","1","11","1010807092","1","1"
"","","1010807","","","","0","91","1010807093","",""
"dsb_idle_normal","0.5","1010807","","","1","1","3","1010807094","",""
"dsb_talk_sad_shy","0.5","1010807","","","1","2","3","1010807095","",""
"vo_dsb_7015","","1010807","","","0","vo_dsb_1010807","21","1010807096","0",""
"不，重點不是那個……\n咦！？恢復量好像\n真的變多了……！\n唔唔唔唔唔……好、好有效～♪","0","1010807","0","0.2","10","2","11","1010807097","1","1"
"1","","1010807","","","","7.5","93","1010807098","",""
"dsb_talk_memory_nervous","0.5","1010807","","","1","2","3","1010807099","",""
"dsb_smile2","0.5","1010807","0.5","","0","1","3","1010807100","dsb_idle_normal","1"
"","","1010807","","","","1010807097","91","1010807101","",""
"0","","1010807","","","","0.3","93","1010807102","",""
"1","2","1010808","0","dsb_idle_normal","70","12","5","1010808001","-165","-345"
"2","2","1010808","1","dsb_idle_relax_dere2","70","9","5","1010808002","165","-345"
"1","1","1010808","","","0","1","31","1010808003","0","1"
"3","1","1010808","","","0","3","31","1010808004","0","1"
"4","1","1010808","","","0","4","31","1010808005","0","1"
"10","1","1010808","","","0","19","31","1010808006","0","1"
"20","1","1010808","","","0","29","31","1010808007","0","1"
"30","1","1010808","","","155","39","31","1010808008","-168","1"
"31","1","1010808","","","-155","39","31","1010808009","-168","1"
"170","","1010808","","","","1","13","1010808010","",""
"170","","1010808","","","","2","13","1010808011","",""
"","","1010808","","","","0","91","1010808012","",""
"se_10044200_cmn_amb","","1010808","","","1","se_10044200","23","1010808013","",""
"se_10044200_cmn_steam","","1010808","","","0","se_10044200","23","1010808014","",""
"0","","1010808","","","","6.2","93","1010808015","",""
"se_10044200_hotspring_09","","1010808","","","1","se_10044200","23","1010808016","",""
"0","","1010808","","","","1.3","93","1010808017","",""
"dsb_talk_relax_Ex8","0.5","1010808","","","1","2","3","1010808018","",""
"vo_dsb_8001","","1010808","","","0","vo_dsb_1010808","21","1010808019","0",""
"呼啊啊……\n明明很暖和卻又感到涼爽……\n感覺好神奇……♪","0","1010808","0","0.2","10","2","11","1010808020","1","1"
"","","1010808","","","","0","91","1010808021","",""
"dsb_idle_normal_joy","0.5","1010808","","","1","2","3","1010808022","",""
"dsb_talk_normal_joy","0.5","1010808","","","1","1","3","1010808023","",""
"vo_dsb_8002","","1010808","","","0","vo_dsb_1010808","21","1010808024","0",""
"呵呵呵，這座藥草浴池使用了\n從精靈之森採到的藥草喔～\n會讓喉嚨的狀況變得非常好。\n妳稍微出個聲試試看～","0","1010808","0","0.2","10","1","11","1010808025","1","1"
"","","1010808","","","","0","91","1010808026","",""
"dsb_idle_wish_normal","0.3","1010808","","","1","1","3","1010808027","",""
"dsb_kurumi_sing_in","0.3","1010808","","","0","2","3","1010808028","",""
"vo_dsb_8003","","1010808","","","0","vo_dsb_1010808","21","1010808029","0",""
"好、好的。\n……呼。\n啊──啊──啊──♪","0","1010808","0","0.2","10","2","11","1010808030","1","1"
"1","","1010808","","","","5","93","1010808031","",""
"dsb_kurumi_sing_mid","0.2","1010808","0","","0","2","3","1010808032","dsb_kurumi_sing_loop","1"
"","","1010808","","","","1010808030","91","1010808033","",""
"dsb_idle_wish_talkjoy2","0.5","1010808","","","1","1","3","1010808034","",""
"dsb_talk_sad2_light","0.5","1010808","","","1","2","3","1010808035","",""
"vo_dsb_8004","","1010808","","","0","vo_dsb_1010808","21","1010808036","0",""
"哇啊……！\n真的……\n可以比平常更輕易地持續發聲……！","0","1010808","0","0.2","10","2","11","1010808037","1","1"
"","","1010808","","","","0","91","1010808038","",""
"dsb_idle_normal_joy","0.5","1010808","","","1","2","3","1010808039","",""
"dsb_talk_joy3","0.5","1010808","","","1","1","3","1010808040","",""
"vo_dsb_8005","","1010808","","","0","vo_dsb_1010808","21","1010808041","0",""
"妳的聲音很好聽呢～♪\n我好驚訝～","0","1010808","0","0.2","10","1","11","1010808042","1","1"
"","","1010808","","","","0","91","1010808043","",""
"dsb_idle_sad_talkjoy2","0.5","1010808","","","1","1","3","1010808044","",""
"dsb_talk_surprise1_talkjoy2_2","0.5","1010808","","","1","2","3","1010808045","",""
"vo_dsb_8006","","1010808","","","0","vo_dsb_1010808","21","1010808046","0",""
"謝、謝謝妳……♪\n呃，我……\n很喜歡演戲。\n所以……我正在練習發聲……","0","1010808","0","0.2","10","2","11","1010808047","1","1"
"","","1010808","","","","0","91","1010808048","",""
"dsb_idle_normal_joy","0.5","1010808","","","1","2","3","1010808049","",""
"dsb_talk_wish_dere","0.5","1010808","","","1","1","3","1010808050","",""
"vo_dsb_8007","","1010808","","","0","vo_dsb_1010808","21","1010808051","0",""
"哎呀，原來妳是演員呀～\n妳都演什麼樣的戲呢……？\n好好奇～♪","0","1010808","0","0.2","10","1","11","1010808052","1","1"
"","","1010808","","","","0","91","1010808053","",""
"dsb_idle_wish_normal","0.5","1010808","","","1","1","3","1010808054","",""
"dsb_talk_wish_dere","0.5","1010808","","","1","2","3","1010808055","",""
"vo_dsb_8008","","1010808","","","0","vo_dsb_1010808","21","1010808056","0",""
"那、那麼……\n我可以稍微演一段看看嗎？\n算是謝謝妳準備了這池溫泉……♪","0","1010808","0","0.2","10","2","11","1010808057","1","1"
"","","1010808","","","","0","91","1010808058","",""
"dsb_idle_joy1","0.5","1010808","","","1","2","3","1010808059","",""
"dsb_talk_normal_joy","0.3","1010808","","","1","1","3","1010808060","",""
"vo_dsb_8009","","1010808","","","0","vo_dsb_1010808","21","1010808061","0",""
"好高興～♪\n我就恭敬不如從命，好嗎？","0","1010808","0","0.2","10","1","11","1010808062","1","1"
"","","1010808","","","","0","91","1010808063","",""
"dsb_idle_normal","0.5","1010808","","","1","1","3","1010808064","",""
"dsb_talk_wish_dere","0.5","1010808","","","1","2","3","1010808065","",""
"vo_dsb_8010","","1010808","","","0","vo_dsb_1010808","21","1010808066","0",""
"當然。\n我要開始了……","0","1010808","0","0.2","10","2","11","1010808067","1","1"
"","","1010808","","","","0","91","1010808068","",""
"se_10044200_get_out_water","","1010808","","","0","se_10044200","23","1010808069","",""
"dsb_kurumi_acting1_in","0.2","1010808","","","0","2","3","1010808070","",""
"","","1010808","","","","0","91","1010808071","",""
"dsb_kurumi_acting1_middle","0.2","1010808","0.2","","0","2","3","1010808072","dsb_kurumi_acting1_loop","1"
"dsb_misato_surprise","0.5","1010808","0.5","","0","1","3","1010808073","dsb_misato_surprise_loop1","1"
"0","","1010808","","","","0","22","1010808074","",""
"vo_dsb_8011","","1010808","","","0","vo_dsb_1010808","21","1010808075","0.9",""
"……欸，你講清楚！\n我跟那個女人，你要選誰！？","0","1010808","0","0.2","10","2","11","1010808076","1","1"
"","","1010808","","","","0","91","1010808077","",""
"dsb_idle_surprise1_nervous","0.5","1010808","","","1","1","3","1010808078","",""
"vo_dsb_8012","","1010808","","","0","vo_dsb_1010808","21","1010808079","0",""
"哎、哎呀？","0","1010808","0","0.2","10","1","11","1010808080","1","1"
"","","1010808","","","","0","91","1010808081","",""
"dsb_kurumi_acting2","0.2","1010808","","","1","2","3","1010808082","",""
"vo_dsb_8013","","1010808","","","0","vo_dsb_1010808","21","1010808083","0",""
"在遠離都市的溫泉街\n幽會的日子我已經受夠了！\n你就這麼想隱瞞和我之間的關係嗎！？","0","1010808","0","0.2","10","2","11","1010808084","1","1"
"","","1010808","","","","0","91","1010808085","",""
"dsb_misato_talk_sad2_dere2","0.5","1010808","","","1","1","3","1010808086","",""
"vo_dsb_8014","","1010808","","","0","vo_dsb_1010808","21","1010808087","0",""
"哎呀哎呀，真不得了……\n忽然就上演三角關係了～\n不過妳真不愧是演員。\n好想看後續發展啊～♪","0","1010808","0","0.2","10","1","11","1010808088","1","1"
"","","1010808","","","","0","91","1010808089","",""
"0","","1010808","","","","0.3","93","1010808090","",""
"1","2","1010809","0","dsb_idle_normal_talk1","70","11","5","1010809001","-165","-345"
"2","2","1010809","1","dsb_idle_normal","70","5","5","1010809002","165","-345"
"1","1","1010809","","","0","1","31","1010809003","0","1"
"3","1","1010809","","","0","3","31","1010809004","0","1"
"4","1","1010809","","","0","4","31","1010809005","0","1"
"10","1","1010809","","","0","15","31","1010809006","0","1"
"20","1","1010809","","","0","25","31","1010809007","0","1"
"30","1","1010809","","","155","35","31","1010809008","-168","1"
"31","1","1010809","","","-155","35","31","1010809009","-168","1"
"170","","1010809","","","","1","13","1010809010","",""
"170","","1010809","","","","2","13","1010809011","",""
"","","1010809","","","","0","91","1010809012","",""
"se_10044200_cmn_amb","","1010809","","","1","se_10044200","23","1010809013","",""
"se_10044200_cmn_steam","","1010809","","","0","se_10044200","23","1010809014","",""
"0","","1010809","","","","6.2","93","1010809015","",""
"se_10044200_hotspring_05","","1010809","","","1","se_10044200","23","1010809016","",""
"0","","1010809","","","","1.3","93","1010809017","",""
"dsb_talk_sad","0.5","1010809","","","1","2","3","1010809018","",""
"vo_dsb_9001","","1010809","","","0","vo_dsb_1010809","21","1010809019","0",""
"啊……\n天啊……！\n我的……我的肌膚……！","0","1010809","0","0.2","10","2","11","1010809020","1","1"
"","","1010809","","","","0","91","1010809021","",""
"dsb_talk_wish_shy","0.2","1010809","","","1","2","3","1010809022","",""
"vo_dsb_9002","","1010809","","","0","vo_dsb_1010809","21","1010809023","0",""
"超越了全人類\n所能想像的美麗的極限……！","0","1010809","0","0.2","10","2","11","1010809024","1","1"
"","","1010809","","","","0","91","1010809025","",""
"dsb_idle_wish_shy","0.5","1010809","","","1","2","3","1010809026","",""
"dsb_talk_nerrvous_surprise","0.5","1010809","","","1","1","3","1010809027","",""
"0","","1010809","","","","0","22","1010809028","",""
"vo_dsb_9003","","1010809","","","0","vo_dsb_1010809","21","1010809029","0.9",""
"……哦。\n那真是不得了。","0","1010809","0","0.2","10","1","11","1010809030","1","1"
"","","1010809","","","","0","91","1010809031","",""
"dsb_idle_normal","0.5","1010809","","","1","1","3","1010809032","",""
"dsb_talk_worry","0.5","1010809","","","1","2","3","1010809033","",""
"vo_dsb_9004","","1010809","","","0","vo_dsb_1010809","21","1010809034","0",""
"醫生，妳的反應很冷淡耶！？\n這已經算是會改變歷史的\n大事件了！","0","1010809","0","0.2","10","2","11","1010809035","1","1"
"","","1010809","","","","0","91","1010809036","",""
"dsb_talk_thinking","0.3","1010809","","","1","2","3","1010809037","",""
"vo_dsb_9005","","1010809","","","0","vo_dsb_1010809","21","1010809038","0",""
"這泉水滋潤肌膚的感覺……\n非同凡響啊。\n醫生造出了這種溫泉，\n就算稱妳為共犯也不為過吧！","0","1010809","0","0.2","10","2","11","1010809039","1","1"
"","","1010809","","","","0","91","1010809040","",""
"dsb_talk_surprise1_shy","0.3","1010809","","","1","2","3","1010809041","",""
"vo_dsb_9006","","1010809","","","0","vo_dsb_1010809","21","1010809042","0",""
"沒錯，妳是我的共犯……\n美麗的共犯！","0","1010809","0","0.2","10","2","11","1010809043","1","1"
"","","1010809","","","","0","91","1010809044","",""
"dsb_idle_surprise1_sjhy","0.5","1010809","","","1","2","3","1010809045","",""
"dsb_talk_surprise1_normal2","0.5","1010809","","","1","1","3","1010809046","",""
"0","","1010809","","","","0","22","1010809047","",""
"vo_dsb_9007","","1010809","","","0","vo_dsb_1010809","21","1010809048","0.9",""
"……雪妳還是老樣子。\n不過妳喜歡就太好了。","0","1010809","0","0.2","10","1","11","1010809049","1","1"
"","","1010809","","","","0","91","1010809050","",""
"dsb_idle_surprise1_normal","0.5","1010809","","","1","1","3","1010809051","",""
"dsb_talk_guts2_dere","0.3","1010809","0.2","","0","2","3","1010809052","dsb_talk_guts2_dere_loop","1"
"vo_dsb_9008","","1010809","","","0","vo_dsb_1010809","21","1010809053","0",""
"所以說，\n今天妳一定\n要答應當我的主治醫師♪","0","1010809","0","0.2","10","2","11","1010809054","1","1"
"","","1010809","","","","0","91","1010809055","",""
"dsb_idle_normal","0.5","1010809","","","1","2","3","1010809056","",""
"dsb_talk_normal_sad","0.5","1010809","","","1","1","3","1010809057","",""
"vo_dsb_9009","","1010809","","","0","vo_dsb_1010809","21","1010809058","0",""
"妳真的都沒變呢……\n順便回答妳答案是「不」。","0","1010809","0","0.2","10","1","11","1010809059","1","1"
"","","1010809","","","","0","91","1010809060","",""
"dsb_idle_normal","0.5","1010809","","","1","1","3","1010809061","",""
"dsb_talk_normal_suprise1","0.5","1010809","","","1","2","3","1010809062","",""
"vo_dsb_9010","","1010809","","","0","vo_dsb_1010809","21","1010809063","0",""
"咦～？\n醫生也一樣，還是很無情啊。\n不過，我也不會這樣就放棄的喔？","0","1010809","0","0.2","10","2","11","1010809064","1","1"
"","","1010809","","","","0","91","1010809065","",""
"dsb_talk_sad2_blink","0.3","1010809","","","1","2","3","1010809066","",""
"vo_dsb_9011","","1010809","","","0","vo_dsb_1010809","21","1010809067","0",""
"一切都是為了我的美麗……\n不論是誰\n都無法阻礙我實踐這條路的。","0","1010809","0","0.2","10","2","11","1010809068","1","1"
"","","1010809","","","","0","91","1010809069","",""
"dsb_idle_sad_blink","0.5","1010809","","","1","2","3","1010809070","",""
"dsb_talk_joy3","0.5","1010809","","","1","1","3","1010809071","",""
"vo_dsb_9012","","1010809","","","0","vo_dsb_1010809","21","1010809072","0",""
"呵呵呵……\n雪充滿自信這一點，\n我還滿欣賞的。","0","1010809","0","0.2","10","1","11","1010809073","1","1"
"","","1010809","","","","0","91","1010809074","",""
"dsb_idle_normal","0.5","1010809","","","1","1","3","1010809075","",""
"dsb_talk_memory_talkjoy2","0.5","1010809","","","1","2","3","1010809076","",""
"vo_dsb_9013","","1010809","","","0","vo_dsb_1010809","21","1010809077","0",""
"那就來當我的主治醫師嘛♪","0","1010809","0","0.2","10","2","11","1010809078","1","1"
"","","1010809","","","","0","91","1010809079","",""
"dsb_talk_surprise1_shy","0.5","1010809","","","1","1","3","1010809080","",""
"vo_dsb_9014","","1010809","","","0","vo_dsb_1010809","21","1010809081","0",""
"不──要♪","0","1010809","0","0.2","10","1","11","1010809082","1","1"
"","","1010809","","","","0","91","1010809083","",""
"dsb_smile2_mitsuki1","0.5","1010809","0.5","","0","1","3","1010809084","dsb_idle_normal","1"
"dsb_talk_anger","0.5","1010809","","","1","2","3","1010809085","",""
"vo_dsb_9015","","1010809","","","0","vo_dsb_1010809","21","1010809086","0",""
"真小氣～！","0","1010809","0","0.2","10","2","11","1010809087","1","1"
"","","1010809","","","","0","91","1010809088","",""
"0","","1010809","","","","0.3","93","1010809089","",""
"124631","1.5","1015011","0","dsb_top_misato_idle_normal","53","1","1","1015011001","-60","-254"
"dsb_top_misato_talk","0.2","1015011","","","1","124631","3","1015011002","",""
"vo_dsb_0301","","1015011","","","0","vo_dsb","21","1015011003","0",""
"好，泡溫泉時間到囉～♪好好泡個澡，讓體內整個都暖起來吧～","80","1015011","-92","0.7","7","124631","11","1015011004","1","0"
"","","1015011","","","","0","91","1015011005","",""
"dsb_top_misato_idle_normal","0.2","1015011","","","1","124631","3","1015011006","",""
"124631","1.5","1015012","0","dsb_top_misato_idle_normal","53","1","1","1015012001","-60","-254"
"dsb_top_misato_joy","0.2","1015012","","","1","124631","3","1015012002","",""
"vo_dsb_0302","","1015012","","","0","vo_dsb","21","1015012003","0",""
"我想成為一位優秀的老師，像溫泉一樣溫柔地包容大家～","80","1015012","-92","0.7","6","124631","11","1015012004","1","0"
"","","1015012","","","","0","91","1015012005","",""
"dsb_top_misato_idle_normal","0.2","1015012","","","1","124631","3","1015012006","",""
"124631","1.5","1015013","0","dsb_top_misato_idle_normal","53","1","1","1015013001","-60","-254"
"dsb_top_misato_wish","0.2","1015013","","","1","124631","3","1015013002","",""
"vo_dsb_0303","","1015013","","","0","vo_dsb","21","1015013003","0",""
"泡溫泉後喝牛奶不能喝太快喔～？手叉著腰細細品嘗吧。","80","1015013","-92","0.7","6","124631","11","1015013004","1","0"
"","","1015013","","","","0","91","1015013005","",""
"dsb_top_misato_idle_normal","0.2","1015013","","","1","124631","3","1015013006","",""
"124731","1.5","1051011","0","dsb_top_idle_normal","53","1","1","1051011001","-60","-254"
"dsb_top_mitsuki_talk","0.2","1051011","","","1","124731","3","1051011002","",""
"vo_dsb_0201","","1051011","","","0","vo_dsb","21","1051011003","0",""
"溫泉治療也是很棒的療法之一。這就像是……Dr.深月的診療室，溫泉熱氣篇呢。","80","1051011","-92","0.5","7","124731","11","1051011004","1","0"
"","","1051011","","","","0","91","1051011005","",""
"dsb_top_idle_normal","0.2","1051011","","","1","124731","3","1051011006","",""
"124731","1.5","1051012","0","dsb_top_idle_normal","53","1","1","1051012001","-60","-254"
"dsb_top_mitsuki_joy","0.2","1051012","","","1","124731","3","1051012002","",""
"vo_dsb_0202","","1051012","","","0","vo_dsb","21","1051012003","0",""
"我沒有不識相到會在溫泉旅館做實驗。不過……假如你想被實驗的話，我很樂意♪","80","1051012","-92","0.5","6","124731","11","1051012004","1","0"
"","","1051012","","","","0","91","1051012005","",""
"dsb_top_idle_normal","0.2","1051012","","","1","124731","3","1051012006","",""
"124731","1.5","1051013","0","dsb_top_idle_normal","53","1","1","1051013001","-60","-254"
"dsb_top_mitsuki_crossed","0.2","1051013","0.2","","1","124731","3","1051013002","dsb_top_mitsuki_crossed_loop","1"
"vo_dsb_0203","","1051013","","","0","vo_dsb","21","1051013003","0",""
"每座溫泉都是得意之作。我充分地……親身驗證過了。總覺得我都把自己泡漲了。","80","1051013","-92","0.5","6","124731","11","1051013004","1","0"
"","","1051013","","","","0","91","1051013005","",""
"dsb_top_idle_normal","0.2","1051013","","","1","124731","3","1051013006","",""
"124531","1.5","1067011","0","dsb_top_idle_normal","53","1","1","1067011001","-60","-254"
"dsb_top_homare_wish","0.2","1067011","","","1","124531","3","1067011002","",""
"vo_dsb_0101","","1067011","","","0","vo_dsb","21","1067011003","0",""
"好～今天也要好好款待客人一番～☆儘管交給美女小老闆娘吧♪","80","1067011","-92","0.7","6","124531","11","1067011004","1","0"
"","","1067011","","","","0","91","1067011005","",""
"dsb_top_idle_normal","0.2","1067011","","","1","124531","3","1067011006","",""
"124531","1.5","1067012","0","dsb_top_idle_normal","53","1","1","1067012001","-60","-254"
"dsb_top_homare_joy","0.2","1067012","","","1","124531","3","1067012002","",""
"vo_dsb_0102","","1067012","","","0","vo_dsb","21","1067012003","0",""
"我也來一起泡吧～我也想要一些畫溫泉篇時的資料。親身取材～☆","80","1067012","-92","0.7","6","124531","11","1067012004","1","0"
"","","1067012","","","","0","91","1067012005","",""
"dsb_top_idle_normal","0.2","1067012","","","1","124531","3","1067012006","",""
"124531","1.5","1067013","0","dsb_top_idle_normal","53","1","1","1067013001","-60","-254"
"dsb_top_homare_surprise","0.2","1067013","","","1","124531","3","1067013002","",""
"vo_dsb_0103","","1067013","","","0","vo_dsb","21","1067013003","0",""
"偶爾也要擺脫生死交易，洗滌一下生命呢～我來幫你……洗背好嗎？","80","1067013","-92","1","6","124531","11","1067013004","1","0"
"","","1067013","","","","0","91","1067013005","",""
"dsb_top_idle_normal","0.2","1067013","","","1","124531","3","1067013006","",""
