758c0c882510fb78c502ee2d5e98b30e70b80861a7b3d7dad8e5f321b0e49e02,0f988bc80b1c240b775d003be83cad452293848270e186e4a6fd5afbbc2caddb,475320f8536d364df13b573c07bb2eb85f3e64449c870f1d376da054a0d3989a,bb87debb40cd375b163666f1556c58d88e96a43b58c077ce423ad0c7a2eac9e4,329ccf73d3adba4246b8ea2f604c58b1452183e10247587a07c40b6ab49f3c7b,f5ad5d8694e56387b0bfed3a775d9b8ab528e7051d4c7f0923036cbc17560def,883a6e62eb606ac3bc746634f9789e7533a7f21839d21006f6904b7387b56a4c,4d77cf5465ac6ac60dabeea0620f646f3db93f1b03bbccdc181d1e57e5e8e710,15eb114888809a20db81a6c1d60c074fb607b298074e225cb8884bf49e1e0c83,6c893f46f47b45c50fa9ce05aade70dcb0bc0f4c9f87b5caf1bf607912545144,acc7ebe5b292388e814d408e96977597e0ed3bf9deaa4609b26f4b3217f1cd35,bc1f8850154376c793866f39dc783ad5e01ac8a1124a029eed331d69876dc6c6,860788e0fc8e36915edd7bffd67fd545588dd875d8fabf6b06209e70844dc015,8e4da3d4e2bfceda2584dd1beaa5bfb0ca301a533d953c16f3511ee2911a31e5,d77f8327e87533c82bb20be88a81f64d252e4c5562092d82d25f565941d0f3bd,0e70e6fe303807dbc1cc8256c63bc569707fd1d85ae204ed8126e385eb918a52
"10132101","0","1","bgm_MC091","0","蘭德索爾 鬧區","50","2024/04/15 15:59:59","0","2024/04/01 16:00:00","0","0","1","201","10132","bgm_MC091"
"10132201","0","0","bgm_MC091","0","蘭德索爾 鬧區","0","2024/04/15 15:59:59","0","2024/04/01 16:00:00","0","0","1","201","10132","bgm_MC091"
"10133101","0","1","bgm_M638","0","蘭德索爾 鬧區","110","2024/04/23 15:59:59","0","2024/04/16 16:00:00","0","11","1","201","10133","bgm_M638"
"10133201","0","0","bgm_M638","0","蘭德索爾 鬧區","0","2024/04/23 15:59:59","0","2024/04/16 16:00:00","0","0","1","201","10133","bgm_M638"
"10134101","0","1","bgm_MC099","0","精靈之森周圍","0","2024/05/15 15:59:59","0","2024/05/01 16:00:00","0","0","1","201","10134","bgm_MC099"
"10134102","0","2","bgm_MC099","0","王都蘭德索爾的除夕","0","2024/05/15 15:59:59","0","2024/05/01 16:00:00","0","0","1","201","10134","bgm_MC099"
"10134201","0","0","bgm_MC099","0","王都蘭德索爾的除夕","0","2024/05/15 15:59:59","0","2024/05/01 16:00:00","0","0","1","201","10134","bgm_MC099"
"10135101","0","1","bgm_M647","0","大江戶町","45","2024/05/24 15:59:59","0","2024/05/17 16:00:00","0","0","1","201","10135","bgm_M647"
"10135201","0","0","bgm_M647","0","大江戶町","0","2024/05/24 15:59:59","0","2024/05/17 16:00:00","0","0","1","201","10135","bgm_M647"
"10136101","0","1","bgm_MC110","0","被染紅的蘭德索爾","85","2024/06/27 15:59:59","0","2024/06/01 16:00:00","0","0","1","201","10136","bgm_MC110_02"
"10136201","0","1","bgm_MC110","0","被染紅的蘭德索爾","0","2024/06/27 15:59:59","0","2024/06/01 16:00:00","0","0","1","201","10136","bgm_MC110_02"
"10137101","0","1","bgm_MC111","0","前往漆黑薔薇綻放之處","85","2024/06/27 15:59:59","0","2024/06/08 16:00:00","0","0","1","201","10137","bgm_MC111"
"10137201","0","0","bgm_MC111","0","前往漆黑薔薇綻放之處","0","2024/06/27 15:59:59","0","2024/06/08 16:00:00","0","0","1","201","10137","bgm_MC111"
"10138101","0","1","bgm_M659","0","王都蘭德索爾 女神祭典","85","2024/06/23 15:59:59","0","2024/06/10 16:00:00","0","0","1","201","10138","bgm_M659"
"10138201","0","1","bgm_M659","0","王都蘭德索爾 女神祭典","0","2024/06/23 15:59:59","0","2024/06/10 16:00:00","0","0","1","201","10138","bgm_M659"
"10139101","0","1","bgm_M660","0","王都蘭德索爾 女神祭典","0","2024/06/23 15:59:59","0","2024/06/15 16:00:00","0","0","1","201","10139","bgm_M660"
"10139102","0","2","bgm_M660","0","前往漆黑薔薇綻放之處","0","2024/06/23 15:59:59","0","2024/06/15 16:00:00","0","0","1","201","10139","bgm_M660"
"10139201","0","0","bgm_M660","0","前往漆黑薔薇綻放之處","0","2024/06/23 15:59:59","0","2024/06/15 16:00:00","0","0","1","201","10139","bgm_M660"
"10140101","0","1","bgm_MC124","0","泰美斯銀嶺","0","2024/07/15 15:59:59","0","2024/07/01 16:00:00","0","0","1","201","10140","bgm_MC124"
"10140102","0","2","bgm_MC124","0","聖德蕾莎女子學院","0","2024/07/15 15:59:59","0","2024/07/01 16:00:00","0","0","1","201","10140","bgm_MC124"
"10140201","0","0","bgm_MC124","0","聖德蕾莎女子學院","0","2024/07/15 15:59:59","0","2024/07/01 16:00:00","0","0","1","201","10140","bgm_MC124"
"10141101","0","1","bgm_M668","0","蘭德索爾 市中心","108","2024/07/25 15:59:59","0","2024/07/18 16:00:00","0","0","1","201","10141","bgm_M668"
"10141201","0","1","bgm_M668","0","蘭德索爾 市中心","0","2024/07/25 15:59:59","0","2024/07/18 16:00:00","0","0","1","201","10141","bgm_M668"
"10142101","0","1","bgm_MC136","0","訓練營地","50","2024/08/15 15:59:59","0","2024/08/01 16:00:00","0","0","1","201","10142","bgm_MC136"
"10142201","0","0","bgm_MC136","0","訓練營地","0","2024/08/15 15:59:59","0","2024/08/01 16:00:00","0","0","1","201","10142","bgm_MC136"
"10143101","0","1","bgm_MC017","0","遊俠集訓所周圍","128","2024/08/25 15:59:59","0","2024/08/18 16:00:00","0","0","1","201","10143","bgm_MC017"
"10143201","0","0","bgm_MC017","0","遊俠集訓所周圍","0","2024/08/25 15:59:59","0","2024/08/18 16:00:00","0","0","1","201","10143","bgm_MC017"
"10144101","0","1","bgm_MC143","0","芙菈瓦村周圍","50","2024/09/15 15:59:59","0","2024/09/01 16:00:00","0","0","1","201","10144","bgm_MC143"
"10144201","0","0","bgm_MC143","0","芙菈瓦村周圍","0","2024/09/15 15:59:59","0","2024/09/01 16:00:00","0","0","1","201","10144","bgm_MC143"
"10145101","0","1","bgm_MC026","0","跳蚤市場會場","0","2024/09/25 15:59:59","0","2024/09/18 16:00:00","0","0","1","201","10145","bgm_MC026"
"10145102","0","2","bgm_MC026","0","智慧森林周圍","110","2024/09/25 15:59:59","0","2024/09/18 16:00:00","0","0","1","201","10145","bgm_MC026"
"10145201","0","0","bgm_MC026","0","智慧森林周圍","0","2024/09/25 15:59:59","0","2024/09/18 16:00:00","0","0","1","201","10145","bgm_MC026"
"10146101","0","1","bgm_MC147","0","大夢想樂園","0","2024/10/15 15:59:59","0","2024/10/01 16:00:00","64","0","1","201","10146","bgm_MC147_03"
"10146201","0","0","bgm_MC147","0","大夢想樂園","0","2024/10/15 15:59:59","0","2024/10/01 16:00:00","0","0","1","201","10146","bgm_MC147_03"
"10147101","0","1","bgm_MC036","0","魔族的城鎮","45","2024/10/25 15:59:59","0","2024/10/18 16:00:00","0","0","1","201","10147","bgm_MC036"
"10147201","0","0","bgm_MC036","0","魔族的城鎮","0","2024/10/25 15:59:59","0","2024/10/18 16:00:00","0","0","1","201","10147","bgm_MC036"
"10148101","0","0","bgm_MC156","0","Let's Go！做好事社團！","0","2024/11/15 15:59:59","0","2024/11/01 16:00:00","0","0","1","201","10148","bgm_MC156"
"10148201","0","0","bgm_MC156","0","Let's Go！做好事社團！","0","2024/11/15 15:59:59","0","2024/11/01 16:00:00","0","0","1","201","10148","bgm_MC156"
"10149101","0","1","bgm_MC046","0","蘭德索爾近郊","0","2024/11/25 15:59:59","0","2024/11/18 16:00:00","0","0","1","201","10149","bgm_MC046"
"10149102","0","2","bgm_MC046","0","夏日的大間","110","2024/11/25 15:59:59","0","2024/11/18 16:00:00","0","0","1","201","10149","bgm_MC046"
"10149201","0","1","bgm_MC046","0","夏日的大間","0","2024/11/25 15:59:59","0","2024/11/18 16:00:00","0","0","1","201","10149","bgm_MC046"
"10150101","0","1","bgm_MC162","0","水都蘭德索爾","50","2024/12/15 15:59:59","0","2024/12/01 16:00:00","0","0","1","201","10150","bgm_MC162_02"
"10150201","0","0","bgm_MC162","0","水都蘭德索爾","0","2024/12/15 15:59:59","0","2024/12/01 16:00:00","0","0","1","201","10150","bgm_MC162_02"
"10151101","0","1","bgm_MC056","0","薇‧蘭德索爾","0","2024/12/25 15:59:59","0","2024/12/18 16:00:00","0","0","1","201","10151","bgm_MC056"
"10151102","0","2","bgm_MC056","0","薇‧蘭德索爾","110","2024/12/25 15:59:59","0","2024/12/18 16:00:00","0","0","1","201","10151","bgm_MC056"
"10151201","0","0","bgm_MC056","0","薇‧蘭德索爾","0","2024/12/25 15:59:59","0","2024/12/18 16:00:00","0","0","1","201","10151","bgm_MC056"
"10152101","0","1","bgm_MC172","0","異世界夏日佳期","50","2025/01/25 15:59:59","0","2025/01/01 16:00:00","0","0","1","201","10152","bgm_MC172"
"10152201","0","0","bgm_MC172","0","異世界夏日佳期","0","2025/01/25 15:59:59","0","2025/01/01 16:00:00","0","0","1","201","10152","bgm_MC172"
"10153101","0","1","bgm_M228","0","蘭德索爾近郊","70","2025/01/25 15:59:59","0","2025/01/16 16:00:00","0","0","1","201","10153","bgm_M228"
"10153102","0","2","bgm_M228","0","郊外的村莊","0","2025/01/25 15:59:59","0","2025/01/16 16:00:00","0","0","1","201","10153","bgm_M228"
"10153201","0","1","bgm_M228","0","郊外的村莊","0","2025/01/25 15:59:59","0","2025/01/16 16:00:00","0","0","1","201","10153","bgm_M228"
"10154101","0","1","bgm_MC186","0","一日店長的軌跡","70","2025/02/15 15:59:59","0","2025/02/01 16:00:00","0","0","1","201","10154","bgm_MC186"
"10154201","0","0","bgm_MC186","0","一日店長的軌跡","0","2025/02/15 15:59:59","0","2025/02/01 16:00:00","0","0","1","201","10154","bgm_MC186"
"10155101","0","1","bgm_MC063","0","安布羅斯魔法學園","128","2025/02/25 15:59:59","0","2025/02/18 16:00:00","0","0","1","201","10155","bgm_MC063"
"10155201","0","0","bgm_MC063","0","安布羅斯魔法學園","0","2025/02/25 15:59:59","0","2025/02/18 16:00:00","0","0","1","201","10155","bgm_MC063"
"10156101","0","1","bgm_MC194","0","炎國的死亡之路","50","2025/03/15 15:59:59","0","2025/03/01 16:00:00","0","0","1","201","10156","bgm_MC194"
"10156201","0","0","bgm_MC194","0","炎國的死亡之路","0","2025/03/15 15:59:59","0","2025/03/01 16:00:00","0","0","0","201","10156","bgm_MC194"
"10157101","0","1","bgm_MC075","0","沙漠之國　薩拉薩利亞周圍","128","2025/03/25 15:59:59","0","2025/03/18 16:00:00","0","0","1","201","10157","bgm_MC075"
"10157201","0","0","bgm_MC075","0","沙漠之國　薩拉薩利亞周圍","0","2025/03/25 15:59:59","0","2025/03/18 16:00:00","0","0","1","201","10157","bgm_MC075"
