9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a
"提升物理防禦力（不可降低）","boss_def_lower_limit","1060","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92417310"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1061","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92417310"
"減少降低TP","boss_tp_down_cut","1062","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","92417310"
"傷害值衰減","18","1063","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92417310"
"賦予TP上升的上限","17","1064","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92417310"
"降低HP吸收","9","1065","戰鬥開始時，中幅度降低全體角色的HP吸收。","92417310"
"闇屬性獎勵特大幅度提升","16","1066","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92417320"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1067","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92417320"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1068","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92417320"
"減少降低TP","boss_tp_down_cut","1069","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","92417320"
"傷害值衰減","18","1070","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92417320"
"賦予TP上升的上限","17","1071","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92417320"
"降低HP吸收","9","1072","戰鬥開始時，中幅度降低全體角色的HP吸收。","92417320"
"闇屬性獎勵特大幅度提升","16","1073","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92417330"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1074","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92417330"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1075","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92417330"
"減少降低TP","boss_tp_down_cut","1076","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","92417330"
"傷害值衰減","18","1077","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92417330"
"賦予TP上升的上限","17","1078","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92417330"
"降低HP吸收","9","1079","戰鬥開始時，中幅度降低全體角色的HP吸收。","92417330"
"闇屬性獎勵特大幅度提升","16","1080","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92417340"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1081","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92417340"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1082","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92417340"
"減少降低TP","boss_tp_down_cut","1083","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","92417340"
"傷害值衰減","18","1084","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92417340"
"賦予TP上升的上限","17","1085","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92417340"
"降低HP吸收","9","1086","戰鬥開始時，中幅度降低全體角色的HP吸收。","92417340"
"火屬性獎勵特大幅度提升","12","1087","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418010"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1088","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418010"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1089","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418010"
"賦予TP上升的上限","17","1090","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418010"
"降低HP吸收","9","1091","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418010"
"火屬性獎勵特大幅度提升","12","1092","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418020"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1093","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418020"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1094","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418020"
"賦予TP上升的上限","17","1095","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418020"
"降低HP吸收","9","1096","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418020"
"火屬性獎勵特大幅度提升","12","1097","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418030"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1098","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418030"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1099","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418030"
"賦予TP上升的上限","17","1100","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418030"
"降低HP吸收","9","1101","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418030"
"火屬性獎勵特大幅度提升","12","1102","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418110"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1103","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418110"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1104","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418110"
"減少降低TP","boss_tp_down_cut","1105","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418110"
"傷害值衰減","18","1106","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418110"
"賦予TP上升的上限","17","1107","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418110"
"降低HP吸收","9","1108","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418110"
"火屬性獎勵特大幅度提升","12","1109","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418120"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1110","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418120"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1111","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418120"
"減少降低TP","boss_tp_down_cut","1112","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418120"
"傷害值衰減","18","1113","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418120"
"賦予TP上升的上限","17","1114","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418120"
"降低HP吸收","9","1115","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418120"
"火屬性獎勵特大幅度提升","12","1116","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418130"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1117","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418130"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1118","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418130"
"減少降低TP","boss_tp_down_cut","1119","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418130"
"傷害值衰減","18","1120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418130"
"賦予TP上升的上限","17","1121","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418130"
"降低HP吸收","9","1122","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418130"
"火屬性獎勵特大幅度提升","12","1123","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418140"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1124","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418140"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1125","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418140"
"減少降低TP","boss_tp_down_cut","1126","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418140"
"傷害值衰減","18","1127","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418140"
"賦予TP上升的上限","17","1128","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418140"
"降低HP吸收","9","1129","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418140"
"火屬性獎勵特大幅度提升","12","1130","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418210"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1131","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418210"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1132","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418210"
"減少降低TP","boss_tp_down_cut","1133","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418210"
"傷害值衰減","18","1134","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418210"
"賦予TP上升的上限","17","1135","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418210"
"降低HP吸收","9","1136","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418210"
"火屬性獎勵特大幅度提升","12","1137","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418220"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1138","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418220"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1139","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418220"
"減少降低TP","boss_tp_down_cut","1140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418220"
"傷害值衰減","18","1141","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418220"
"賦予TP上升的上限","17","1142","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418220"
"降低HP吸收","9","1143","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418220"
"火屬性獎勵特大幅度提升","12","1144","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418230"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1145","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418230"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1146","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418230"
"減少降低TP","boss_tp_down_cut","1147","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418230"
"傷害值衰減","18","1148","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418230"
"賦予TP上升的上限","17","1149","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418230"
"降低HP吸收","9","1150","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418230"
"火屬性獎勵特大幅度提升","12","1151","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418240"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1152","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418240"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1153","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418240"
"減少降低TP","boss_tp_down_cut","1154","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418240"
"傷害值衰減","18","1155","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418240"
"賦予TP上升的上限","17","1156","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418240"
"降低HP吸收","9","1157","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418240"
"火屬性獎勵特大幅度提升","12","1158","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418310"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1159","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418310"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1160","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418310"
"減少降低TP","boss_tp_down_cut","1161","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418310"
"傷害值衰減","18","1162","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418310"
"賦予TP上升的上限","17","1163","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418310"
"降低HP吸收","9","1164","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418310"
"火屬性獎勵特大幅度提升","12","1165","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418320"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1166","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418320"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1167","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418320"
"減少降低TP","boss_tp_down_cut","1168","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418320"
"傷害值衰減","18","1169","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418320"
"賦予TP上升的上限","17","1170","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418320"
"降低HP吸收","9","1171","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418320"
"火屬性獎勵特大幅度提升","12","1172","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418330"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1173","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418330"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1174","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418330"
"減少降低TP","boss_tp_down_cut","1175","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418330"
"傷害值衰減","18","1176","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418330"
"賦予TP上升的上限","17","1177","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418330"
"降低HP吸收","9","1178","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418330"
"火屬性獎勵特大幅度提升","12","1179","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","92418340"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1180","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92418340"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1181","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92418340"
"減少降低TP","boss_tp_down_cut","1182","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92418340"
"傷害值衰減","18","1183","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92418340"
"賦予TP上升的上限","17","1184","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92418340"
"降低HP吸收","9","1185","戰鬥開始時，中幅度降低全體角色的HP吸收。","92418340"
"風屬性獎勵特大幅度提升","14","1186","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419010"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1187","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419010"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1188","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419010"
"賦予TP上升的上限","17","1189","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419010"
"降低HP吸收","9","1190","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419010"
"風屬性獎勵特大幅度提升","14","1191","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419020"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1192","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419020"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1193","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419020"
"賦予TP上升的上限","17","1194","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419020"
"降低HP吸收","9","1195","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419020"
"風屬性獎勵特大幅度提升","14","1196","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419030"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1197","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419030"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1198","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419030"
"賦予TP上升的上限","17","1199","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419030"
"降低HP吸收","9","1200","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419030"
"風屬性獎勵特大幅度提升","14","1201","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419110"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1202","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419110"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1203","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419110"
"減少降低TP","boss_tp_down_cut","1204","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419110"
"傷害值衰減","18","1205","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419110"
"賦予TP上升的上限","17","1206","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419110"
"降低HP吸收","9","1207","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419110"
"風屬性獎勵特大幅度提升","14","1208","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419120"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1209","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419120"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419120"
"減少降低TP","boss_tp_down_cut","1211","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419120"
"傷害值衰減","18","1212","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419120"
"賦予TP上升的上限","17","1213","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419120"
"降低HP吸收","9","1214","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419120"
"風屬性獎勵特大幅度提升","14","1215","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419130"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1216","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419130"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1217","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419130"
"減少降低TP","boss_tp_down_cut","1218","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419130"
"傷害值衰減","18","1219","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419130"
"賦予TP上升的上限","17","1220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419130"
"降低HP吸收","9","1221","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419130"
"風屬性獎勵特大幅度提升","14","1222","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419140"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1223","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419140"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1224","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419140"
"減少降低TP","boss_tp_down_cut","1225","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419140"
"傷害值衰減","18","1226","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419140"
"賦予TP上升的上限","17","1227","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419140"
"降低HP吸收","9","1228","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419140"
"風屬性獎勵特大幅度提升","14","1229","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419210"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1230","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419210"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1231","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419210"
"減少降低TP","boss_tp_down_cut","1232","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419210"
"傷害值衰減","18","1233","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419210"
"賦予TP上升的上限","17","1234","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419210"
"降低HP吸收","9","1235","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419210"
"風屬性獎勵特大幅度提升","14","1236","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419220"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1237","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419220"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1238","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419220"
"減少降低TP","boss_tp_down_cut","1239","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419220"
"傷害值衰減","18","1240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419220"
"賦予TP上升的上限","17","1241","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419220"
"降低HP吸收","9","1242","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419220"
"風屬性獎勵特大幅度提升","14","1243","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419230"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1244","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419230"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1245","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419230"
"減少降低TP","boss_tp_down_cut","1246","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419230"
"傷害值衰減","18","1247","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419230"
"賦予TP上升的上限","17","1248","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419230"
"降低HP吸收","9","1249","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419230"
"風屬性獎勵特大幅度提升","14","1250","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419240"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1251","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419240"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1252","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419240"
"減少降低TP","boss_tp_down_cut","1253","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419240"
"傷害值衰減","18","1254","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419240"
"賦予TP上升的上限","17","1255","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92419240"
"降低HP吸收","9","1256","戰鬥開始時，中幅度降低全體角色的HP吸收。","92419240"
"風屬性獎勵特大幅度提升","14","1257","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92419310"
"提升物理防禦力（不可降低）","boss_def_lower_limit","1258","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92419310"
"提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","1259","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92419310"
"減少降低TP","boss_tp_down_cut","1260","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92419310"
"傷害值衰減","18","1261","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92419310"
