1e75b8b3a84d7e5545f1616709a8e7ff6a8ee9e5ddf5b81133e09cf0415fb109,b2de7a6da44e10bd444dd8d8fd9662b7563a93374174bc6c028ea7fb85910532,199d5b132f1910872c202ead68b5fb888faf57684acdf66ac700053feee5f68c,dab95cf231c1f860e99082ec03c0f537739820290ff1fecb74ccba4a114e63f0,d630a0952021ee6b16cb3b817b0378a934fea3fc4bda4cc5315d1976abcf5b85,534b5775e59d619a1de166575546ecaefe3cf85b19ff40b8cb3f67dd659f5288,ec649c3065f25ce12e942af6a59de68cd9c351bf83e80421f4d7f9b7023b1a87,cb4b72a0a6b6e79706da4dd4f9ffb3dec8c41d6a3f6bc3e2f3a16ff49c5e2363,5c132560162f3fae8816f4987f4eccc17fffacc3334d146a2534c2fefcaf95c7,fcafbd21db42de59aaa13cb7e5a370e5bbae2b86f3d2d6f9ccb791228425890b,2384fafc8204a4a696cd4dcfe56ff90e41869b1f9369ac698961f75c51dab38b,010f0cb78a3b2b53a7052d6b5d6db852a438603cdd66a95943a2aa3bcec10bef,e46ee8a5163cfa8f4c7de033ab2e71e96196d0aaec5e7db1a0996574ff18bee4,2ae818df83ef78e945b42e300bedf13bfaa2a77ad2f62efbe03c3fe3c1eba2d7,def985bef56d66971d00ebc9628608d754169f4d6df97e585e6a4ecf1f7aabfb,cc1983719da66f9fe5985f309743da0c7fcf49c91a9be26146b4033e4d6fb7c3,09adfd0fcb491191df042d212be13e9120b4fb08e0105c6b0c3160a81861b093,f4861b3e82b52ad9860bf68e9ce811f1add3fadd0e1202ab3b75ab67df4263a9,dec81b04d14930265b9bb394115b1226a96e11ecd0a6d2acddd5538aa4619424,d5d13c1d8d740573cd599ed374b282525bf1dfdea4826e756f60bd310d4b686f,f7d3eeefc9119231ad60ed0d30fd6e2ac092009465ace2dddfcdd1170febde92,ca500f8decc20ff448b6f56ba3aaf3a0ee3253bf8b22153b711197abb1bcb201,5cf7765b02e7003313a4b1873545501dbf0b03086cb2274ace174fbbc0c94b2f,387f4e23db15ba657d8b811b4733cdbec9242fce81c6526c38f772d14ea6c07a,f7f99f5c23c259dc9793b04f44f28e5854d92b42e11613e96e5222bca5d730f7,3a3a8a7ce8c99d6acefc2c0774266dd22b90eb178c65089a3f21ee743b3043fa,f11d27832233f1179011ccf5059ea74f407ed5100fd19f8c97a264c16c055ec6,423078427e10462d63ae270feb71691889648aa84009c6c556fe35081e06094c,7e5811f9db8f75aca3ffcb083a7bf3dc8d2592e7edf475253a907cc7a11e42de,09b4b126c8a5ca27b191c863c5bd98e2910f5388b8b84884e6b68e208df243bc,4dbc96f191670e82c6bef641448ea94c8071e207cb6c0ae98a876b340556e628,d68af69f49a79d28e2d39be93698783b8fd5e61231783408b93d8c2eeff87926,5afbf129aa4efa0d37cbc0d611a1de228d76b5df458eec866a3a2ed9ce852c63,db14f2a94581cea03640bbe93ac097016352b5f0b9d242c3243c396b0e5b9891,446297ce0a50b743a9d9f8bfc25fe33124c2f558ef58136f1c6d998a61ccc310,a9f8ac761bed3a39bfa32174b4dd7864b82bbe43be7568bd43976f1eb29bfffe,46841ff7d870d1a1d7618f71c534028ffc97622b44f79876ec3f7acabbf05ec4,39b24d2bb96a1515c05a68f6c230a9a257ba3be275ee0baf066e8eff8b12318a,a32d8eb00d8596b624efc7865cf8c5922681ddcf20d1517df1cd96b118e78659,ac95c931fab365499a5e488a714deff45217ab6b628b461fc4ec9569ba7d141e,606fdf57e70e60fc4d776235d9c9143a0e74ee38c5ba762e8ce32b582bf8c6bb,197dfd2bda52b28400c65195f32d2682537c89554281c8583c71c745bf876dfc,15537034c01179963d6a926a1cfd9678817b154221130585053f588a0d4b1793,6113a8e45a0a233c33f53a04fa0daf17ee0efaf83febdfb4b1b5d211e4bafd11,6eec660df795b43e8efaaa0c49413cb07f4e52652a6bdfa32454bd997a67aced,1c0eb3109dd26bd59b90372f2cbc33d5de2bd35677f048bb7a2948edf1b4dab7,92a9bb67452c994eba30b9ca7d336a1ada4164f3b856a39fc933338a63a76855,950178314fee67939c220e180a05666004fd5b0431716c02564e9816eb298170,ad9ed8b33a35a52abd42ef4674f3309cda24579cec059854a28182861c3837cf,e568ceedd3df01e599f3ff6e42c2dcaaa036ec53504034072188c07f376cf28c,17d4c89ec45a9873fc9e85cb40b8ea98bf35513e49d4bb6255406c0752270420,7834f0f4cc9e7cb00d122734f2c24bb8daabfef66c483e9e7184ab05f8ede024,4115feb7d051e051dead2de64674dab3e11e529a899a595af8c572512e9903c3,77910a34e93a687e426a777eafcc346242cd898383600a3c603f5edc2688876e,6fa52ae8f68650d60ab8b4dcf3270059648d96d8485863f72345b65d921c19f1,c073ca8036f55f7abfece7e083e5f5a38ec5958ea543257b9513a256b6b9fcd5,df9e8025490269e8597de34cd2a5aa97c344a1048c1d5c8b8c5aa6ab63c31901,5c9143bbf6efbc1a45736a5816055a359d9f6b8c626cea3907ba2c3dd8e0ead8,b60c844acd1447fb540ca0b824127caf6bbb806532e23f6f681f17954601aff9,80991e30ad9b26777e52eb711745fb43ac991dee466c78a49bf99493a47e484a,bfd8234590a64848358039c79e6555ba89d04aca70d9555df53635adbdce6f17,4dd41bda198b355109e7cfb9a76b5f929d6244805d16b6d606e2246c17ce9901,90abe7e0f99699937689e86736c1b6942661a7b95828b5b831c82a885b7e9fec,ba3f9e8eff1c48b2d663f63a362a6ec09c0844a728ecc17013bda1dc395a2d3f,8b5435c1751859850df694cafb6cc844e322cba5ebbfcfbb9e14fa491b390417
"0","0","201002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","110","0","210","0","-2","0","0","401","0","2","101","0","0","0","0","0","0","0","0","0","110"
"0","0","201003","0","101","402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","112","0","210","0","-2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","111"
"303","301","201004","303","303","303","303","301","301","301","303","303","303","303","303","0","303","0","301","0","303","0","303","0","0","301","303","303","303","301","301","303","4","303","0","0","303","301","0","301","303","303","0","301","110","301","210","301","-2","303","303","0","303","2","303","0","301","0","0","303","303","303","303","0","104"
"0","0","201005","0","0","0","0","0","0","0","0","0","0","0","0","301","0","301","0","0","0","301","0","0","0","0","405","0","0","0","0","120","5","0","0","0","130","0","0","0","0","405","301","0","202","0","210","0","-2","405","0","301","0","2","0","0","0","301","0","0","0","0","0","301","130"
"0","0","201101","402","303","0","303","0","0","0","303","0","303","0","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","1","0","0","0","0","0","0","0","0","0","0","0","0","0","211","0","0","303","0","0","0","2","303","103","0","0","0","0","0","303","0","0","0"
"301","0","201102","301","303","301","303","0","0","0","303","303","303","301","0","303","303","303","0","0","301","303","301","0","0","0","301","301","303","0","0","0","2","301","0","0","150","0","0","0","303","303","303","0","0","0","211","0","0","303","303","303","301","2","303","133","0","303","0","301","303","303","301","303","0"
"0","0","201103","401","303","0","303","0","0","0","303","303","303","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","303","401","0","402","3","0","0","0","402","0","0","0","303","303","0","0","0","0","211","0","0","303","303","0","0","2","303","203","0","0","0","0","303","303","0","0","105"
"303","0","201104","303","303","303","303","0","0","0","303","0","303","303","0","0","0","0","0","0","303","0","303","0","0","0","303","303","0","0","0","0","4","303","0","401","150","0","0","0","0","0","0","0","0","0","211","0","0","303","0","0","303","2","303","102","0","0","0","303","0","303","303","0","0"
"0","0","201105","402","0","0","0","0","0","0","0","0","0","0","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","5","0","0","0","0","0","0","0","0","0","0","0","0","0","211","0","0","0","0","0","0","2","0","125","0","0","0","0","0","0","0","0","0"
"0","0","201201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","212","0","-2","0","0","0","0","2","0","203","0","0","0","0","0","0","0","0","0"
"0","0","201202","0","301","0","301","0","0","0","301","301","301","301","0","0","301","0","0","0","0","0","301","0","0","0","0","0","301","0","0","301","2","0","0","0","301","0","0","0","301","301","0","0","0","0","212","0","-2","301","301","0","0","2","301","146","401","0","0","301","301","120","401","0","301"
"301","0","201203","0","0","301","0","0","0","0","0","0","401","120","0","303","0","303","0","0","0","303","301","0","0","0","0","301","0","0","0","301","3","301","0","0","0","0","0","0","0","0","303","0","0","0","212","0","-2","0","401","303","0","2","301","102","0","303","0","301","0","0","0","303","401"
"301","0","201204","301","0","301","0","0","0","0","0","0","401","0","0","0","0","0","0","0","301","0","0","0","0","0","120","301","0","0","0","401","4","301","0","0","0","0","0","0","0","0","0","0","0","401","212","0","-2","0","401","0","301","2","0","127","0","0","0","0","0","0","301","0","401"
"0","301","201205","301","0","0","0","0","0","0","0","0","401","0","120","0","0","0","0","0","301","0","0","0","0","0","0","401","0","0","301","401","5","0","0","0","0","0","0","0","0","0","0","0","301","0","212","0","-2","0","401","0","301","2","0","101","0","0","0","0","0","0","301","0","401"
"0","303","201301","303","0","401","0","0","0","0","0","0","401","0","120","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","303","0","1","0","0","0","0","0","0","0","0","0","0","0","303","0","213","0","-2","0","401","0","303","2","401","102","0","0","0","0","0","0","303","0","401"
"303","0","201302","303","0","303","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","120","303","0","0","0","0","2","303","0","0","0","0","0","0","0","0","0","0","0","0","213","0","-2","0","401","0","303","2","401","108","0","0","0","0","0","0","303","0","401"
"303","0","201303","0","0","303","0","0","0","0","0","0","401","120","401","0","0","0","0","0","0","0","303","0","0","0","0","303","0","402","0","303","3","0","0","0","0","0","0","0","0","0","0","0","0","0","213","0","-2","0","401","0","0","2","303","136","0","0","0","303","0","0","0","0","401"
"0","0","201304","0","303","0","303","0","0","0","303","303","303","0","0","303","303","303","0","0","0","303","303","0","0","0","0","0","303","0","0","303","4","0","0","0","303","0","0","0","303","303","303","0","0","0","213","0","-2","303","303","303","0","2","303","118","0","303","0","0","303","120","0","303","303"
"0","0","201305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","401","0","0","0","0","213","0","-2","0","0","0","0","2","0","203","0","0","0","0","0","0","0","0","0"
"0","0","201401","0","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","214","0","-1","0","0","0","0","2","0","137","0","0","0","0","0","0","0","0","0"
"303","303","201402","303","303","303","303","0","0","0","303","303","303","303","303","301","303","301","0","0","303","301","303","0","0","0","303","303","303","402","0","303","2","303","0","0","303","0","0","0","303","303","301","0","303","0","214","0","-1","303","303","301","303","2","303","126","0","301","0","303","303","303","303","301","303"
"0","0","201403","402","402","0","0","0","0","0","402","402","0","0","0","0","402","0","0","0","0","0","402","0","0","0","0","402","0","0","150","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","214","0","-1","0","0","0","0","2","0","104","0","0","0","0","0","0","0","0","0"
"301","301","201404","301","301","301","301","0","0","0","301","301","301","301","301","303","301","303","0","0","301","303","301","0","0","0","301","301","301","0","0","301","4","301","0","0","301","0","0","0","301","301","303","0","301","0","214","0","-1","301","301","303","301","2","301","129","0","303","0","301","301","301","301","303","301"
"0","0","201405","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","402","0","0","0","0","0","0","214","0","-1","0","0","0","0","2","0","203","0","0","0","0","0","0","0","0","0"
"303","0","201501","303","303","303","303","0","0","0","303","303","303","303","0","0","303","0","0","0","0","0","303","0","0","0","303","303","303","0","0","303","1","303","0","0","303","0","0","0","303","303","0","0","0","0","215","0","-1","303","303","0","303","2","303","103","0","0","0","303","303","303","401","0","303"
"0","303","201502","0","0","0","0","0","0","0","0","0","0","401","303","0","0","0","0","0","140","0","0","0","0","0","401","0","0","0","0","0","2","0","0","0","401","0","0","401","0","0","0","0","303","0","215","0","-1","0","0","0","0","2","0","102","0","0","0","0","0","401","301","0","140"
"0","0","201503","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","140","0","3","0","0","0","401","0","0","0","0","0","0","0","0","0","215","0","-1","0","0","0","0","2","0","117","0","0","0","0","0","401","0","0","140"
"0","301","201504","0","0","0","0","0","0","0","0","0","0","401","301","0","303","0","401","0","140","0","0","0","0","0","401","0","0","0","0","0","4","0","0","0","401","0","0","0","0","0","0","0","301","0","215","0","-1","0","0","0","0","2","0","203","0","0","0","0","0","401","0","0","140"
"301","0","201505","301","301","301","301","0","0","0","301","301","301","301","0","0","401","0","0","0","0","0","301","0","0","0","301","301","301","0","0","301","5","301","0","0","301","0","0","0","301","301","0","0","0","0","215","0","-1","301","301","0","301","2","301","113","0","0","0","301","301","301","301","0","301"
"0","0","201601","0","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","216","0","-1","0","0","0","0","2","0","137","0","0","0","0","0","0","0","0","0"
"303","303","201602","303","303","303","303","0","0","0","303","303","303","303","303","301","303","301","0","0","303","301","303","0","0","0","303","303","303","402","0","303","2","303","0","0","303","0","0","0","303","303","301","0","303","0","216","0","-1","303","303","301","303","2","303","126","0","301","0","303","303","303","303","301","303"
"0","0","201603","402","402","0","0","0","0","0","402","402","0","0","0","0","402","0","0","0","0","0","402","0","0","0","0","402","0","0","150","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","216","0","-1","0","0","0","0","2","0","104","0","0","0","0","0","0","0","0","0"
"301","301","201604","301","301","301","301","0","0","0","301","301","301","301","301","303","301","303","0","0","301","303","301","0","0","0","301","301","301","0","0","301","4","301","0","0","301","0","0","0","301","301","303","0","301","0","216","0","-1","301","301","303","301","2","301","129","0","303","0","301","301","301","301","303","301"
"0","0","201605","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","402","0","0","0","0","0","0","216","0","-1","0","0","0","0","2","0","204","0","0","0","0","0","0","0","0","0"
"0","0","201701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","217","0","-2","0","0","0","130","2","0","204","0","0","0","0","0","0","0","0","0"
"0","0","201702","0","0","0","0","0","0","402","0","0","402","0","0","303","0","303","0","0","0","303","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","402","0","303","0","0","0","217","0","-2","0","0","303","130","2","0","111","0","303","0","0","0","0","0","303","0"
"0","0","201703","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","217","0","-2","0","0","0","130","2","402","143","0","0","0","0","0","0","0","0","0"
"303","0","201704","303","303","303","303","0","0","0","303","303","303","402","0","0","303","0","0","0","0","0","303","0","0","0","303","303","303","0","0","303","4","303","0","0","303","0","0","0","303","303","0","0","0","0","217","0","-2","303","303","0","130","2","303","133","0","0","0","303","303","303","303","0","303"
"0","0","201705","0","0","0","0","0","0","0","0","401","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","401","5","0","0","0","0","0","0","0","0","0","0","0","0","0","217","0","-2","0","0","0","0","2","0","102","0","0","0","0","0","0","0","0","0"
"0","303","201801","303","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","303","0","1","0","0","0","0","0","0","0","0","0","0","0","303","0","218","0","-2","402","0","0","303","2","0","102","0","0","0","0","0","0","303","0","0"
"303","0","201802","303","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","303","0","0","0","402","2","303","0","0","0","0","0","0","0","0","0","0","0","0","218","0","-2","0","0","0","303","2","0","108","0","0","0","0","0","0","303","0","0"
"303","0","201803","0","402","303","0","0","0","0","0","0","0","120","401","0","0","0","0","0","0","0","303","0","0","0","0","303","0","402","0","303","3","0","0","0","0","0","0","0","0","0","0","0","0","0","218","0","-2","0","0","0","0","2","303","136","0","0","0","303","0","0","0","0","0"
"0","0","201804","0","303","0","303","0","0","0","303","303","303","0","0","303","303","303","0","0","0","303","303","0","0","0","0","0","303","0","0","303","4","0","0","0","303","0","0","0","303","303","303","0","0","0","218","0","-2","303","402","303","0","2","303","118","0","303","0","0","303","120","0","303","303"
"0","0","201805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","401","0","0","0","0","218","0","-2","0","301","0","0","2","0","203","0","0","0","0","0","0","0","0","0"
"0","0","201901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","402","0","0","219","0","-2","402","0","0","0","2","0","134","0","0","0","0","0","0","0","0","0"
"303","303","201902","303","303","303","303","303","303","0","303","303","303","303","303","301","303","301","0","303","303","301","303","0","0","0","303","303","303","402","303","303","2","303","0","0","303","303","0","0","303","303","301","303","303","303","219","0","-2","303","303","301","303","2","303","135","0","301","303","303","303","303","303","301","303"
"0","0","201903","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","402","0","0","0","0","219","0","-2","0","0","0","0","2","0","204","0","0","0","402","0","0","0","0","0"
"303","303","201904","303","303","303","303","303","303","0","303","303","303","303","303","303","303","303","0","303","303","303","303","0","402","0","303","303","303","0","303","303","4","303","0","0","303","303","0","0","303","303","303","303","303","303","219","0","-2","303","303","303","303","2","303","143","0","303","303","303","303","303","303","303","303"
"0","0","201905","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","401","0","0","0","0","0","0","0","0","0","0","0","0","219","0","-2","0","0","0","0","2","0","104","0","0","0","0","0","0","0","0","401"
"0","0","202001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","220","0","-2","0","0","0","0","2","0","108","0","0","0","0","0","0","0","0","401"
"0","0","202002","0","301","0","301","0","0","0","301","301","301","301","0","0","301","0","0","0","0","0","301","0","0","0","0","0","301","0","0","301","2","0","0","0","301","0","0","0","301","301","0","0","0","0","220","0","-2","301","301","0","0","2","301","146","401","0","0","301","301","120","0","0","301"
"301","0","202003","0","0","301","0","0","0","0","0","0","0","120","0","303","0","303","0","0","0","303","301","0","0","0","0","301","0","0","0","301","3","301","0","0","0","0","0","0","0","0","303","0","0","0","220","0","-2","0","0","303","0","2","301","109","0","303","0","301","402","0","0","303","0"
"301","0","202004","301","0","301","0","0","0","0","0","0","0","0","0","0","402","0","0","0","301","0","0","0","0","0","120","301","0","0","0","0","4","301","0","0","0","0","0","0","0","0","0","0","0","401","220","0","-2","0","0","0","301","2","0","203","0","0","0","0","0","402","301","0","0"
"0","301","202005","301","402","0","0","0","0","0","0","0","0","402","120","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","301","0","5","0","0","0","0","0","0","0","0","0","0","0","301","0","220","401","-2","0","0","0","301","2","0","102","0","0","0","0","0","0","301","0","0"
"0","0","300101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","-6","0","0","0","401","3","0","124","0","0","0","0","0","140","0","0","0"
"0","0","300102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","-6","0","0","0","0","3","0","105","0","0","0","0","150","402","0","0","0"
"303","303","300103","303","142","303","0","303","303","0","303","303","0","303","303","0","303","0","0","303","303","0","303","0","0","0","303","303","303","0","303","303","3","303","0","0","303","303","0","0","303","303","0","303","303","303","301","405","-6","303","303","0","303","3","303","102","0","0","303","303","303","303","303","0","303"
"0","0","300104","0","301","405","301","0","0","0","0","0","301","0","0","0","0","0","0","0","402","0","0","0","0","0","130","0","0","0","120","150","4","0","0","0","150","401","0","0","0","0","0","0","0","0","301","0","-6","405","0","0","0","3","0","201","0","0","0","0","0","0","0","0","410"
"301","301","300105","301","301","301","301","301","301","0","301","301","301","301","301","0","301","0","0","301","301","0","301","0","0","0","301","301","301","0","301","301","5","301","0","0","301","301","0","0","301","301","0","301","301","301","301","0","-6","301","301","0","301","3","301","118","0","0","301","301","301","301","301","0","301"
"0","0","300201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","410","0","0","0","0","302","0","-7","0","0","0","0","3","0","150","0","0","0","0","0","130","120","0","0"
"303","0","300202","303","0","130","0","0","0","405","303","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","0","0","120","303","2","303","0","0","150","404","0","0","0","303","0","0","0","0","302","0","-7","303","0","0","303","3","303","201","0","0","0","0","0","303","303","0","410"
"0","301","300203","132","301","301","301","301","301","0","0","301","0","301","301","0","301","0","0","301","301","0","301","0","0","0","0","301","301","0","301","0","3","0","0","0","301","301","0","0","301","403","0","301","301","301","302","0","-7","0","301","0","0","3","0","105","0","0","301","301","301","0","0","0","301"
"0","0","300204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","302","0","-7","0","0","0","0","3","0","125","0","0","0","0","0","113","0","0","0"
"0","0","300205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","302","0","-7","0","0","0","0","3","0","101","0","0","0","0","0","0","0","0","0"
"303","303","300301","303","303","303","303","303","303","0","303","303","303","303","401","0","303","0","0","303","303","0","401","0","0","0","303","303","303","0","303","303","1","303","0","0","303","303","0","0","303","303","0","303","303","303","303","0","-6","303","303","0","303","3","303","103","0","0","303","303","402","303","303","0","303"
"0","0","300302","0","0","0","0","0","0","0","0","0","0","0","301","0","0","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","403","0","0","0","0","0","0","303","0","-6","0","0","0","0","3","0","145","0","0","0","0","301","140","0","0","0"
"0","0","300303","0","0","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","150","0","0","0","0","407","0","0","0","0","303","0","-6","0","0","0","0","3","0","123","0","0","0","0","0","0","0","0","0"
"0","0","300304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","-6","0","0","0","0","3","0","130","0","0","0","0","0","0","120","0","410"
"0","0","300305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","5","0","0","0","0","407","0","0","0","0","0","0","0","0","303","0","-6","0","0","0","0","3","0","201","0","0","0","0","0","0","0","0","0"
"303","303","300401","403","303","303","303","303","303","0","303","303","303","303","303","0","303","0","0","303","303","0","303","0","0","0","303","303","402","0","303","303","1","303","0","0","303","303","0","0","303","303","0","303","303","303","304","0","-5","303","303","0","303","3","303","105","0","0","303","303","303","303","303","0","303"
"0","0","300402","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","0","150","2","0","0","0","0","0","0","403","0","0","0","0","0","0","304","0","-5","0","0","0","0","3","0","127","0","0","0","0","0","0","0","0","407"
"150","0","300403","0","0","0","0","0","0","0","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","405","304","0","-5","0","0","0","0","3","0","201","0","0","0","0","0","0","0","0","0"
"0","303","300404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","304","0","-5","0","405","0","0","3","0","145","0","0","0","0","303","0","0","0","0"
"301","402","300405","301","301","301","301","301","301","0","301","301","301","301","301","0","301","0","402","301","301","0","301","0","0","0","301","301","301","0","301","301","5","301","0","0","301","301","0","0","301","301","0","301","301","301","304","0","-5","301","301","0","301","3","301","104","0","0","301","301","402","301","301","0","301"
"303","0","300501","303","0","303","0","0","0","0","0","0","0","303","0","0","0","0","0","0","303","0","303","0","0","0","303","303","0","0","0","303","1","303","0","0","0","0","0","0","0","0","0","0","0","0","305","0","-5","0","0","0","303","3","303","111","0","0","0","303","0","0","303","0","0"
"0","0","300502","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","407","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","305","403","-5","0","0","0","0","3","0","201","0","0","0","410","0","150","0","0","0"
"301","0","300503","301","0","301","0","0","0","0","0","0","0","301","0","0","0","0","0","0","301","0","301","0","0","0","301","301","405","0","0","301","3","301","0","0","0","0","0","0","0","0","0","0","0","0","305","0","-5","0","0","0","301","3","301","105","0","0","0","301","0","0","301","0","0"
"150","0","300504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","305","0","-5","0","0","0","0","3","0","112","0","0","0","0","0","0","0","0","150"
"0","0","300505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","305","0","-5","0","0","0","0","3","0","105","0","0","0","0","0","0","0","0","0"
"0","0","300601","0","303","303","303","0","0","0","303","0","303","303","0","0","0","0","0","0","0","403","303","0","0","0","0","303","0","102","0","303","1","0","0","0","303","0","0","0","0","0","0","0","104","0","306","0","-1","303","0","0","0","3","303","0","0","0","0","303","0","303","0","0","102"
"140","0","300602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","410","0","0","0","0","0","0","0","202","0","306","0","-1","0","0","0","0","3","0","0","0","0","0","0","0","405","0","0","127"
"0","0","300603","0","301","301","301","0","0","0","301","0","301","301","0","0","0","0","0","0","0","0","301","0","0","0","0","301","0","132","0","301","3","0","0","0","301","0","0","0","0","0","0","0","103","0","306","0","-1","301","0","0","0","3","301","0","0","0","103","301","0","301","0","0","147"
"115","0","300604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","113","0","306","0","-1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","105"
