7b88d8ab2b2e38e6d66f46f51427db4cc37d6587d82240d06c68cbacfe5363a2,34aab9cdeb25066d197a80b9ea44a205d17ba9bc7cec81ec48f12f6e35244bde,8b7b60e81b6cb40743edf2a80e2145b4b89c36120f62a7e69d60a66c4211afb8,852743854fb1a0fecb0b0e9c40cbd4a89bc2dc44fe4a50c5c3c35ffd535b7d23,389f73f2003bce706f8b53de496a9f598d602be64b521ddebe849cf8324897d2,3fdcd4779d20fd8e8ddbec6b14e64615a2504f835a6de51fca7c5202570a78ad,bc3b79d102036cce888fe148db5aa99c66bdead2a5ce08a7380aa693b73a289d,11a6f1a682148177ee1ee8a7414c5de856837b0101a780f5c37e808121d70cec,4e9a0258d8b7d0c2382f901afda131c273684bf078db53cf6a1875ca9f46318c,4b69456b90e9879b5dc945667326967838cc885a42e297cb55051a758de6af75,9b7df2b0cb2a7796759b8e1fcc7a00b1a0c2efee858ad1530fa3c92d0df36b77,1e4be40ea36ed33d8c608d83d6484926370de99669671582360f8d402a246709,2bdc47324473086e01d3c168da7fb87c819072a06dede0ae2178fb8af25d2264
"2025-9-30 12:00:00","-1","455","Resonate　～奔向尚未見過的明日～","","","Resonate　～奔向尚未見過的明日～","20","","","","455","1500"
"2025-9-30 12:00:00","-1","456","複製品世界回憶（埃拉的世界）","","","複製品世界回憶（埃拉的世界）","20","","","","456","1000"
"2025-9-30 12:00:00","-1","457","複製品世界回憶（志那都的世界）","","","複製品世界回憶（志那都的世界）","20","","","","457","1000"
"2025-9-30 12:00:00","2213099","458","幻境龍后","","","幻境龍后","20","","","","458","1000"
"2025-9-30 12:00:00","2214002","459","阿爾莎特","","","阿爾莎特","20","","","","459","1000"
"2025-10-31 12:00:00","-1","460","Demon/Snow　起死回生的冥府旅途情懷","","","Demon/Snow　起死回生的冥府旅途情懷","20","","","","460","1000"
"2025-10-31 12:00:00","-1","461","二重奏之歌","","","二重奏之歌","20","","","","461","1500"
"2025-11-30 12:00:00","-1","462","煉獄的名偵探　全部成為Ｗ（網）","","","煉獄的名偵探 全部成為Ｗ（網）","20","","","","462","1000"
"2025-11-30 12:00:00","-1","463","最大級的I Want You！","","","最大級的I Want You！","20","","","","463","1500"
"2025-12-31 12:00:00","-1","464","寂靜（最終）之夜　優衣vs美空的聖誕大決戰","","","寂靜（最終）之夜 優衣vs美空的聖誕大決戰","20","","","","464","1000"
"2025-12-31 12:00:00","-1","465","祕密Whisper","","","祕密Whisper","20","","","","465","1500"
"2025-12-31 12:00:00","2215003","466","嚮導幼君","","","嚮導幼君","20","","","","466","1000"
"2026-01-31 12:00:00","-1","467","Labyrinth -reboot　重合的黎明指引","","","Labyrinth-reboot重合的黎明指引","20","","","","467","1000"
"2026-01-31 12:00:00","-1","468","It's My Turn！","","","It's my turn","20","","","","468","1500"
"2026-01-31 12:00:00","2214097","469","黎薩（貪婪）","","","黎薩貪婪","20","","","","469","1000"
"2026-01-31 12:00:00","2215005","470","芙蕾雅（憤怒）","","","芙蕾雅憤怒","20","","","","470","1000"
"2026-02-28 12:00:00","-1","471","Grand Cru Royal　請享用！心意滿滿全席饗宴","","","Grand Cru Royal請享用！心意滿滿全席饗宴","20","","","","471","1000"
"2026-02-28 12:00:00","-1","472","色慾之龍‧奴隸","","","色慾之龍奴隸","20","","","","472","1000"
"2026-02-28 12:00:00","-1","473","六凶‧獄蜂梅莉莎","","","六凶獄蜂梅莉莎","20","","","","473","1000"
"2026-02-28 12:00:00","-1","474","Delicious Future","","","Delicious Future","20","","","","474","1500"
"2026-02-28 12:00:00","-1","475","裳福奔騰快閃小餐館","","","裳福奔騰快閃小餐館","20","","","","475","1000"
"2026-02-28 12:00:00","-1","478","最特別的Dear My Friends！","","","最特別的Dear My Friends","20","","","","478","1500"
"2026-02-28 12:00:00","-1","479","貪吃佩可（阿斯特賴亞）","","","貪吃佩可阿斯特賴亞","20","","","","479","1000"
"2026-02-28 12:00:00","-1","480","貪吃佩可的特級境地","","","貪吃佩可的特級境地","20","","","","480","1000"
"2026-02-28 12:00:00","-1","481","萊拉耶爾的特級境地","","","萊拉耶爾的特級境地","20","","","","481","1000"
"2026-02-28 12:00:00","-1","482","涅妃‧涅羅的特級境地","","","涅妃涅羅的特級境地","20","","","","482","1000"
"2026-02-28 12:00:00","-1","483","薇歐莉特的特級境地","","","薇歐莉特的特級境地","20","","","","483","1000"
"2026-03-31 12:00:00","-1","484","爆熱！蜜桃碰撞淘汰賽　若菜＆栞的HIP＆SPLASH","","","爆熱蜜桃碰撞淘汰賽若菜＆栞的HIP＆SPLASH","20","","","","484","1000"
"2026-03-31 12:00:00","-1","485","Shake Your Peach♡","","","Shake Your Peach","20","","","","485","1500"
"2026-03-31 12:00:00","-1","486","開啟黎明之門吧","","","開啟黎明之門吧","20","","","","486","1000"
"2026-03-31 12:00:00","-1","487","萬象翻湧的迷宮迴廊","","","萬象翻湧的迷宮迴廊","20","","","","487","1000"
"2026-03-31 12:00:00","-1","488","萬流歸一的終點","","","萬流歸一的終點","20","","","","488","1000"
"2026-04-30 12:00:00","-1","489","Precious Journey（美食殿堂ver.）","","","Precious Journey美食殿堂ver","20","","","","489","1500"
"2026-04-30 12:00:00","-1","490","Connecting Happy!!（4人ver.）","","","Connecting Happy!!4人ver","20","","","","490","1500"
"2026-04-30 12:00:00","-1","491","VILLAINESS　避開吧！鏡華的變疑分子毀滅結局","","","VILLAINESS避開吧鏡華的變疑分子毀滅結局","20","","","","491","1000"
"2026-04-30 12:00:00","-1","492","See-Through","","","See-Through","20","","","","492","1500"
