a67d9502eb1bc06aceaa32ad7282faf172e89c1d5d95a9357a6b4dbcdcf19806,185096a92fff113e547114a8a98b867c86d17f3b47b3eff4a169399586bac831,2fdc4e1aecd979657d8593a1cbc3e17c95e41f3dd63970f566182c4165ecb105,4ae32a9913bca672338376b7f79589011ba3785e67201a0a28bc97d0605cca7d,3ce092c426ae0244281e405e3c222a8b1a4178de7954f54b7800c08d09cb7b3b,f258b4305e65b84f550dd650c93ab2d724b70a1d300fbbc49eac68d2848bfef3,b0b882e6c4618b301ca1e45dc5fe602dff5ac7beb836e5a21b9a453e1c999a50,a45c51572b3ce0ec2c6491ad77501966aca66b04b7d09d49115242434d306741,6134106169a8a266602536db27ac3145eb5caaabc32bfa3a7e7665921fecfa52,713d68cf73248b8fe5c0871f83a75b74ca49581a48f1396de0ccae073852147e,2c26c75da33e306403e4ce56863f7a0b828ef671fc7c53951df2729720f9cf95,7cae5709ac6df30dc6168e12eafdce29ece305b1fabce5dfbbe3fac8934eb654,c4de09a479716f930d2a0ab7330f542bdaac8e4d785b29071517a7a0c06e15e5,5ca107fd4e6826ce6d4a8aff2e47209f3dfb2a62a2e64cb2f4cc966a4f6b751c,802a1d40690cadde46c5e0b722850e1e501fcfe73dcdda48d49bdc6d6a57a71a,a409cb7137e81da134ba34a757ea7ae57f389fc2e88e09bbd83dedc0e9009e9d,33d594308c42b187b2ef93dd693b0096b5d69dd374fc8e5206f7640f20dc8e44,fda3c072f2dc3ae996d6ec1a0856417200b3eed85f31320c35831a7428a8b28a,eb6b5105636830b87585f169ecb10146bbd298bb1f11b4ad3c873bd7d62645b3,56e30b1109657ba0efb425d9d41e43849ab2136aaa67b4c88887484df8089914,3a143d48b52963f3752fed3f73e0306d3d9ab68618eecbe089a7ce0d59f75372,00dfc20ac3cd75eef3d5328cf79ff5fe54fd35922061b4f5cd1854e794feb865,060442408ac2c2a65f2c00c2df5962e6e4453e9f1ef80c56760d6c4cbc02d17e,a536c51346edc0428f37a050017aeb2c88cb24a51d1b00ab3f09c0b37feb393b,870d23a949b8a9fe7680f2f64e1294e144642cd13cb21801362f446dfc41774f
"0","25001","0","107101","0","15","0","0","0","0","0","0","20","0","2","0","260","200000","0","0","3","0","15","0","0"
"0","25001","0","107101","0","20","0","0","0","0","0","0","30","0","3","0","390","400000","0","0","3","0","15","0","0"
"0","25001","0","107101","0","25","0","0","0","0","0","0","40","0","4","0","520","500000","0","0","3","0","15","0","0"
"0","25001","1","107101","0","30","0","0","0","0","2","0","50","0","5","0","650","600000","0","0","3","0","15","0","0"
"0","32075","1","107501","0","50","0","5","0","0","0","0","0","0","1","0","240","100000","0","0","1","0","18","0","0"
"0","31075","1","107501","0","25","0","3","0","0","0","0","0","0","1","0","120","100000","0","0","2","0","11","0","0"
"0","25001","0","107501","0","10","0","0","0","0","0","0","10","0","1","0","130","100000","0","0","3","0","15","0","0"
"0","25001","0","107501","0","15","0","0","0","0","0","0","20","0","2","0","260","200000","0","0","3","0","15","0","0"
"0","25001","0","107501","0","20","0","0","0","0","0","0","30","0","3","0","390","400000","0","0","3","0","15","0","0"
"0","25001","0","107501","0","25","0","0","0","0","0","0","40","0","4","0","520","500000","0","0","3","0","15","0","0"
"0","25001","1","107501","0","30","0","2","0","0","2","0","50","0","5","0","650","600000","0","0","3","0","15","0","0"
"0","32076","1","107601","0","50","0","5","0","0","0","0","0","0","1","0","200","100000","0","0","1","0","18","0","0"
"0","31076","1","107601","0","25","0","3","0","0","0","0","0","0","1","0","100","100000","0","0","2","0","11","0","0"
"0","25001","0","107601","0","10","0","0","0","0","0","0","0","0","1","2","50","100000","0","0","3","0","15","0","2"
"0","25001","0","107601","0","15","0","0","0","0","0","0","0","0","2","4","100","200000","0","0","3","0","15","0","4"
"0","25001","0","107601","0","20","0","0","0","0","0","0","0","0","3","6","150","400000","0","0","3","0","15","0","6"
"0","25001","0","107601","0","25","0","0","0","0","0","0","0","0","4","8","200","500000","0","0","3","0","15","0","8"
"0","25001","1","107601","0","30","0","2","0","0","0","0","0","0","5","10","250","600000","0","0","3","0","15","0","10"
"0","0","0","107701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","107701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","107701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","32078","1","107801","0","50","0","5","0","240","0","0","0","0","1","0","0","100000","0","0","1","0","18","0","0"
"0","31078","1","107801","0","25","0","3","0","120","0","0","0","0","1","0","0","100000","0","0","2","0","11","0","0"
"0","25001","0","107801","5","10","0","0","0","130","0","0","0","0","1","0","0","100000","0","0","3","0","15","0","0"
"0","25001","0","107801","10","15","0","0","0","260","0","0","0","0","2","0","0","200000","0","0","3","0","15","0","0"
"0","25001","0","107801","15","20","0","0","0","390","0","0","0","0","3","0","0","400000","0","0","3","0","15","0","0"
"0","25001","0","107801","20","25","0","0","0","520","0","0","0","0","4","0","0","500000","0","0","3","0","15","0","0"
"1","25001","1","107801","25","30","0","2","0","650","0","0","0","0","5","0","0","600000","0","0","3","0","15","0","0"
"0","0","0","107901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","107901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","107901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","108001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","108001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","108001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","108101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","108101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","108101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","108201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","108201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","108201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","108301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","108301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","108301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","108401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","108401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","108401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","108501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","108501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","108501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","108601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","108601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","108601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","32087","1","108701","0","50","0","0","0","0","0","0","0","0","1","5","160","100000","0","0","1","0","18","0","15"
"0","31087","1","108701","0","25","0","0","0","0","0","0","0","0","1","10","80","100000","0","0","2","0","11","0","20"
"0","25001","0","108701","0","10","0","0","0","0","0","0","0","0","1","3","100","100000","0","0","3","0","15","0","10"
"0","25001","0","108701","0","15","0","0","0","0","0","0","0","0","2","5","200","200000","0","0","3","0","15","0","20"
"0","25001","0","108701","0","20","0","0","0","0","0","0","0","0","3","10","300","400000","0","0","3","0","15","0","24"
"0","25001","0","108701","0","25","0","0","0","0","0","0","0","0","4","12","400","500000","0","0","3","0","15","0","36"
"0","25001","1","108701","0","30","0","0","0","0","0","0","0","0","5","15","500","600000","0","0","3","0","15","0","45"
"0","32088","1","108801","0","50","0","5","0","0","0","0","0","0","1","0","0","100000","0","0","1","0","18","1500","25"
"0","31088","1","108801","0","25","0","3","0","0","0","0","0","0","1","25","0","100000","0","0","2","0","11","1000","0"
"0","25001","0","108801","0","10","0","0","0","0","0","0","0","0","1","4","0","100000","0","0","3","0","15","0","4"
"0","25001","0","108801","0","15","0","0","0","0","0","0","0","0","2","8","0","200000","0","0","3","0","15","0","8"
"0","25001","0","108801","0","20","0","0","0","0","0","0","0","0","3","12","0","400000","0","0","3","0","15","0","12"
"0","25001","0","108801","0","25","0","0","0","0","0","0","0","0","4","16","0","500000","0","0","3","0","15","0","16"
"0","25001","1","108801","0","30","0","2","0","0","0","0","0","0","5","18","0","600000","0","0","3","0","15","0","18"
"0","32089","1","108901","0","50","0","5","0","0","0","0","0","0","1","10","0","100000","0","0","1","0","18","0","10"
"0","31089","1","108901","0","25","0","3","0","0","0","0","0","0","1","15","0","100000","0","0","2","0","11","0","15"
"0","25001","0","108901","0","10","0","0","0","0","0","0","0","0","1","6","100","100000","0","0","3","0","15","0","6"
"0","25001","0","108901","0","15","0","0","0","0","0","0","0","0","2","12","200","200000","0","0","3","0","15","0","12"
"0","25001","0","108901","0","20","0","0","0","0","0","0","0","0","3","18","300","400000","0","0","3","0","15","0","18"
"0","25001","0","108901","0","25","0","0","0","0","0","0","0","0","4","24","400","500000","0","0","3","0","15","0","24"
"0","25001","1","108901","0","30","0","2","0","0","0","0","0","0","5","30","500","600000","0","0","3","0","15","0","30"
"0","0","0","109001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","109101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","109201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","109301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","109401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","109501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","109601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","109701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","109801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","109901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","109901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","109901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","110901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","110901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","110901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","111901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","111901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","111901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","112901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","112901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","112901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","113901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","113901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","113901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","114001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","114001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","114001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","114101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","114101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","114101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","114201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","114201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","114201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","114301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","114301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","114301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","114401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","114401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","114401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","114501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","114501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","114501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"0","0","0","114601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
